-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.2.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise potential utilized through surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.10.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes Average length of water conveyance channel for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.10.csv"
}
-----
State,District,Block,Total Number of Schemes,Pucca channel,Kutcha channel,Underground channel,Total
NAGALAND,ZUNHEBOTO,TOKIYE,132,1548,0,0,1548
NAGALAND,ZUNHEBOTO,ZUNHEBOTO,263,1500,0,0,1500
ORISSA,ANGUL,ANUGUL,31,0,184,0,184
ORISSA,ANGUL,ATHAMALLICK,34,0,417,0,417
ORISSA,ANGUL,BANANPULA,8,0,49,0,49
ORISSA,ANGUL,CHHENDIAPADA,51,9,171,14,194
ORISSA,ANGUL,KANIHA,7,0,177,0,177
ORISSA,ANGUL,KISONAGAR,24,0,340,0,340
ORISSA,ANGUL,PALALAHARA,48,1,324,0,325
ORISSA,ANGUL,TALCHER,8,9,544,0,553
ORISSA,BALASORE,BAHANAGA,2,0,321,0,321
ORISSA,BALASORE,BALASORE,3,0,38,0,38
ORISSA,BALASORE,BALIPAL,NA,NA,NA,NA,NA
ORISSA,BALASORE,BASTA,5,0,18,0,18
ORISSA,BALASORE,BHOGARAI,NA,NA,NA,NA,NA
ORISSA,BALASORE,JALESWAR,17,0,545,0,545
ORISSA,BALASORE,JILGIRI,47,17,91,0,108
ORISSA,BALASORE,KHAIRA,13,0,98,0,98
ORISSA,BALASORE,OUPADA,10,0,79,0,79
ORISSA,BALASORE,REMUNA,2,0,493,4,497
ORISSA,BALASORE,SIMULIA,NA,NA,NA,NA,NA
ORISSA,BALASORE,SORO,3,100,7,10,117
ORISSA,BARAGARH,AMBABHANA,122,3,55,4,62
ORISSA,BARAGARH,ATABIRA,85,0,155,0,155
ORISSA,BARAGARH,BARAGARH,69,1,68,0,69
ORISSA,BARAGARH,BARAPALI,131,0,41,0,41
ORISSA,BARAGARH,BHATALI,268,0,76,0,76
ORISSA,BARAGARH,BHENDENI,106,1,87,0,88
ORISSA,BARAGARH,BIJEPUR,66,0,91,0,91
ORISSA,BARAGARH,GAISILAT,593,0,80,0,80
ORISSA,BARAGARH,JHARABANDHA,253,0,45,2,47
ORISSA,BARAGARH,PADMAPUR,519,0,57,0,57
ORISSA,BARAGARH,PAIKMAL,168,1,78,1,80
ORISSA,BARAGARH,SOHELA,127,3,180,0,183
ORISSA,BHADRAK,BASUDEVPUR,3,8,240,0,248
ORISSA,BHADRAK,BHADRAK,4,25,248,0,273
ORISSA,BHADRAK,BHANDARIPOKHARI,NA,NA,NA,NA,NA
ORISSA,BHADRAK,BONTH,2,0,0,0,0
ORISSA,BHADRAK,CHANDABALI,18,0,109,0,109
ORISSA,BHADRAK,DHAMANAGAR,38,17,210,0,227
ORISSA,BHADRAK,TIHIDI,5,0,156,0,156
ORISSA,BOLANGIR,AGALPUR,136,7,23,0,30
ORISSA,BOLANGIR,BALANGIR,64,42,23,16,81
ORISSA,BOLANGIR,BELPARA,187,0,1,0,1
ORISSA,BOLANGIR,BONGOMUNDA,16,23,100,0,123
ORISSA,BOLANGIR,DEOGAN,207,0,2,0,2
ORISSA,BOLANGIR,KHAPRA KHOL,253,0,32,0,32
ORISSA,BOLANGIR,LOUSINGHA,120,3,20,0,23
ORISSA,BOLANGIR,MURIBAHAL,18,9,87,0,96
ORISSA,BOLANGIR,PATANAGARH,526,1,15,0,16
ORISSA,BOLANGIR,PUINTALA,87,1,13,1,15
ORISSA,BOLANGIR,SAINTALA,26,25,45,2,72
ORISSA,BOLANGIR,TENTULIKHUNTI,20,1,6,0,7
ORISSA,BOLANGIR,TITILAGARH,106,9,68,0,77
ORISSA,BOLANGIR,TUREKELA,11,0,2,0,2
ORISSA,BOUDH,BOUDH,54,11,43,1,55
ORISSA,BOUDH,GHARABHANGA,73,0,138,17,155
ORISSA,BOUDH,KANTAMAL,257,5,42,2,49
ORISSA,CUTTACK,ATHGARH,35,1,31,0,32
ORISSA,CUTTACK,BANKI,32,0,3,0,3
ORISSA,CUTTACK,BARANGA,39,0,118,0,118
ORISSA,CUTTACK,BARMBA,20,0,8,0,8
ORISSA,CUTTACK,CUTTACK(SADAR),168,0,15,0,15
ORISSA,CUTTACK,DOMAPARA,13,0,0,0,0
ORISSA,CUTTACK,KANTAPARA,32,0,141,0,141
ORISSA,CUTTACK,MAHANGA,5,0,43,0,43
ORISSA,CUTTACK,NARASINGHPUR,44,2,254,0,256
ORISSA,CUTTACK,NIALI,758,0,0,0,0
ORISSA,CUTTACK,NISCHINTAKOILI,NA,NA,NA,NA,NA
ORISSA,CUTTACK,SALIPUR,NA,NA,NA,NA,NA
ORISSA,CUTTACK,TANGI-CHOUDWAR,171,0,44,0,44
ORISSA,CUTTACK,TIGIRIA,13,0,19,0,19
ORISSA,DEOGARH,REAMAL,80,0,156,0,156
ORISSA,DEOGARH,SARKOTE,170,0,85,0,85
ORISSA,DEOGARH,TILEIBANI,41,0,36,0,36
ORISSA,DHENKANAL,BHUBAN,9,56,61,0,117
ORISSA,DHENKANAL,DHENKANAL,94,5,79,0,84
ORISSA,DHENKANAL,GANDIA,92,10,160,1,171
ORISSA,DHENKANAL,HINDOL,115,11,123,1,135
ORISSA,DHENKANAL,KAMAKHYANAGAR,46,2,157,0,159
ORISSA,DHENKANAL,KANKADAHAD,80,4,108,0,112
ORISSA,DHENKANAL,ODAPADA,101,17,64,0,81
ORISSA,DHENKANAL,PALAJANGA,357,0,84,1,85
ORISSA,GAJAPATI,GUMMA,94,17,60,0,77
ORISSA,GAJAPATI,KASINAGAR,41,57,105,0,162
ORISSA,GAJAPATI,MOHANA,37,17,93,6,116
ORISSA,GAJAPATI,NUAGADA,48,51,31,0,82
ORISSA,GAJAPATI,PARALAKHEMUNDI,164,1,46,0,47
ORISSA,GAJAPATI,R.UDAYAGIRI,62,75,100,1,176
ORISSA,GAJAPATI,RAYAGADA,67,60,90,0,150
ORISSA,GANJAM,ASKA,139,0,13,0,13
ORISSA,GANJAM,BELAGUNTHA,52,17,63,0,80
ORISSA,GANJAM,BHANJANAGAR,64,7,48,0,55
ORISSA,GANJAM,BUGUDA,124,6,71,0,77
ORISSA,GANJAM,CHATRAPUR,87,24,199,0,223
ORISSA,GANJAM,CHIKITI,273,4,72,0,76
ORISSA,GANJAM,DHARAKOT,124,0,10,0,10
ORISSA,GANJAM,DIGAPAHANDI,469,3,24,0,27
ORISSA,GANJAM,GANJAM,145,3,95,0,98
ORISSA,GANJAM,HINJILIKUT,99,0,61,0,61
ORISSA,GANJAM,J.N.PRASAD,135,11,44,1,56
ORISSA,GANJAM,K.KHANDI,270,1,92,1,94
ORISSA,GANJAM,K.S.NAGAR,64,0,378,0,378
ORISSA,GANJAM,KHALLIKOT,444,5,43,0,48
ORISSA,GANJAM,KODALA,212,2,76,0,78
ORISSA,GANJAM,P.PUR,88,5,83,0,88
ORISSA,GANJAM,PATRAPUR,298,4,28,0,32
ORISSA,GANJAM,POLASARA,102,0,66,0,66
ORISSA,GANJAM,R.LUNDA,228,0,129,0,129
ORISSA,GANJAM,S.KHEMUNDI,218,0,73,0,73
ORISSA,GANJAM,SHERAGADA,179,1,82,0,83
ORISSA,GANJAM,SORADA,177,7,41,0,48
ORISSA,JAGATSINGHPUR,BALIKUDA,1,0,500,0,500
ORISSA,JAGATSINGHPUR,BIRIDI,1,0,0,0,0
ORISSA,JAGATSINGHPUR,ERASAMA,2,0,0,0,0
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,KUNJANG,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,NAUGAON,1,0,25,0,25
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,TRITOL,NA,NA,NA,NA,NA
ORISSA,JAJPUR,BARACHAN,45,0,217,0,217
ORISSA,JAJPUR,BARI,4,0,25,0,25
ORISSA,JAJPUR,BINJHARPUR,1,0,200,0,200
ORISSA,JAJPUR,DANAGADI,34,16,328,0,344
ORISSA,JAJPUR,DASARATHPUR,NA,NA,NA,NA,NA
ORISSA,JAJPUR,DHARAMASALA,68,7,136,0,143
ORISSA,JAJPUR,JAJPUR,7,0,7,0,7
ORISSA,JAJPUR,KOREI,12,18,141,0,159
ORISSA,JAJPUR,RASULPUR,NA,NA,NA,NA,NA
ORISSA,JAJPUR,SUKINDA,24,66,389,12,467
ORISSA,JHARSUGUDA,JHARSUGUDA,70,1,54,0,55
ORISSA,JHARSUGUDA,KIRIMIRA,21,0,190,0,190
ORISSA,JHARSUGUDA,KOLABIRA,17,0,209,0,209
ORISSA,JHARSUGUDA,LAIKERA,25,0,39,0,39
ORISSA,JHARSUGUDA,LAKHANPUR,131,8,277,0,285
ORISSA,KALAHANDI,BHABANI PATANA,66,9,30,1,40
ORISSA,KALAHANDI,DHARMGARH,80,1,1,0,2
ORISSA,KALAHANDI,GOLAMUNDA,131,0,9,0,9
ORISSA,KALAHANDI,JAIPATANA,21,32,57,0,89
ORISSA,KALAHANDI,JUNAGARH,44,1,49,0,50
ORISSA,KALAHANDI,KALAMPUR,9,0,15,0,15
ORISSA,KALAHANDI,KARLAMUNDA,6,0,22,0,22
ORISSA,KALAHANDI,KESINGA,90,6,50,0,56
ORISSA,KALAHANDI,KOKASARA,10,6,10,0,16
ORISSA,KALAHANDI,LANGIGARH,140,18,164,1,183
ORISSA,KALAHANDI,M.RAMPUR,69,3,45,0,48
ORISSA,KALAHANDI,NARALA,114,3,73,1,77
ORISSA,KALAHANDI,TH.RAMPUR,72,47,74,0,121
ORISSA,KENDRAPARA,AUL,3,0,0,0,0
ORISSA,KENDRAPARA,DERABISI,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,GARADPUR,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,KENDRAPARA,1,0,300,0,300
ORISSA,KENDRAPARA,MAHAKALAPADA,1,0,5,0,5
ORISSA,KENDRAPARA,MARSAGHAI,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,PATAMUNDAI,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,RAJKANIKA,53,0,34,0,34
ORISSA,KENDRAPARA,RAJNAGAR,4,0,0,0,0
ORISSA,KEONJHAR,ANANDAPUR,25,20,122,37,179
ORISSA,KEONJHAR,BANASPAL,27,4,213,6,223
ORISSA,KEONJHAR,CHAMPUA,132,2,158,2,162
ORISSA,KEONJHAR,GHASIPURA,15,13,67,3,83
ORISSA,KEONJHAR,GHATAGAON,22,0,201,1,202
ORISSA,KEONJHAR,HARICHANDANPUR,77,42,249,6,297
ORISSA,KEONJHAR,HATADIHI,11,0,7,0,7
ORISSA,KEONJHAR,JHUMPURA,53,1,132,0,133
ORISSA,KEONJHAR,JODA,22,12,249,2,263
ORISSA,KEONJHAR,PATANA,39,3,65,0,68
ORISSA,KEONJHAR,SADAR,186,2,237,0,239
ORISSA,KEONJHAR,SAHARAPARA,29,5,112,0,117
ORISSA,KEONJHAR,TELKOI,17,19,156,15,190
ORISSA,KHURDA,BALIANTA,NA,NA,NA,NA,NA
ORISSA,KHURDA,BALIPATANA,NA,NA,NA,NA,NA
ORISSA,KHURDA,BANAPUR,78,0,30,0,30
ORISSA,KHURDA,BEGUNIA,59,0,103,0,103
ORISSA,KHURDA,BHUBANESWAR,18,29,179,4,212
ORISSA,KHURDA,BOLAGARH,33,0,59,2,61
ORISSA,KHURDA,CHILIKA,66,0,28,2,30
ORISSA,KHURDA,JATNI,16,0,72,0,72
ORISSA,KHURDA,KHURDA,102,0,67,0,67
ORISSA,KHURDA,TANGI,258,0,22,0,22
ORISSA,KORAPUT,BAIPARIGUDA,307,2,52,0,54
ORISSA,KORAPUT,BANDHUGOAN,103,15,16,1,32
ORISSA,KORAPUT,BORIGUMMA,246,4,28,1,33
ORISSA,KORAPUT,DASAMANTAPUR,338,4,85,10,99
ORISSA,KORAPUT,JEYPUR,51,13,49,0,62
ORISSA,KORAPUT,KORAPUT,85,52,302,1,355
ORISSA,KORAPUT,KOTAPAD,4,8,5,0,13
ORISSA,KORAPUT,KUNDURA,29,5,17,0,22
ORISSA,KORAPUT,LAMATAPUT,113,80,335,0,415
ORISSA,KORAPUT,LAXMIPUR,240,25,143,2,170
ORISSA,KORAPUT,NANDAPUR,134,36,217,2,255
ORISSA,KORAPUT,NARAYANPATNA,134,29,168,1,198
ORISSA,KORAPUT,POTTANGI,84,47,116,0,163
ORISSA,KORAPUT,SIMILIGUDA,119,14,207,3,224
ORISSA,MALKANGIRI,KALIMELA,10,3,12,4,19
ORISSA,MALKANGIRI,KHAIRAPUT,11,4,249,10,263
ORISSA,MALKANGIRI,KONKUNDA,25,37,73,1,111
ORISSA,MALKANGIRI,KUDUMULUGUMMA,25,23,204,1,228
ORISSA,MALKANGIRI,MALKANAGIRI,12,1,142,2,145
ORISSA,MALKANGIRI,MATHILI,7,0,42,0,42
ORISSA,MALKANGIRI,PODIA,30,1,45,1,47
ORISSA,MAYURBHANJ,BAHALADA,31,2,65,0,67
ORISSA,MAYURBHANJ,BANGIRIPOSI,23,10,127,49,186
ORISSA,MAYURBHANJ,BARIPADA,24,5,270,0,275
ORISSA,MAYURBHANJ,BARSAHI,37,1,220,0,221
ORISSA,MAYURBHANJ,BETANATI,46,4,203,0,207
ORISSA,MAYURBHANJ,BIJATOLA,31,7,173,4,184
ORISSA,MAYURBHANJ,BISOI,100,22,164,5,191
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,22,0,232,0,232
ORISSA,MAYURBHANJ,JAMADA,34,0,88,0,88
ORISSA,MAYURBHANJ,JASIPUR,88,9,145,0,154
ORISSA,MAYURBHANJ,KAPTIPADA,20,9,86,4,99
ORISSA,MAYURBHANJ,KARANJIA,43,10,203,0,213
ORISSA,MAYURBHANJ,KHUNTA,36,1,249,0,250
ORISSA,MAYURBHANJ,KULIANA,112,0,141,14,155
ORISSA,MAYURBHANJ,KUSUMI,35,25,161,0,186
ORISSA,MAYURBHANJ,MORADA,28,0,59,0,59
ORISSA,MAYURBHANJ,RAIRANGPUR,15,31,169,7,207
ORISSA,MAYURBHANJ,RARUAN,39,10,236,0,246
ORISSA,MAYURBHANJ,RASGOVINDPUR,38,0,100,0,100
ORISSA,MAYURBHANJ,SAMAKHUNTA,60,4,103,0,107
ORISSA,MAYURBHANJ,SARASKANA,46,5,162,1,168
ORISSA,MAYURBHANJ,SUKRULI,63,3,88,0,91
ORISSA,MAYURBHANJ,SULIAPADA,39,7,210,0,217
ORISSA,MAYURBHANJ,THAKURMUNDA,23,0,78,0,78
ORISSA,MAYURBHANJ,TIRINGI,35,0,92,0,92
ORISSA,MAYURBHANJ,UDALA,18,7,195,1,203
ORISSA,NAYAGARH,BHAPUR,13,0,66,0,66
ORISSA,NAYAGARH,DASPALLA,20,17,250,3,270
ORISSA,NAYAGARH,GANIA,25,5,121,0,126
ORISSA,NAYAGARH,KHANDAPADA,60,27,172,0,199
ORISSA,NAYAGARH,NAYAGARH,30,6,21,1,28
ORISSA,NAYAGARH,NUAGAON,17,44,53,0,97
ORISSA,NAYAGARH,ODOGAON,37,8,91,3,102
ORISSA,NAYAGARH,RANPUR,136,11,114,3,128
ORISSA,NOWRANGPUR,CHANDAHANDI,32,4,6,0,10
ORISSA,NOWRANGPUR,DABUGAON,16,0,36,0,36
ORISSA,NOWRANGPUR,JHARIGAON,19,8,15,0,23
ORISSA,NOWRANGPUR,KUSAGUMUDA,6,0,25,0,25
ORISSA,NOWRANGPUR,NANDAHANDI,4,85,96,0,181
ORISSA,NOWRANGPUR,NAWARANGPUR,44,4,4,8,16
ORISSA,NOWRANGPUR,PAPADAHANDI,27,2,57,0,59
ORISSA,NOWRANGPUR,RAIGHAR,12,4,123,3,130
ORISSA,NOWRANGPUR,TENTULIKHUNTI,8,0,12,1,13
ORISSA,NOWRANGPUR,UMERKOT,23,7,30,0,37
ORISSA,NUAPADA,BODEN,96,0,0,0,0
ORISSA,NUAPADA,KHARIAR,243,15,3,0,18
ORISSA,NUAPADA,KOMANA,112,7,6,0,13
ORISSA,NUAPADA,NUAPARA,301,2,3,2,7
ORISSA,NUAPADA,SINAPALLI,150,9,15,0,24
ORISSA,PHULBANI,BALIGUDA,11,29,55,0,84
ORISSA,PHULBANI,CHAKAPAD,21,8,89,23,120
ORISSA,PHULBANI,DARINGIBADI,17,16,18,0,34
ORISSA,PHULBANI,G.UDAYAGIRI,21,12,141,0,153
ORISSA,PHULBANI,JUMUDIBANDHA,38,21,233,0,254
ORISSA,PHULBANI,KHAJURIPADA,28,5,219,0,224
ORISSA,PHULBANI,KOTAGARH,7,17,300,17,334
ORISSA,PHULBANI,NUAGAON,24,49,243,0,292
ORISSA,PHULBANI,PHIRINGIA,30,7,266,0,273
ORISSA,PHULBANI,PHULBANI,67,24,320,0,344
ORISSA,PHULBANI,RAIKIA,28,32,47,0,79
ORISSA,PHULBANI,TIKABALI,13,19,156,0,175
ORISSA,PURI,ASTARANG,45,0,16,1,17
ORISSA,PURI,BRAHMAGIRI,411,0,82,0,82
ORISSA,PURI,DELANG,14,0,35,0,35
ORISSA,PURI,GOP,55,13,204,11,228
ORISSA,PURI,KAKATPUR,85,0,19,0,19
ORISSA,PURI,KANAS,110,0,10,0,10
ORISSA,PURI,KRISHNAPRASAD,2,0,28,0,28
ORISSA,PURI,NIMAPARA,68,0,33,0,33
ORISSA,PURI,PIPILI,31,0,23,1,24
ORISSA,PURI,PURISADAR,105,0,147,0,147
ORISSA,PURI,SATYABADI,49,0,95,2,97
ORISSA,RAYAGADA,BISAMACUTTACK,217,7,113,1,121
ORISSA,RAYAGADA,CHANDRAPOR,89,4,8,0,12
ORISSA,RAYAGADA,GUDARI,335,1,14,0,15
ORISSA,RAYAGADA,GUNUPUR,316,0,54,1,55
ORISSA,RAYAGADA,KALYANSINGPUR,122,8,48,4,60
ORISSA,RAYAGADA,KASHIPUR,278,10,135,2,147
ORISSA,RAYAGADA,KOUNARA,269,21,179,3,203
ORISSA,RAYAGADA,MUNIGUDA,77,3,75,3,81
ORISSA,RAYAGADA,PADAMPUR,295,1,22,4,27
ORISSA,RAYAGADA,RAMANGUDA,284,6,20,1,27
ORISSA,RAYAGADA,RAYAGADA,204,35,212,3,250
ORISSA,SAMBALPUR,DHANKAUDA,24,0,128,2,130
ORISSA,SAMBALPUR,GOVINDPUR,32,0,105,3,108
ORISSA,SAMBALPUR,JAMANKIRA,122,0,129,0,129
ORISSA,SAMBALPUR,JUJUMURA,54,1,206,0,207
ORISSA,SAMBALPUR,KANESWAR,22,2,193,2,197
ORISSA,SAMBALPUR,KUCHINDA,45,19,189,12,220
ORISSA,SAMBALPUR,NAKTIDEUL,94,1,219,1,221
ORISSA,SAMBALPUR,RAIRAKHOL,19,41,326,26,393
ORISSA,SAMBALPUR,RENGALI,68,0,50,0,50
ORISSA,SONEPUR,BINIKA,148,0,253,0,253
ORISSA,SONEPUR,BIRMAHARAJPUR,54,0,31,0,31
ORISSA,SONEPUR,DUNGURIPALLI,15,15,118,0,133
ORISSA,SONEPUR,SONEPUR,20,15,332,9,356
ORISSA,SONEPUR,TARAVA,32,16,197,3,216
ORISSA,SONEPUR,ULUNDA,20,0,116,0,116
ORISSA,SUNDARGARH,BALLISANKAR,9,31,203,18,252
ORISSA,SUNDARGARH,BARAGAON,12,25,460,3,488
ORISSA,SUNDARGARH,BISRA,5,77,434,0,511
ORISSA,SUNDARGARH,BONAI,15,2,200,4,206
ORISSA,SUNDARGARH,GURUNDIA,5,23,265,0,288
ORISSA,SUNDARGARH,HEMGIRI,30,0,225,0,225
ORISSA,SUNDARGARH,KOIRA,4,0,391,3,394
ORISSA,SUNDARGARH,KUARMUNDA,3,0,54,0,54
ORISSA,SUNDARGARH,KUTRA,4,30,386,0,416
ORISSA,SUNDARGARH,LAHUNIPADA,28,3,371,10,384
ORISSA,SUNDARGARH,LATHIKATA,4,0,113,0,113
ORISSA,SUNDARGARH,LEPHRIPARA,21,1,282,2,285
ORISSA,SUNDARGARH,NUAGAON,4,7,422,0,429
ORISSA,SUNDARGARH,RAJGANGPUR,5,0,328,0,328
ORISSA,SUNDARGARH,SUBDEGA,12,29,225,0,254
ORISSA,SUNDARGARH,SUNDARGARH,29,0,308,0,308
ORISSA,SUNDARGARH,TANGARAPALLI,21,30,244,0,274
PUNJAB,AMRITSAR,AJNALA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,BHIKHIWIND,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOGAWAN,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOHLA SAHIB,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,GANDI WIND,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,JANDIALA GURU,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,KHANDOOR SAHIB,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,MAJITHA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,PATTI,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,RAYYA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARAN TARAN,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARSIKKA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,VALTOHA,13,5,350,0,355
PUNJAB,AMRITSAR,VERKA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,BATHINDA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,MAUR,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,NATHANA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,PHUL,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,RAMPURA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,SANGAT,3,20,380,0,400
PUNJAB,BATHINDA,TALWANDI SABO,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,BAGHAPURANA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,FARIDKOT,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,GIDDERBAHA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,KOTKAPURA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,LAMBI,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MALAUT,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA I,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA II,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MUKTSAR,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,N.S. WALA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,AMLOH,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,KHAMANO,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,SIRHIND,3,0,83,0,83
PUNJAB,FEROZEPUR,ABOHAR,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FAZILKA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FEROZEPUR,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GHAL KHURD,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GURUHARSAI,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,JALALABAD,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KHUIAN SERVER,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KOT ISEH KHAN,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,ZIRA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BANNIAL,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BATALA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DERA BABA NANAK,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DHAR KALAN,2,0,250,0,250
PUNJAB,GURDASPUR,DHARIWAL,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DINANAGAR,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,GURDASPUR,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,KAHNUWAN,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,KALANAUR,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,PATHANKOT,41,0,218,0,218
PUNJAB,GURDASPUR,QADIAN,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,BALACHAUR,7,0,194,343,537
PUNJAB,HOSHIARPUR,BHUNGA,7,72,540,0,612
PUNJAB,HOSHIARPUR,DASUYA,126,59,229,0,288
PUNJAB,HOSHIARPUR,GARHSHANKAR,1,0,110,100,210
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,MAHILPUR,2,90,90,0,180
PUNJAB,HOSHIARPUR,MUKERIAN,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,SAROYA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TALWARA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TANDA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,ADAMPUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,AUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BANGA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BHOGPUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,EAST JALANDHAR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAKODAR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAWAN SHAHAR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NURMAHAL,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,PHILLAUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,RURKAKALAN,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,SHAHKOT,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,WEST JALANDHAR,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,KAPURTHALA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,NADALA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,PHAGWARA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,SULTANPUR LODHI,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,DEHLON,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,DORAHA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,JAGRAON,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,KHANNA,NA,NA,NA,NA,NA
