-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfcliftblck5.4.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfcliftblck5.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Schedule Caste,Schedule Tribe,Others,Total,Owned by other than Individual/Group of farmers,Grand Total
WEST BENGAL,BANKURA,RAIPUR - I,0,0,32,32,14,46
WEST BENGAL,BANKURA,RAIPUR - II,3,6,48,57,9,66
WEST BENGAL,BANKURA,RANIBANDH,1,0,0,1,4,5
WEST BENGAL,BANKURA,SALTORA,6,7,34,47,6,53
WEST BENGAL,BANKURA,SIMLAPAL,0,0,10,10,10,20
WEST BENGAL,BANKURA,SONAMUKHI,0,0,10,10,10,20
WEST BENGAL,BANKURA,TALDANGRA,9,23,157,189,18,207
WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,200,25,1029,1254,77,1331
WEST BENGAL,BIRBHUM,DUBRAJPUR,61,32,1654,1747,36,1783
WEST BENGAL,BIRBHUM,ILLAMBAZAR,39,1,116,156,3,159
WEST BENGAL,BIRBHUM,KHAYRASOLE,99,1,844,944,75,1019
WEST BENGAL,BIRBHUM,LABPUR,69,8,1127,1204,67,1271
WEST BENGAL,BIRBHUM,MAYURESWAR-I,160,4,1632,1796,16,1812
WEST BENGAL,BIRBHUM,MAYURESWAR-II,113,5,987,1105,31,1136
WEST BENGAL,BIRBHUM,MD.BAZAR,45,68,1012,1125,57,1182
WEST BENGAL,BIRBHUM,MURARAI II,0,0,0,0,4,4
WEST BENGAL,BIRBHUM,MURARAI-I,52,25,570,647,30,677
WEST BENGAL,BIRBHUM,NALHATI-I,0,0,0,0,23,23
WEST BENGAL,BIRBHUM,NALHATI-II,11,1,226,238,11,249
WEST BENGAL,BIRBHUM,NANUR,96,2,927,1025,18,1043
WEST BENGAL,BIRBHUM,RAJNAGAR,110,80,725,915,36,951
WEST BENGAL,BIRBHUM,RAMPURHAT-I,69,12,731,812,100,912
WEST BENGAL,BIRBHUM,RAMPURHAT-II,61,4,682,747,19,766
WEST BENGAL,BIRBHUM,SAINTHIA,142,14,1286,1442,29,1471
WEST BENGAL,BIRBHUM,SURI-I,48,7,819,874,23,897
WEST BENGAL,BIRBHUM,SURI-II,75,15,557,647,13,660
WEST BENGAL,BURDWAN,ANDAL,29,0,2,31,4,35
WEST BENGAL,BURDWAN,AUSGRAM - II,0,0,1,1,9,10
WEST BENGAL,BURDWAN,BARABONI,0,0,3,3,3,6
WEST BENGAL,BURDWAN,BHATAR,73,23,1184,1280,22,1302
WEST BENGAL,BURDWAN,BURDWAN - I,27,6,444,477,11,488
WEST BENGAL,BURDWAN,BURDWAN - II,8,1,36,45,1,46
WEST BENGAL,BURDWAN,DURGAPUR-FARIDPUR,3,0,0,3,0,3
WEST BENGAL,BURDWAN,GALSI - I,13,0,117,130,4,134
WEST BENGAL,BURDWAN,JAMALPUR,11,4,472,487,12,499
WEST BENGAL,BURDWAN,JAMURIA,0,0,2,2,0,2
WEST BENGAL,BURDWAN,KALNA - I,0,0,11,11,32,43
WEST BENGAL,BURDWAN,KALNA - II,5,1,264,270,7,277
WEST BENGAL,BURDWAN,KANKSA,20,1,284,305,34,339
WEST BENGAL,BURDWAN,KATWA - I,75,4,448,527,41,568
WEST BENGAL,BURDWAN,KATWA - II,0,0,0,0,19,19
WEST BENGAL,BURDWAN,KETUGRAM - I,44,3,626,673,7,680
WEST BENGAL,BURDWAN,KETUGRAM - II,17,2,314,333,27,360
WEST BENGAL,BURDWAN,KHANDAGHOSH,43,0,335,378,3,381
WEST BENGAL,BURDWAN,MEMARI - I,49,3,499,551,4,555
WEST BENGAL,BURDWAN,MEMARI - II,42,16,472,530,21,551
WEST BENGAL,BURDWAN,MONGALKOTE,0,0,5,5,38,43
WEST BENGAL,BURDWAN,MONTESWAR,6,0,60,66,29,95
WEST BENGAL,BURDWAN,PANDAVASWAR,0,0,2,2,11,13
WEST BENGAL,BURDWAN,PURBASTHALI - I,8,0,28,36,48,84
WEST BENGAL,BURDWAN,PURBASTHALI - II,0,0,1,1,23,24
WEST BENGAL,BURDWAN,RAINA - I,2,0,12,14,3,17
WEST BENGAL,BURDWAN,RAINA - II,0,0,5,5,5,10
WEST BENGAL,BURDWAN,RANIGANJ,0,0,0,0,2,2
WEST BENGAL,BURDWAN,SALANPUR,4,0,5,9,1,10
WEST BENGAL,COOCHBEHAR,COOCHBEHAR - I,7,0,135,142,9,151
WEST BENGAL,COOCHBEHAR,COOCHBEHAR - II,73,1,125,199,12,211
WEST BENGAL,COOCHBEHAR,DINHATA - I,64,0,149,213,22,235
WEST BENGAL,COOCHBEHAR,DINHATA - II,8,0,120,128,28,156
WEST BENGAL,COOCHBEHAR,HALDIBARI,0,0,59,59,2,61
WEST BENGAL,COOCHBEHAR,MATHABHANGA - I,273,0,253,526,98,624
WEST BENGAL,COOCHBEHAR,MATHABHANGA - II,58,1,92,151,107,258
WEST BENGAL,COOCHBEHAR,MEKLIGANJ,40,0,152,192,48,240
WEST BENGAL,COOCHBEHAR,SITAI,90,0,74,164,6,170
WEST BENGAL,COOCHBEHAR,SITALKUCHI,60,2,138,200,13,213
WEST BENGAL,COOCHBEHAR,TUFANGANJ - I,0,0,60,60,8,68
WEST BENGAL,COOCHBEHAR,TUFANGANJ - II,0,0,42,42,8,50
WEST BENGAL,DAKSHIN DINAJPUR,BALURGHAT,125,88,355,568,52,620
WEST BENGAL,DAKSHIN DINAJPUR,BANSHIHARI,3,1,16,20,56,76
WEST BENGAL,DAKSHIN DINAJPUR,GANGARAMPUR,9,1,22,32,72,104
WEST BENGAL,DAKSHIN DINAJPUR,HILI,8,6,14,28,2,30
WEST BENGAL,DAKSHIN DINAJPUR,KUMARGANJ,2,0,11,13,54,67
WEST BENGAL,DAKSHIN DINAJPUR,KUSHMANDI,0,1,11,12,20,32
WEST BENGAL,DAKSHIN DINAJPUR,TAPAN,169,128,419,716,88,804
WEST BENGAL,DARJEELING,JOREBUNGLOW SUKHIAPE,0,0,0,0,1,1
WEST BENGAL,DARJEELING,KHONBANI,0,0,0,0,6,6
WEST BENGAL,DARJEELING,KURSEONG,0,0,0,0,1,1
WEST BENGAL,DARJEELING,MATIGARA,0,0,10,10,3,13
WEST BENGAL,DARJEELING,NAXAL BARI,0,0,2,2,30,32
WEST BENGAL,DARJEELING,PHANSIDEOA,0,0,0,0,10,10
WEST BENGAL,HOOGLY,ARAMBAGH,1,0,28,29,31,60
WEST BENGAL,HOOGLY,BALAGARH,0,0,0,0,103,103
WEST BENGAL,HOOGLY,CHANDITALA - I,17,0,16,33,1,34
WEST BENGAL,HOOGLY,CHANDITALA - II,0,0,14,14,0,14
WEST BENGAL,HOOGLY,CHINSURAH-MOGRA,0,0,0,0,18,18
WEST BENGAL,HOOGLY,DHANIAKHALI,156,19,1268,1443,24,1467
WEST BENGAL,HOOGLY,GOGHAT - I,0,0,0,0,13,13
WEST BENGAL,HOOGLY,GOGHAT - II,0,0,0,0,4,4
WEST BENGAL,HOOGLY,HARIPAL,41,3,639,683,60,743
WEST BENGAL,HOOGLY,JANGIPARA,0,0,7,7,8,15
WEST BENGAL,HOOGLY,KHANAKUL - I,74,0,705,779,43,822
WEST BENGAL,HOOGLY,KHANAKUL - II,1,0,24,25,87,112
WEST BENGAL,HOOGLY,PANDUA,18,12,100,130,16,146
WEST BENGAL,HOOGLY,POLBA-DADPUR,5,0,0,5,24,29
WEST BENGAL,HOOGLY,PURSURAH,0,0,0,0,25,25
WEST BENGAL,HOOGLY,SERAMPUR UTTARPARA,69,0,12,81,0,81
WEST BENGAL,HOOGLY,SINGUR,0,0,20,20,4,24
WEST BENGAL,HOOGLY,TARAKESWAR,42,4,514,560,109,669
WEST BENGAL,HOWRAH,AMTA - I,0,0,1,1,13,14
WEST BENGAL,HOWRAH,AMTA - II,159,31,1014,1204,38,1242
WEST BENGAL,HOWRAH,BAGNAN - I,70,1,680,751,6,757
WEST BENGAL,HOWRAH,BAGNAN - II,61,0,593,654,47,701
WEST BENGAL,HOWRAH,DOMJUR,437,0,443,880,41,921
WEST BENGAL,HOWRAH,JAGATBALLAVPUR,344,7,999,1350,19,1369
WEST BENGAL,HOWRAH,PANCHLA,0,0,0,0,5,5
WEST BENGAL,HOWRAH,SHYAMPUR - I,62,0,907,969,32,1001
WEST BENGAL,HOWRAH,SHYAMPUR - II,23,0,293,316,18,334
WEST BENGAL,HOWRAH,UDAYNARAYANPUR,190,4,1900,2094,23,2117
WEST BENGAL,HOWRAH,ULUBERIA - I,22,2,172,196,6,202
WEST BENGAL,HOWRAH,ULUBERIA - II,0,0,0,0,1,1
WEST BENGAL,JALPAIGURI,ALIPURDUAR - I,15,0,18,33,28,61
WEST BENGAL,JALPAIGURI,ALIPURDUAR - II,13,3,34,50,21,71
WEST BENGAL,JALPAIGURI,DHUPGURI,7,1,2,10,32,42
WEST BENGAL,JALPAIGURI,FALAKATA,4,0,2,6,9,15
WEST BENGAL,JALPAIGURI,KALCHINI,0,0,0,0,4,4
WEST BENGAL,JALPAIGURI,KUMARGRAM,2,0,3,5,3,8
WEST BENGAL,JALPAIGURI,MADARIHAT,0,0,1,1,5,6
WEST BENGAL,JALPAIGURI,MAL,18,0,3,21,57,78
WEST BENGAL,JALPAIGURI,MATIALI,0,0,0,0,70,70
WEST BENGAL,JALPAIGURI,MAYNAGURI,108,1,27,136,78,214
WEST BENGAL,JALPAIGURI,NAGRAKATA,0,0,0,0,31,31
WEST BENGAL,JALPAIGURI,RAJGANJ,0,0,3,3,7,10
WEST BENGAL,JALPAIGURI,SADAR,0,0,2,2,19,21
WEST BENGAL,MALDA,BAMANGOLA,11,21,29,61,32,93
WEST BENGAL,MALDA,CHANCHAL -I,0,0,0,0,22,22
WEST BENGAL,MALDA,CHANCHAL II,0,0,7,7,16,23
WEST BENGAL,MALDA,ENGLISHBAZAR,5,0,22,27,18,45
WEST BENGAL,MALDA,GAZOL,50,65,224,339,497,836
WEST BENGAL,MALDA,HABIBPUR,156,76,119,351,107,458
WEST BENGAL,MALDA,HARISH CHANDRAPUR-II,3,0,0,3,29,32
WEST BENGAL,MALDA,HARISHCHANDRAPUR I,0,0,0,0,10,10
WEST BENGAL,MALDA,KALIACHAK - I,0,0,0,0,1,1
WEST BENGAL,MALDA,KALIACHAK II,0,0,0,0,11,11
WEST BENGAL,MALDA,KALIACHAK III,0,0,4,4,0,4
WEST BENGAL,MALDA,MANIK CHAK,0,0,0,0,20,20
WEST BENGAL,MALDA,OLD MALDA,73,10,15,98,33,131
WEST BENGAL,MALDA,RATUA-I,0,0,14,14,26,40
WEST BENGAL,MALDA,RATUA-II,0,0,2,2,61,63
WEST BENGAL,MIDNAPORE,BHAGWANPUR - I,21,0,157,178,7,185
WEST BENGAL,MIDNAPORE,BHAGWANPUR - II,8,2,170,180,8,188
WEST BENGAL,MIDNAPORE,BINPUR - I,6,3,20,29,20,49
WEST BENGAL,MIDNAPORE,BINPUR - II,14,7,7,28,26,54
WEST BENGAL,MIDNAPORE,CHANDRAKONA - I,5,0,0,5,14,19
WEST BENGAL,MIDNAPORE,CHANDRAKORA - II,68,1,425,494,19,513
WEST BENGAL,MIDNAPORE,CONTAI - I,15,0,144,159,64,223
WEST BENGAL,MIDNAPORE,CONTAI - II,19,5,514,538,54,592
WEST BENGAL,MIDNAPORE,CONTAI - III,6,0,180,186,15,201
WEST BENGAL,MIDNAPORE,DANTON - I,4,12,12,28,9,37
WEST BENGAL,MIDNAPORE,DASPUR - I,20,0,26,46,35,81
WEST BENGAL,MIDNAPORE,DASPUR - II,25,0,190,215,15,230
WEST BENGAL,MIDNAPORE,DEBRA,3,0,1,4,18,22
WEST BENGAL,MIDNAPORE,EGRA - I,1,0,18,19,0,19
WEST BENGAL,MIDNAPORE,EGRA - II,23,0,163,186,2,188
WEST BENGAL,MIDNAPORE,GARHBETA - I,88,11,169,268,11,279
WEST BENGAL,MIDNAPORE,GARHBETA - II,73,55,392,520,36,556
WEST BENGAL,MIDNAPORE,GARHBETA - III,27,20,446,493,55,548
WEST BENGAL,MIDNAPORE,GHATAL,54,1,356,411,41,452
WEST BENGAL,MIDNAPORE,GOPIBALLAVPUR - I,31,1,41,73,8,81
WEST BENGAL,MIDNAPORE,GOPIBALLAVPUR - II,22,1,27,50,25,75
WEST BENGAL,MIDNAPORE,JAMBANI,1,7,2,10,30,40
WEST BENGAL,MIDNAPORE,JHARGRAM,0,0,12,12,23,35
WEST BENGAL,MIDNAPORE,KESHIARY,3,0,11,14,12,26
WEST BENGAL,MIDNAPORE,KESHPUR,72,9,603,684,60,744
WEST BENGAL,MIDNAPORE,KHARAGPUR - I,3,0,29,32,13,45
WEST BENGAL,MIDNAPORE,KHARAGPUR - II,21,10,55,86,7,93
WEST BENGAL,MIDNAPORE,KHEJURI - I,55,2,231,288,23,311
WEST BENGAL,MIDNAPORE,KHEJURI - II,618,0,352,970,1,971
WEST BENGAL,MIDNAPORE,MAHISHADAL - I,73,3,583,659,134,793
WEST BENGAL,MIDNAPORE,MAHISHADAL -II,2,0,95,97,44,141
WEST BENGAL,MIDNAPORE,MIDNAPORE SADAR,2,2,17,21,27,48
WEST BENGAL,MIDNAPORE,MOHANPUR,8,3,135,146,0,146
WEST BENGAL,MIDNAPORE,MOYNA,0,0,0,0,1,1
WEST BENGAL,MIDNAPORE,NANDIGRAM - I,69,6,356,431,0,431
WEST BENGAL,MIDNAPORE,NANDIGRAM - II,166,2,1569,1737,3,1740
WEST BENGAL,MIDNAPORE,NANDIGRAM - III,42,0,501,543,8,551
WEST BENGAL,MIDNAPORE,NARAYANGARH,10,8,12,30,13,43
WEST BENGAL,MIDNAPORE,NAYAGRAM,11,4,3,18,22,40
WEST BENGAL,MIDNAPORE,PANSKURA - I,32,3,727,762,27,789
WEST BENGAL,MIDNAPORE,PANSKURA - II,2,0,28,30,18,48
WEST BENGAL,MIDNAPORE,PATASHPUR - I,3,0,79,82,12,94
WEST BENGAL,MIDNAPORE,PATASHPUR - II,0,0,109,109,3,112
WEST BENGAL,MIDNAPORE,PINGLA,19,0,57,76,0,76
WEST BENGAL,MIDNAPORE,RAMNAGAR - I,10,1,123,134,2,136
WEST BENGAL,MIDNAPORE,SALBONI,40,87,453,580,29,609
WEST BENGAL,MIDNAPORE,SANKRAIL,0,3,22,25,23,48
WEST BENGAL,MIDNAPORE,SOBANG,14,5,282,301,29,330
WEST BENGAL,MIDNAPORE,SUTAHATA - I,44,0,305,349,71,420
WEST BENGAL,MIDNAPORE,SUTAHATA - II,55,2,694,751,10,761
WEST BENGAL,MIDNAPORE,TAMLUK - I,155,6,563,724,35,759
WEST BENGAL,MIDNAPORE,TAMLUK - II,2,0,20,22,49,71
WEST BENGAL,MURSHIDABAD,BELDANGA - I,0,0,0,0,17,17
WEST BENGAL,MURSHIDABAD,BELDANGA - II,2,0,0,2,15,17
WEST BENGAL,MURSHIDABAD,BERHAMPORE,2,0,6,8,33,41
WEST BENGAL,MURSHIDABAD,BHAGAWANGOLLA - I,0,0,0,0,5,5
WEST BENGAL,MURSHIDABAD,BHAGAWANGOLLA - II,0,0,0,0,4,4
WEST BENGAL,MURSHIDABAD,BHARATPUR - I,0,0,0,0,11,11
WEST BENGAL,MURSHIDABAD,BHARATPUR - II,0,32,673,705,57,762
WEST BENGAL,MURSHIDABAD,BURWAN,0,0,0,0,4,4
WEST BENGAL,MURSHIDABAD,DOMKAL,0,0,0,0,22,22
WEST BENGAL,MURSHIDABAD,FARAKKA,5,5,129,139,14,153
WEST BENGAL,MURSHIDABAD,HARIHARPARA,0,0,0,0,33,33
WEST BENGAL,MURSHIDABAD,JALANGI,0,0,0,0,13,13
WEST BENGAL,MURSHIDABAD,KANDI,28,0,252,280,29,309
WEST BENGAL,MURSHIDABAD,KHARGRAM,55,6,506,567,107,674
WEST BENGAL,MURSHIDABAD,LALGOLLA,0,0,0,0,16,16
WEST BENGAL,MURSHIDABAD,MUR - JIAGANJ,0,0,0,0,25,25
WEST BENGAL,MURSHIDABAD,NOWADA,0,5,11,16,33,49
WEST BENGAL,MURSHIDABAD,RAGHUNATHGANJ - I,36,0,140,176,24,200
WEST BENGAL,MURSHIDABAD,RAGHUNATHGANJ - II,0,0,3,3,10,13
WEST BENGAL,MURSHIDABAD,RANINAGAR - I,0,0,0,0,12,12
WEST BENGAL,MURSHIDABAD,SAGARDIGHI,29,13,683,725,24,749
WEST BENGAL,MURSHIDABAD,SUTI - I,2,0,8,10,11,21
WEST BENGAL,MURSHIDABAD,SUTI - II,0,0,0,0,2,2
WEST BENGAL,NADIA,CHAKDAHA,0,0,0,0,7,7
WEST BENGAL,NADIA,CHAPRA,0,0,0,0,35,35
WEST BENGAL,NADIA,HANSHKHALI,0,0,0,0,31,31
WEST BENGAL,NADIA,HARINGHATA,0,0,0,0,2,2
WEST BENGAL,NADIA,KALIGANJ,0,0,0,0,24,24
WEST BENGAL,NADIA,KARIMPUR - I,0,0,0,0,11,11
WEST BENGAL,NADIA,KARIMPUR - II,0,0,0,0,6,6
WEST BENGAL,NADIA,KRISHNAGANJ,0,0,0,0,30,30
WEST BENGAL,NADIA,KRISHNAGAR - I,0,0,0,0,17,17
WEST BENGAL,NADIA,KRISHNAGAR - II,0,0,0,0,14,14
WEST BENGAL,NADIA,NABADWIP,0,0,0,0,13,13
WEST BENGAL,NADIA,NAKASHIPARA,0,0,0,0,21,21
WEST BENGAL,NADIA,RANAGHAT - I,0,0,0,0,12,12
WEST BENGAL,NADIA,RANAGHAT - II,0,0,0,0,10,10
WEST BENGAL,NADIA,SHANTIPUR,0,0,0,0,16,16
WEST BENGAL,NADIA,TEHATTA - I,0,0,0,0,26,26
WEST BENGAL,NADIA,TEHATTA - II,0,0,0,0,26,26
WEST BENGAL,NORTH 24 PARGANAS,BAGDAH,0,0,29,29,41,70
WEST BENGAL,NORTH 24 PARGANAS,BARASAT - I,72,0,9,81,4,85
WEST BENGAL,NORTH 24 PARGANAS,BARASAT - II,0,0,11,11,0,11
WEST BENGAL,NORTH 24 PARGANAS,BARRACKPORE - II,0,0,34,34,1,35
WEST BENGAL,NORTH 24 PARGANAS,BARRACKPORE -I,0,0,6,6,1,7
WEST BENGAL,NORTH 24 PARGANAS,BASHIRHAT - I,0,0,11,11,0,11
WEST BENGAL,NORTH 24 PARGANAS,BONGAON,0,0,0,0,41,41
WEST BENGAL,NORTH 24 PARGANAS,DEGANGA,0,0,4,4,0,4
WEST BENGAL,NORTH 24 PARGANAS,GAIGHATA,0,0,0,0,29,29
WEST BENGAL,NORTH 24 PARGANAS,HABRA - I,0,0,64,64,1,65
WEST BENGAL,NORTH 24 PARGANAS,HAROA,0,0,0,0,3,3
WEST BENGAL,NORTH 24 PARGANAS,HASNABAD,69,0,59,128,0,128
WEST BENGAL,NORTH 24 PARGANAS,HINGALGANJ,439,29,123,591,6,597
WEST BENGAL,NORTH 24 PARGANAS,RAJARHAT,15,0,0,15,12,27
WEST BENGAL,NORTH 24 PARGANAS,SANDESHKHALI II,0,0,2,2,0,2
WEST BENGAL,NORTH 24 PARGANAS,SWARUPNAGAR,2,0,7,9,36,45
WEST BENGAL,PURULIA,ARSHA,15,29,126,170,31,201
WEST BENGAL,PURULIA,BAGHMUNDI,0,0,0,0,7,7
WEST BENGAL,PURULIA,BALARAMPUR,1,0,2,3,2,5
WEST BENGAL,PURULIA,BANDWAN,3,8,5,16,14,30
WEST BENGAL,PURULIA,BARABAZAR.,0,0,0,0,12,12
WEST BENGAL,PURULIA,HURA,0,1,22,23,4,27
WEST BENGAL,PURULIA,JHALDA - I,0,0,0,0,12,12
WEST BENGAL,PURULIA,JHALDA - II,5,0,13,18,3,21
WEST BENGAL,PURULIA,JOYPUR,2,0,36,38,3,41
WEST BENGAL,PURULIA,KASHIPUR,0,0,0,0,13,13
WEST BENGAL,PURULIA,MANBAZAR - I,0,1,2,3,12,15
WEST BENGAL,PURULIA,MANBAZAR - II,0,0,0,0,5,5
WEST BENGAL,PURULIA,NETURIA,0,0,0,0,3,3
WEST BENGAL,PURULIA,PARA,0,0,1,1,3,4
WEST BENGAL,PURULIA,PUNCHA,1,0,4,5,14,19
WEST BENGAL,PURULIA,PURULIA - I,0,0,0,0,4,4
WEST BENGAL,PURULIA,PURULIA - II,0,0,0,0,8,8
WEST BENGAL,PURULIA,RAGHUNATHPUR - I,0,0,0,0,4,4
WEST BENGAL,PURULIA,RAGHUNATHPUR - II,0,0,0,0,5,5
WEST BENGAL,PURULIA,SANTURI,0,0,0,0,4,4
WEST BENGAL,SOUTH 24 PARGANAS,BARUIPUR,326,2,215,543,14,557
WEST BENGAL,SOUTH 24 PARGANAS,BASANTI,0,0,1,1,81,82
WEST BENGAL,SOUTH 24 PARGANAS,BHANGORE - I,117,3,240,360,16,376
WEST BENGAL,SOUTH 24 PARGANAS,BHANGORE - II,0,0,0,0,25,25
WEST BENGAL,SOUTH 24 PARGANAS,BISHNUPUR - I,2,19,0,21,0,21
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE - I,0,0,0,0,2,2
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE - II,3,0,1,4,3,7
WEST BENGAL,SOUTH 24 PARGANAS,DAIMOND HARBOUR - II,964,0,1775,2739,3,2742
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR - I,21,0,24,45,112,157
WEST BENGAL,SOUTH 24 PARGANAS,FALTA,64,0,235,299,65,364
WEST BENGAL,SOUTH 24 PARGANAS,GOSABA,82,11,112,205,5,210
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR - I,215,4,125,344,0,344
WEST BENGAL,SOUTH 24 PARGANAS,JOYNAGAR - II,253,0,259,512,4,516
WEST BENGAL,SOUTH 24 PARGANAS,KAKDWIP,167,3,677,847,3,850
WEST BENGAL,SOUTH 24 PARGANAS,KULPI,694,1,1029,1724,52,1776
WEST BENGAL,SOUTH 24 PARGANAS,KULTALI,17,4,71,92,33,125
WEST BENGAL,SOUTH 24 PARGANAS,MAGRAHAT - I,0,0,0,0,1,1
WEST BENGAL,SOUTH 24 PARGANAS,MANDIRBAZAR,93,0,88,181,23,204
WEST BENGAL,SOUTH 24 PARGANAS,MATHURAPUR - I,168,13,271,452,8,460
WEST BENGAL,SOUTH 24 PARGANAS,MATHURAPUR - II,216,30,608,854,2,856
WEST BENGAL,SOUTH 24 PARGANAS,NAMKHANA,42,3,137,182,62,244
WEST BENGAL,SOUTH 24 PARGANAS,PATHARPRATIMA,1175,36,4696,5907,0,5907
WEST BENGAL,SOUTH 24 PARGANAS,SAGAR,0,0,41,41,106,147
WEST BENGAL,SOUTH 24 PARGANAS,SONARPUR,6,0,0,6,1,7
WEST BENGAL,SOUTH 24 PARGANAS,THAKURPUKUR-MAHESTAL,423,31,139,593,27,620
WEST BENGAL,UTTAR DINAJPUR,CHOPRA,0,0,3,3,8,11
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHAR - II,0,6,5,11,9,20
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHER - I,0,0,0,0,14,14
WEST BENGAL,UTTAR DINAJPUR,HEMTABAD,1,0,7,8,14,22
WEST BENGAL,UTTAR DINAJPUR,ISLAMPUR,0,0,0,0,4,4
WEST BENGAL,UTTAR DINAJPUR,ITAHAR,0,0,0,0,28,28
WEST BENGAL,UTTAR DINAJPUR,KALIYAGANJ,77,1,40,118,34,152
WEST BENGAL,UTTAR DINAJPUR,KARANDIGHI,0,0,0,0,9,9
WEST BENGAL,UTTAR DINAJPUR,RAIGANJ,5,0,14,19,13,32
ANDAMAN & NICOBARS,ANDAMAN,DIGLIPUR,0,0,408,408,0,408
ANDAMAN & NICOBARS,ANDAMAN,FERRARGUNJ,0,0,235,235,3,238
ANDAMAN & NICOBARS,ANDAMAN,HUTBAY,0,1,50,51,0,51
ANDAMAN & NICOBARS,ANDAMAN,MAYABUNDER,1,0,117,118,1,119
ANDAMAN & NICOBARS,ANDAMAN,PORT BLAIR,0,18,195,213,0,213
ANDAMAN & NICOBARS,ANDAMAN,RANGAT,1,0,141,142,0,142
ANDAMAN & NICOBARS,NICOBARS,CAMPBELLBAY,0,0,39,39,0,39
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,0,0,0,0,6,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,0,0,0,0,1,1
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,0,1,0,1,6,7
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,0,1,0,1,5,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,0,4,0,4,1,5
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILVANI,0,0,0,0,1,1
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,0,6,0,6,0,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,0,1,0,1,0,1
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,1,16,0,17,0,17
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,0,2,1,3,1,4
PONDICHERRY,KARAIKAL,T R PATTINAM,0,0,6,6,0,6
PONDICHERRY,YANAM,YANAM,41,0,354,395,5,400
