-----
{
 "description": "The table refers to block wise distribution of surface flow schemes in the major/medium project command. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.9.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes in the major/medium project command for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.9.csv"
}
-----
State,District,Block,Location of Schemes - On the command,Location of schemes - Outside command,Location of schemes - Augmentation,Total
ORISSA,BHADRAK,BONTH,0,2,0,2
ORISSA,BHADRAK,CHANDABALI,0,18,0,18
ORISSA,BHADRAK,DHAMANAGAR,0,38,0,38
ORISSA,BHADRAK,TIHIDI,0,5,0,5
ORISSA,BOLANGIR,AGALPUR,0,136,0,136
ORISSA,BOLANGIR,BALANGIR,0,64,0,64
ORISSA,BOLANGIR,BELPARA,0,187,0,187
ORISSA,BOLANGIR,BONGOMUNDA,2,14,0,16
ORISSA,BOLANGIR,DEOGAN,8,199,0,207
ORISSA,BOLANGIR,KHAPRA KHOL,0,253,0,253
ORISSA,BOLANGIR,LOUSINGHA,0,120,0,120
ORISSA,BOLANGIR,MURIBAHAL,0,18,0,18
ORISSA,BOLANGIR,PATANAGARH,1,524,1,526
ORISSA,BOLANGIR,PUINTALA,0,87,0,87
ORISSA,BOLANGIR,SAINTALA,0,26,0,26
ORISSA,BOLANGIR,TENTULIKHUNTI,1,19,0,20
ORISSA,BOLANGIR,TITILAGARH,0,106,0,106
ORISSA,BOLANGIR,TUREKELA,0,11,0,11
ORISSA,BOUDH,BOUDH,0,54,0,54
ORISSA,BOUDH,GHARABHANGA,10,63,0,73
ORISSA,BOUDH,KANTAMAL,0,257,0,257
ORISSA,CUTTACK,ATHGARH,0,35,0,35
ORISSA,CUTTACK,BANKI,0,32,0,32
ORISSA,CUTTACK,BARANGA,1,38,0,39
ORISSA,CUTTACK,BARMBA,0,20,0,20
ORISSA,CUTTACK,CUTTACK(SADAR),15,153,0,168
ORISSA,CUTTACK,DOMAPARA,1,12,0,13
ORISSA,CUTTACK,KANTAPARA,2,30,0,32
ORISSA,CUTTACK,MAHANGA,0,5,0,5
ORISSA,CUTTACK,NARASINGHPUR,1,43,0,44
ORISSA,CUTTACK,NIALI,367,391,0,758
ORISSA,CUTTACK,NISCHINTAKOILI,NA,NA,NA,NA
ORISSA,CUTTACK,SALIPUR,NA,NA,NA,NA
ORISSA,CUTTACK,TANGI-CHOUDWAR,9,162,0,171
ORISSA,CUTTACK,TIGIRIA,0,13,0,13
ORISSA,DEOGARH,REAMAL,0,80,0,80
ORISSA,DEOGARH,SARKOTE,0,170,0,170
ORISSA,DEOGARH,TILEIBANI,1,40,0,41
ORISSA,DHENKANAL,BHUBAN,0,9,0,9
ORISSA,DHENKANAL,DHENKANAL,0,94,0,94
ORISSA,DHENKANAL,GANDIA,0,92,0,92
ORISSA,DHENKANAL,HINDOL,1,114,0,115
ORISSA,DHENKANAL,KAMAKHYANAGAR,0,46,0,46
ORISSA,DHENKANAL,KANKADAHAD,0,80,0,80
ORISSA,DHENKANAL,ODAPADA,4,97,0,101
ORISSA,DHENKANAL,PALAJANGA,1,356,0,357
ORISSA,GAJAPATI,GUMMA,0,94,0,94
ORISSA,GAJAPATI,KASINAGAR,0,41,0,41
ORISSA,GAJAPATI,MOHANA,0,37,0,37
ORISSA,GAJAPATI,NUAGADA,0,48,0,48
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,164,0,164
ORISSA,GAJAPATI,R.UDAYAGIRI,0,62,0,62
ORISSA,GAJAPATI,RAYAGADA,0,67,0,67
ORISSA,GANJAM,ASKA,7,132,0,139
ORISSA,GANJAM,BELAGUNTHA,0,52,0,52
ORISSA,GANJAM,BHANJANAGAR,1,63,0,64
ORISSA,GANJAM,BUGUDA,4,120,0,124
ORISSA,GANJAM,CHATRAPUR,60,27,0,87
ORISSA,GANJAM,CHIKITI,54,219,0,273
ORISSA,GANJAM,DHARAKOT,10,114,0,124
ORISSA,GANJAM,DIGAPAHANDI,69,400,0,469
ORISSA,GANJAM,GANJAM,9,136,0,145
ORISSA,GANJAM,HINJILIKUT,80,19,0,99
ORISSA,GANJAM,J.N.PRASAD,3,132,0,135
ORISSA,GANJAM,K.KHANDI,102,168,0,270
ORISSA,GANJAM,K.S.NAGAR,0,64,0,64
ORISSA,GANJAM,KHALLIKOT,0,444,0,444
ORISSA,GANJAM,KODALA,119,92,1,212
ORISSA,GANJAM,P.PUR,11,77,0,88
ORISSA,GANJAM,PATRAPUR,42,256,0,298
ORISSA,GANJAM,POLASARA,14,88,0,102
ORISSA,GANJAM,R.LUNDA,157,71,0,228
ORISSA,GANJAM,S.KHEMUNDI,48,170,0,218
ORISSA,GANJAM,SHERAGADA,44,135,0,179
ORISSA,GANJAM,SORADA,3,173,1,177
ORISSA,JAGATSINGHPUR,BALIKUDA,0,1,0,1
ORISSA,JAGATSINGHPUR,BIRIDI,0,1,0,1
ORISSA,JAGATSINGHPUR,ERASAMA,0,2,0,2
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,KUNJANG,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,NAUGAON,0,1,0,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,TRITOL,NA,NA,NA,NA
ORISSA,JAJPUR,BARACHAN,2,43,0,45
ORISSA,JAJPUR,BARI,0,4,0,4
ORISSA,JAJPUR,BINJHARPUR,0,1,0,1
ORISSA,JAJPUR,DANAGADI,0,34,0,34
ORISSA,JAJPUR,DASARATHPUR,NA,NA,NA,NA
ORISSA,JAJPUR,DHARAMASALA,4,64,0,68
ORISSA,JAJPUR,JAJPUR,0,7,0,7
ORISSA,JAJPUR,KOREI,0,12,0,12
ORISSA,JAJPUR,RASULPUR,NA,NA,NA,NA
ORISSA,JAJPUR,SUKINDA,0,24,0,24
ORISSA,JHARSUGUDA,JHARSUGUDA,0,70,0,70
ORISSA,JHARSUGUDA,KIRIMIRA,0,21,0,21
ORISSA,JHARSUGUDA,KOLABIRA,0,17,0,17
ORISSA,JHARSUGUDA,LAIKERA,0,25,0,25
ORISSA,JHARSUGUDA,LAKHANPUR,3,128,0,131
ORISSA,KALAHANDI,BHABANI PATANA,0,66,0,66
ORISSA,KALAHANDI,DHARMGARH,0,80,0,80
ORISSA,KALAHANDI,GOLAMUNDA,0,131,0,131
ORISSA,KALAHANDI,JAIPATANA,0,21,0,21
ORISSA,KALAHANDI,JUNAGARH,1,43,0,44
ORISSA,KALAHANDI,KALAMPUR,3,6,0,9
ORISSA,KALAHANDI,KARLAMUNDA,0,6,0,6
ORISSA,KALAHANDI,KESINGA,0,90,0,90
ORISSA,KALAHANDI,KOKASARA,0,10,0,10
ORISSA,KALAHANDI,LANGIGARH,7,133,0,140
ORISSA,KALAHANDI,M.RAMPUR,3,66,0,69
ORISSA,KALAHANDI,NARALA,0,114,0,114
ORISSA,KALAHANDI,TH.RAMPUR,0,72,0,72
ORISSA,KENDRAPARA,AUL,0,3,0,3
ORISSA,KENDRAPARA,DERABISI,NA,NA,NA,NA
ORISSA,KENDRAPARA,GARADPUR,NA,NA,NA,NA
ORISSA,KENDRAPARA,KENDRAPARA,0,1,0,1
ORISSA,KENDRAPARA,MAHAKALAPADA,0,1,0,1
ORISSA,KENDRAPARA,MARSAGHAI,NA,NA,NA,NA
ORISSA,KENDRAPARA,PATAMUNDAI,NA,NA,NA,NA
ORISSA,KENDRAPARA,RAJKANIKA,0,53,0,53
ORISSA,KENDRAPARA,RAJNAGAR,0,4,0,4
ORISSA,KEONJHAR,ANANDAPUR,0,25,0,25
ORISSA,KEONJHAR,BANASPAL,0,26,1,27
ORISSA,KEONJHAR,CHAMPUA,0,132,0,132
ORISSA,KEONJHAR,GHASIPURA,0,15,0,15
ORISSA,KEONJHAR,GHATAGAON,1,20,1,22
ORISSA,KEONJHAR,HARICHANDANPUR,0,77,0,77
ORISSA,KEONJHAR,HATADIHI,0,11,0,11
ORISSA,KEONJHAR,JHUMPURA,0,53,0,53
ORISSA,KEONJHAR,JODA,0,22,0,22
ORISSA,KEONJHAR,PATANA,1,38,0,39
ORISSA,KEONJHAR,SADAR,1,185,0,186
ORISSA,KEONJHAR,SAHARAPARA,0,29,0,29
ORISSA,KEONJHAR,TELKOI,1,16,0,17
ORISSA,KHURDA,BALIANTA,NA,NA,NA,NA
ORISSA,KHURDA,BALIPATANA,NA,NA,NA,NA
ORISSA,KHURDA,BANAPUR,0,78,0,78
ORISSA,KHURDA,BEGUNIA,0,59,0,59
ORISSA,KHURDA,BHUBANESWAR,7,11,0,18
ORISSA,KHURDA,BOLAGARH,0,33,0,33
ORISSA,KHURDA,CHILIKA,5,61,0,66
ORISSA,KHURDA,JATNI,0,15,1,16
ORISSA,KHURDA,KHURDA,0,102,0,102
ORISSA,KHURDA,TANGI,0,258,0,258
ORISSA,KORAPUT,BAIPARIGUDA,0,307,0,307
ORISSA,KORAPUT,BANDHUGOAN,2,101,0,103
ORISSA,KORAPUT,BORIGUMMA,0,246,0,246
ORISSA,KORAPUT,DASAMANTAPUR,5,331,2,338
ORISSA,KORAPUT,JEYPUR,17,34,0,51
ORISSA,KORAPUT,KORAPUT,0,85,0,85
ORISSA,KORAPUT,KOTAPAD,0,4,0,4
ORISSA,KORAPUT,KUNDURA,0,29,0,29
ORISSA,KORAPUT,LAMATAPUT,0,113,0,113
ORISSA,KORAPUT,LAXMIPUR,11,229,0,240
ORISSA,KORAPUT,NANDAPUR,1,132,1,134
ORISSA,KORAPUT,NARAYANPATNA,0,134,0,134
ORISSA,KORAPUT,POTTANGI,0,84,0,84
ORISSA,KORAPUT,SIMILIGUDA,0,118,1,119
ORISSA,MALKANGIRI,KALIMELA,0,10,0,10
ORISSA,MALKANGIRI,KHAIRAPUT,0,11,0,11
ORISSA,MALKANGIRI,KONKUNDA,0,25,0,25
ORISSA,MALKANGIRI,KUDUMULUGUMMA,0,25,0,25
ORISSA,MALKANGIRI,MALKANAGIRI,0,12,0,12
ORISSA,MALKANGIRI,MATHILI,0,7,0,7
ORISSA,MALKANGIRI,PODIA,0,30,0,30
ORISSA,MAYURBHANJ,BAHALADA,4,27,0,31
ORISSA,MAYURBHANJ,BANGIRIPOSI,0,23,0,23
ORISSA,MAYURBHANJ,BARIPADA,0,24,0,24
ORISSA,MAYURBHANJ,BARSAHI,0,37,0,37
ORISSA,MAYURBHANJ,BETANATI,0,46,0,46
ORISSA,MAYURBHANJ,BIJATOLA,7,24,0,31
ORISSA,MAYURBHANJ,BISOI,0,100,0,100
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,0,22,0,22
ORISSA,MAYURBHANJ,JAMADA,3,31,0,34
ORISSA,MAYURBHANJ,JASIPUR,0,88,0,88
ORISSA,MAYURBHANJ,KAPTIPADA,0,20,0,20
ORISSA,MAYURBHANJ,KARANJIA,0,43,0,43
ORISSA,MAYURBHANJ,KHUNTA,2,34,0,36
ORISSA,MAYURBHANJ,KULIANA,3,109,0,112
ORISSA,MAYURBHANJ,KUSUMI,0,35,0,35
ORISSA,MAYURBHANJ,MORADA,0,28,0,28
ORISSA,MAYURBHANJ,RAIRANGPUR,0,15,0,15
ORISSA,MAYURBHANJ,RARUAN,0,39,0,39
ORISSA,MAYURBHANJ,RASGOVINDPUR,0,38,0,38
ORISSA,MAYURBHANJ,SAMAKHUNTA,6,54,0,60
ORISSA,MAYURBHANJ,SARASKANA,0,46,0,46
ORISSA,MAYURBHANJ,SUKRULI,0,63,0,63
ORISSA,MAYURBHANJ,SULIAPADA,0,39,0,39
ORISSA,MAYURBHANJ,THAKURMUNDA,0,23,0,23
ORISSA,MAYURBHANJ,TIRINGI,0,35,0,35
ORISSA,MAYURBHANJ,UDALA,0,18,0,18
ORISSA,NAYAGARH,BHAPUR,0,13,0,13
ORISSA,NAYAGARH,DASPALLA,11,9,0,20
ORISSA,NAYAGARH,GANIA,0,25,0,25
ORISSA,NAYAGARH,KHANDAPADA,1,59,0,60
ORISSA,NAYAGARH,NAYAGARH,1,29,0,30
ORISSA,NAYAGARH,NUAGAON,1,15,1,17
ORISSA,NAYAGARH,ODOGAON,2,35,0,37
ORISSA,NAYAGARH,RANPUR,0,136,0,136
ORISSA,NOWRANGPUR,CHANDAHANDI,0,32,0,32
ORISSA,NOWRANGPUR,DABUGAON,0,16,0,16
ORISSA,NOWRANGPUR,JHARIGAON,0,19,0,19
ORISSA,NOWRANGPUR,KUSAGUMUDA,0,6,0,6
ORISSA,NOWRANGPUR,NANDAHANDI,0,4,0,4
ORISSA,NOWRANGPUR,NAWARANGPUR,0,44,0,44
ORISSA,NOWRANGPUR,PAPADAHANDI,0,27,0,27
ORISSA,NOWRANGPUR,RAIGHAR,0,12,0,12
ORISSA,NOWRANGPUR,TENTULIKHUNTI,0,8,0,8
ORISSA,NOWRANGPUR,UMERKOT,2,21,0,23
ORISSA,NUAPADA,BODEN,1,94,1,96
ORISSA,NUAPADA,KHARIAR,0,243,0,243
ORISSA,NUAPADA,KOMANA,1,111,0,112
ORISSA,NUAPADA,NUAPARA,24,277,0,301
ORISSA,NUAPADA,SINAPALLI,0,150,0,150
ORISSA,PHULBANI,BALIGUDA,0,11,0,11
ORISSA,PHULBANI,CHAKAPAD,1,20,0,21
ORISSA,PHULBANI,DARINGIBADI,0,17,0,17
ORISSA,PHULBANI,G.UDAYAGIRI,0,21,0,21
ORISSA,PHULBANI,JUMUDIBANDHA,0,38,0,38
ORISSA,PHULBANI,KHAJURIPADA,4,24,0,28
ORISSA,PHULBANI,KOTAGARH,0,7,0,7
ORISSA,PHULBANI,NUAGAON,0,24,0,24
ORISSA,PHULBANI,PHIRINGIA,0,30,0,30
ORISSA,PHULBANI,PHULBANI,0,67,0,67
ORISSA,PHULBANI,RAIKIA,0,28,0,28
ORISSA,PHULBANI,TIKABALI,0,13,0,13
ORISSA,PURI,ASTARANG,0,45,0,45
ORISSA,PURI,BRAHMAGIRI,2,409,0,411
ORISSA,PURI,DELANG,2,12,0,14
ORISSA,PURI,GOP,6,49,0,55
ORISSA,PURI,KAKATPUR,0,85,0,85
ORISSA,PURI,KANAS,1,109,0,110
ORISSA,PURI,KRISHNAPRASAD,0,2,0,2
ORISSA,PURI,NIMAPARA,10,56,2,68
ORISSA,PURI,PIPILI,5,26,0,31
ORISSA,PURI,PURISADAR,23,82,0,105
ORISSA,PURI,SATYABADI,26,23,0,49
ORISSA,RAYAGADA,BISAMACUTTACK,1,213,3,217
ORISSA,RAYAGADA,CHANDRAPOR,0,89,0,89
ORISSA,RAYAGADA,GUDARI,0,335,0,335
ORISSA,RAYAGADA,GUNUPUR,0,316,0,316
ORISSA,RAYAGADA,KALYANSINGPUR,0,122,0,122
ORISSA,RAYAGADA,KASHIPUR,1,275,2,278
ORISSA,RAYAGADA,KOUNARA,2,267,0,269
ORISSA,RAYAGADA,MUNIGUDA,0,77,0,77
ORISSA,RAYAGADA,PADAMPUR,1,294,0,295
ORISSA,RAYAGADA,RAMANGUDA,11,273,0,284
ORISSA,RAYAGADA,RAYAGADA,1,202,1,204
ORISSA,SAMBALPUR,DHANKAUDA,0,24,0,24
ORISSA,SAMBALPUR,GOVINDPUR,0,32,0,32
ORISSA,SAMBALPUR,JAMANKIRA,1,121,0,122
ORISSA,SAMBALPUR,JUJUMURA,2,52,0,54
ORISSA,SAMBALPUR,KANESWAR,5,17,0,22
ORISSA,SAMBALPUR,KUCHINDA,0,45,0,45
ORISSA,SAMBALPUR,NAKTIDEUL,0,94,0,94
ORISSA,SAMBALPUR,RAIRAKHOL,0,19,0,19
ORISSA,SAMBALPUR,RENGALI,1,67,0,68
ORISSA,SONEPUR,BINIKA,148,0,0,148
ORISSA,SONEPUR,BIRMAHARAJPUR,0,54,0,54
ORISSA,SONEPUR,DUNGURIPALLI,12,3,0,15
ORISSA,SONEPUR,SONEPUR,0,20,0,20
ORISSA,SONEPUR,TARAVA,4,28,0,32
ORISSA,SONEPUR,ULUNDA,0,20,0,20
ORISSA,SUNDARGARH,BALLISANKAR,4,5,0,9
ORISSA,SUNDARGARH,BARAGAON,0,12,0,12
ORISSA,SUNDARGARH,BISRA,0,5,0,5
ORISSA,SUNDARGARH,BONAI,0,15,0,15
ORISSA,SUNDARGARH,GURUNDIA,0,5,0,5
ORISSA,SUNDARGARH,HEMGIRI,0,30,0,30
ORISSA,SUNDARGARH,KOIRA,0,4,0,4
ORISSA,SUNDARGARH,KUARMUNDA,0,3,0,3
ORISSA,SUNDARGARH,KUTRA,0,4,0,4
ORISSA,SUNDARGARH,LAHUNIPADA,0,27,1,28
ORISSA,SUNDARGARH,LATHIKATA,0,4,0,4
ORISSA,SUNDARGARH,LEPHRIPARA,0,21,0,21
ORISSA,SUNDARGARH,NUAGAON,0,4,0,4
ORISSA,SUNDARGARH,RAJGANGPUR,0,5,0,5
ORISSA,SUNDARGARH,SUBDEGA,0,12,0,12
ORISSA,SUNDARGARH,SUNDARGARH,0,29,0,29
ORISSA,SUNDARGARH,TANGARAPALLI,0,21,0,21
PUNJAB,AMRITSAR,AJNALA,NA,NA,NA,NA
PUNJAB,AMRITSAR,BHIKHIWIND,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOGAWAN,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOHLA SAHIB,NA,NA,NA,NA
PUNJAB,AMRITSAR,GANDI WIND,NA,NA,NA,NA
PUNJAB,AMRITSAR,JANDIALA GURU,NA,NA,NA,NA
PUNJAB,AMRITSAR,KHANDOOR SAHIB,NA,NA,NA,NA
PUNJAB,AMRITSAR,MAJITHA,NA,NA,NA,NA
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,NA,NA,NA,NA
PUNJAB,AMRITSAR,PATTI,NA,NA,NA,NA
PUNJAB,AMRITSAR,RAYYA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARAN TARAN,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARSIKKA,NA,NA,NA,NA
PUNJAB,AMRITSAR,VALTOHA,0,13,0,13
PUNJAB,AMRITSAR,VERKA,NA,NA,NA,NA
PUNJAB,BATHINDA,BATHINDA,NA,NA,NA,NA
PUNJAB,BATHINDA,MAUR,NA,NA,NA,NA
PUNJAB,BATHINDA,NATHANA,NA,NA,NA,NA
PUNJAB,BATHINDA,PHUL,NA,NA,NA,NA
PUNJAB,BATHINDA,RAMPURA,NA,NA,NA,NA
PUNJAB,BATHINDA,SANGAT,3,0,0,3
PUNJAB,BATHINDA,TALWANDI SABO,NA,NA,NA,NA
PUNJAB,FARIDKOT,BAGHAPURANA,NA,NA,NA,NA
PUNJAB,FARIDKOT,FARIDKOT,NA,NA,NA,NA
PUNJAB,FARIDKOT,GIDDERBAHA,NA,NA,NA,NA
PUNJAB,FARIDKOT,KOTKAPURA,NA,NA,NA,NA
PUNJAB,FARIDKOT,LAMBI,NA,NA,NA,NA
PUNJAB,FARIDKOT,MALAUT,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA I,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA II,NA,NA,NA,NA
PUNJAB,FARIDKOT,MUKTSAR,NA,NA,NA,NA
PUNJAB,FARIDKOT,N.S. WALA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,AMLOH,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,KHAMANO,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,SIRHIND,3,0,0,3
PUNJAB,FEROZEPUR,ABOHAR,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FAZILKA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FEROZEPUR,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GHAL KHURD,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GURUHARSAI,NA,NA,NA,NA
PUNJAB,FEROZEPUR,JALALABAD,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KHUIAN SERVER,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KOT ISEH KHAN,NA,NA,NA,NA
PUNJAB,FEROZEPUR,ZIRA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BANNIAL,NA,NA,NA,NA
PUNJAB,GURDASPUR,BATALA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DERA BABA NANAK,NA,NA,NA,NA
PUNJAB,GURDASPUR,DHAR KALAN,2,0,0,2
PUNJAB,GURDASPUR,DHARIWAL,NA,NA,NA,NA
PUNJAB,GURDASPUR,DINANAGAR,NA,NA,NA,NA
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,NA,NA,NA,NA
PUNJAB,GURDASPUR,GURDASPUR,NA,NA,NA,NA
PUNJAB,GURDASPUR,KAHNUWAN,NA,NA,NA,NA
PUNJAB,GURDASPUR,KALANAUR,NA,NA,NA,NA
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,NA,NA,NA,NA
PUNJAB,GURDASPUR,PATHANKOT,9,23,9,41
PUNJAB,GURDASPUR,QADIAN,NA,NA,NA,NA
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,BALACHAUR,0,0,7,7
PUNJAB,HOSHIARPUR,BHUNGA,7,0,0,7
PUNJAB,HOSHIARPUR,DASUYA,68,51,7,126
PUNJAB,HOSHIARPUR,GARHSHANKAR,0,1,0,1
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,MAHILPUR,1,1,0,2
PUNJAB,HOSHIARPUR,MUKERIAN,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,SAROYA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TALWARA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TANDA,NA,NA,NA,NA
PUNJAB,JALANDHAR,ADAMPUR,NA,NA,NA,NA
PUNJAB,JALANDHAR,AUR,NA,NA,NA,NA
PUNJAB,JALANDHAR,BANGA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BHOGPUR,NA,NA,NA,NA
PUNJAB,JALANDHAR,EAST JALANDHAR,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAKODAR,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAWAN SHAHAR,NA,NA,NA,NA
PUNJAB,JALANDHAR,NURMAHAL,NA,NA,NA,NA
PUNJAB,JALANDHAR,PHILLAUR,NA,NA,NA,NA
PUNJAB,JALANDHAR,RURKAKALAN,NA,NA,NA,NA
PUNJAB,JALANDHAR,SHAHKOT,NA,NA,NA,NA
PUNJAB,JALANDHAR,WEST JALANDHAR,NA,NA,NA,NA
PUNJAB,KAPURTHALA,KAPURTHALA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,NADALA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,PHAGWARA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,SULTANPUR LODHI,NA,NA,NA,NA
PUNJAB,LUDHIANA,DEHLON,NA,NA,NA,NA
PUNJAB,LUDHIANA,DORAHA,NA,NA,NA,NA
PUNJAB,LUDHIANA,JAGRAON,NA,NA,NA,NA
PUNJAB,LUDHIANA,KHANNA,NA,NA,NA,NA
PUNJAB,LUDHIANA,LUDHIANA,NA,NA,NA,NA
PUNJAB,LUDHIANA,MACHIWARA,NA,NA,NA,NA
PUNJAB,LUDHIANA,MANGAT,NA,NA,NA,NA
PUNJAB,LUDHIANA,PAKHOWAL,NA,NA,NA,NA
PUNJAB,LUDHIANA,SAMRALA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SIDHWAN BET,NA,NA,NA,NA
PUNJAB,LUDHIANA,SUDHAR,NA,NA,NA,NA
PUNJAB,MANSA,BHIKHI,NA,NA,NA,NA
PUNJAB,MANSA,BUDHLADA,NA,NA,NA,NA
PUNJAB,MANSA,JHUNIR,NA,NA,NA,NA
PUNJAB,MANSA,MANSA,NA,NA,NA,NA
PUNJAB,MANSA,SARDULGARH,NA,NA,NA,NA
PUNJAB,PATIALA,BHUNERHERI,NA,NA,NA,NA
PUNJAB,PATIALA,DERA BASSI,NA,NA,NA,NA
PUNJAB,PATIALA,GHANOUR,NA,NA,NA,NA
PUNJAB,PATIALA,NABHA,NA,NA,NA,NA
PUNJAB,PATIALA,PATIALA,NA,NA,NA,NA
PUNJAB,PATIALA,RAJPURA,NA,NA,NA,NA
PUNJAB,PATIALA,SAMANA,NA,NA,NA,NA
PUNJAB,ROPAR,ANANDPUR SAHIB,1,3,0,4
PUNJAB,ROPAR,CHAMKOR SAHIB,NA,NA,NA,NA
PUNJAB,ROPAR,KHARAR,3,100,1,104
PUNJAB,ROPAR,MAJARI,NA,NA,NA,NA
PUNJAB,ROPAR,MORINDA,NA,NA,NA,NA
PUNJAB,ROPAR,NURPUR BEDI,2,0,0,2
PUNJAB,ROPAR,ROPAR,NA,NA,NA,NA
PUNJAB,SANGRUR,AHMEDGARH,NA,NA,NA,NA
PUNJAB,SANGRUR,BARNALA,NA,NA,NA,NA
PUNJAB,SANGRUR,BHAWANIGARH,1,17,0,18
PUNJAB,SANGRUR,DHURI,NA,NA,NA,NA
PUNJAB,SANGRUR,LEHRAGAGA,NA,NA,NA,NA
PUNJAB,SANGRUR,MALERKOTLA,NA,NA,NA,NA
PUNJAB,SANGRUR,MEHAL KALAN,NA,NA,NA,NA
PUNJAB,SANGRUR,SANGRUR,60,1,0,61
PUNJAB,SANGRUR,SEHNA,NA,NA,NA,NA
PUNJAB,SANGRUR,SUNAM,NA,NA,NA,NA
RAJASTHAN,AJMER,AJMER,2,61,0,63
RAJASTHAN,AJMER,BEAWAR,1,53,1,55
RAJASTHAN,AJMER,KEKRI,4,422,1,427
RAJASTHAN,AJMER,KISHANGARH,3,71,0,74
RAJASTHAN,AJMER,NASIRABAD,1,70,0,71
RAJASTHAN,AJMER,SARWAR,0,59,0,59
RAJASTHAN,ALWAR,ALWAR,NA,NA,NA,NA
RAJASTHAN,ALWAR,BANSUR,NA,NA,NA,NA
RAJASTHAN,ALWAR,BEHROR,NA,NA,NA,NA
RAJASTHAN,ALWAR,KISHANGARHBAS,NA,NA,NA,NA
RAJASTHAN,ALWAR,LAXMANGARH,NA,NA,NA,NA
RAJASTHAN,ALWAR,MANDAWAR,NA,NA,NA,NA
RAJASTHAN,ALWAR,RAJGARH,NA,NA,NA,NA
RAJASTHAN,ALWAR,RAMGARH,NA,NA,NA,NA
RAJASTHAN,ALWAR,THANAGAZI,NA,NA,NA,NA
RAJASTHAN,ALWAR,TIJARA,NA,NA,NA,NA
RAJASTHAN,BANSWARA,BAGIDORA,0,36,0,36
RAJASTHAN,BANSWARA,BANSWARA,20,89,0,109
RAJASTHAN,BANSWARA,GARHI,5,49,1,55
RAJASTHAN,BANSWARA,GHATOL,0,64,0,64
RAJASTHAN,BANSWARA,KUSHALGARH,NA,NA,NA,NA
RAJASTHAN,BARAN,ATRU,0,23,0,23
RAJASTHAN,BARAN,BARAN,0,14,0,14
RAJASTHAN,BARAN,CHHABRA,NA,NA,NA,NA
RAJASTHAN,BARAN,CHHIPABARAD,0,1,0,1
RAJASTHAN,BARAN,KISHAN GANJ,0,18,0,18
RAJASTHAN,BARAN,MANGROL,0,5,0,5
RAJASTHAN,BARAN,SHABAD,0,20,0,20
RAJASTHAN,BARMER,BARMER,NA,NA,NA,NA
RAJASTHAN,BARMER,BAYTOO,NA,NA,NA,NA
RAJASTHAN,BARMER,CHOHATAN,NA,NA,NA,NA
