-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by type. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its type for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.5.csv"
}
-----
State,District,Block,Flow schemes - Storage,Flow schemes - Permanent Diversion,Flow schemes - Temporary Diversion,Flow schemes - Water Circulation,Total
ORISSA,BHADRAK,BONTH,1,1,0,0,2
ORISSA,BHADRAK,CHANDABALI,0,8,10,0,18
ORISSA,BHADRAK,DHAMANAGAR,7,16,15,0,38
ORISSA,BHADRAK,TIHIDI,3,2,0,0,5
ORISSA,BOLANGIR,AGALPUR,135,0,1,0,136
ORISSA,BOLANGIR,BALANGIR,55,9,0,0,64
ORISSA,BOLANGIR,BELPARA,184,0,1,2,187
ORISSA,BOLANGIR,BONGOMUNDA,12,1,3,0,16
ORISSA,BOLANGIR,DEOGAN,109,68,4,26,207
ORISSA,BOLANGIR,KHAPRA KHOL,152,50,33,18,253
ORISSA,BOLANGIR,LOUSINGHA,118,1,0,1,120
ORISSA,BOLANGIR,MURIBAHAL,14,4,0,0,18
ORISSA,BOLANGIR,PATANAGARH,414,32,9,71,526
ORISSA,BOLANGIR,PUINTALA,68,16,3,0,87
ORISSA,BOLANGIR,SAINTALA,22,4,0,0,26
ORISSA,BOLANGIR,TENTULIKHUNTI,9,1,10,0,20
ORISSA,BOLANGIR,TITILAGARH,68,36,2,0,106
ORISSA,BOLANGIR,TUREKELA,10,0,1,0,11
ORISSA,BOUDH,BOUDH,36,16,2,0,54
ORISSA,BOUDH,GHARABHANGA,58,7,8,0,73
ORISSA,BOUDH,KANTAMAL,242,8,0,7,257
ORISSA,CUTTACK,ATHGARH,27,8,0,0,35
ORISSA,CUTTACK,BANKI,30,1,0,1,32
ORISSA,CUTTACK,BARANGA,39,0,0,0,39
ORISSA,CUTTACK,BARMBA,16,3,1,0,20
ORISSA,CUTTACK,CUTTACK(SADAR),129,37,1,1,168
ORISSA,CUTTACK,DOMAPARA,13,0,0,0,13
ORISSA,CUTTACK,KANTAPARA,31,1,0,0,32
ORISSA,CUTTACK,MAHANGA,5,0,0,0,5
ORISSA,CUTTACK,NARASINGHPUR,40,1,2,1,44
ORISSA,CUTTACK,NIALI,550,147,0,61,758
ORISSA,CUTTACK,NISCHINTAKOILI,NA,NA,NA,NA,NA
ORISSA,CUTTACK,SALIPUR,NA,NA,NA,NA,NA
ORISSA,CUTTACK,TANGI-CHOUDWAR,99,63,5,4,171
ORISSA,CUTTACK,TIGIRIA,12,1,0,0,13
ORISSA,DEOGARH,REAMAL,55,18,6,1,80
ORISSA,DEOGARH,SARKOTE,73,72,17,8,170
ORISSA,DEOGARH,TILEIBANI,26,5,9,1,41
ORISSA,DHENKANAL,BHUBAN,7,2,0,0,9
ORISSA,DHENKANAL,DHENKANAL,67,14,4,9,94
ORISSA,DHENKANAL,GANDIA,57,17,17,1,92
ORISSA,DHENKANAL,HINDOL,108,6,1,0,115
ORISSA,DHENKANAL,KAMAKHYANAGAR,31,11,4,0,46
ORISSA,DHENKANAL,KANKADAHAD,71,1,4,4,80
ORISSA,DHENKANAL,ODAPADA,77,22,1,1,101
ORISSA,DHENKANAL,PALAJANGA,353,2,1,1,357
ORISSA,GAJAPATI,GUMMA,45,49,0,0,94
ORISSA,GAJAPATI,KASINAGAR,28,13,0,0,41
ORISSA,GAJAPATI,MOHANA,33,2,0,2,37
ORISSA,GAJAPATI,NUAGADA,3,38,6,1,48
ORISSA,GAJAPATI,PARALAKHEMUNDI,157,7,0,0,164
ORISSA,GAJAPATI,R.UDAYAGIRI,30,24,8,0,62
ORISSA,GAJAPATI,RAYAGADA,26,26,6,9,67
ORISSA,GANJAM,ASKA,130,2,7,0,139
ORISSA,GANJAM,BELAGUNTHA,36,10,6,0,52
ORISSA,GANJAM,BHANJANAGAR,47,14,2,1,64
ORISSA,GANJAM,BUGUDA,101,17,1,5,124
ORISSA,GANJAM,CHATRAPUR,82,4,1,0,87
ORISSA,GANJAM,CHIKITI,227,42,4,0,273
ORISSA,GANJAM,DHARAKOT,120,3,1,0,124
ORISSA,GANJAM,DIGAPAHANDI,410,31,27,1,469
ORISSA,GANJAM,GANJAM,143,2,0,0,145
ORISSA,GANJAM,HINJILIKUT,33,65,1,0,99
ORISSA,GANJAM,J.N.PRASAD,90,24,21,0,135
ORISSA,GANJAM,K.KHANDI,256,14,0,0,270
ORISSA,GANJAM,K.S.NAGAR,60,4,0,0,64
ORISSA,GANJAM,KHALLIKOT,441,2,1,0,444
ORISSA,GANJAM,KODALA,161,47,2,2,212
ORISSA,GANJAM,P.PUR,83,1,2,2,88
ORISSA,GANJAM,PATRAPUR,283,11,2,2,298
ORISSA,GANJAM,POLASARA,79,11,9,3,102
ORISSA,GANJAM,R.LUNDA,225,1,2,0,228
ORISSA,GANJAM,S.KHEMUNDI,198,10,10,0,218
ORISSA,GANJAM,SHERAGADA,170,9,0,0,179
ORISSA,GANJAM,SORADA,158,9,6,4,177
ORISSA,JAGATSINGHPUR,BALIKUDA,1,0,0,0,1
ORISSA,JAGATSINGHPUR,BIRIDI,0,0,1,0,1
ORISSA,JAGATSINGHPUR,ERASAMA,0,2,0,0,2
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,KUNJANG,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,NAUGAON,1,0,0,0,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,TRITOL,NA,NA,NA,NA,NA
ORISSA,JAJPUR,BARACHAN,38,3,0,4,45
ORISSA,JAJPUR,BARI,4,0,0,0,4
ORISSA,JAJPUR,BINJHARPUR,1,0,0,0,1
ORISSA,JAJPUR,DANAGADI,20,14,0,0,34
ORISSA,JAJPUR,DASARATHPUR,NA,NA,NA,NA,NA
ORISSA,JAJPUR,DHARAMASALA,40,21,7,0,68
ORISSA,JAJPUR,JAJPUR,2,1,2,2,7
ORISSA,JAJPUR,KOREI,12,0,0,0,12
ORISSA,JAJPUR,RASULPUR,NA,NA,NA,NA,NA
ORISSA,JAJPUR,SUKINDA,20,4,0,0,24
ORISSA,JHARSUGUDA,JHARSUGUDA,50,14,4,2,70
ORISSA,JHARSUGUDA,KIRIMIRA,13,8,0,0,21
ORISSA,JHARSUGUDA,KOLABIRA,6,7,0,4,17
ORISSA,JHARSUGUDA,LAIKERA,24,1,0,0,25
ORISSA,JHARSUGUDA,LAKHANPUR,74,9,5,43,131
ORISSA,KALAHANDI,BHABANI PATANA,40,13,7,6,66
ORISSA,KALAHANDI,DHARMGARH,75,5,0,0,80
ORISSA,KALAHANDI,GOLAMUNDA,128,3,0,0,131
ORISSA,KALAHANDI,JAIPATANA,10,8,2,1,21
ORISSA,KALAHANDI,JUNAGARH,37,5,2,0,44
ORISSA,KALAHANDI,KALAMPUR,4,3,2,0,9
ORISSA,KALAHANDI,KARLAMUNDA,3,0,0,3,6
ORISSA,KALAHANDI,KESINGA,87,3,0,0,90
ORISSA,KALAHANDI,KOKASARA,6,4,0,0,10
ORISSA,KALAHANDI,LANGIGARH,61,40,17,22,140
ORISSA,KALAHANDI,M.RAMPUR,49,11,6,3,69
ORISSA,KALAHANDI,NARALA,101,3,1,9,114
ORISSA,KALAHANDI,TH.RAMPUR,37,33,2,0,72
ORISSA,KENDRAPARA,AUL,0,3,0,0,3
ORISSA,KENDRAPARA,DERABISI,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,GARADPUR,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,KENDRAPARA,1,0,0,0,1
ORISSA,KENDRAPARA,MAHAKALAPADA,1,0,0,0,1
ORISSA,KENDRAPARA,MARSAGHAI,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,PATAMUNDAI,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,RAJKANIKA,13,40,0,0,53
ORISSA,KENDRAPARA,RAJNAGAR,0,0,2,2,4
ORISSA,KEONJHAR,ANANDAPUR,12,10,3,0,25
ORISSA,KEONJHAR,BANASPAL,21,4,2,0,27
ORISSA,KEONJHAR,CHAMPUA,122,10,0,0,132
ORISSA,KEONJHAR,GHASIPURA,9,3,3,0,15
ORISSA,KEONJHAR,GHATAGAON,9,13,0,0,22
ORISSA,KEONJHAR,HARICHANDANPUR,31,34,12,0,77
ORISSA,KEONJHAR,HATADIHI,6,2,3,0,11
ORISSA,KEONJHAR,JHUMPURA,40,11,2,0,53
ORISSA,KEONJHAR,JODA,8,10,4,0,22
ORISSA,KEONJHAR,PATANA,13,22,2,2,39
ORISSA,KEONJHAR,SADAR,167,19,0,0,186
ORISSA,KEONJHAR,SAHARAPARA,4,25,0,0,29
ORISSA,KEONJHAR,TELKOI,10,5,2,0,17
ORISSA,KHURDA,BALIANTA,NA,NA,NA,NA,NA
ORISSA,KHURDA,BALIPATANA,NA,NA,NA,NA,NA
ORISSA,KHURDA,BANAPUR,66,11,1,0,78
ORISSA,KHURDA,BEGUNIA,25,31,2,1,59
ORISSA,KHURDA,BHUBANESWAR,11,5,2,0,18
ORISSA,KHURDA,BOLAGARH,20,9,1,3,33
ORISSA,KHURDA,CHILIKA,57,7,2,0,66
ORISSA,KHURDA,JATNI,16,0,0,0,16
ORISSA,KHURDA,KHURDA,74,21,7,0,102
ORISSA,KHURDA,TANGI,239,18,1,0,258
ORISSA,KORAPUT,BAIPARIGUDA,124,68,113,2,307
ORISSA,KORAPUT,BANDHUGOAN,40,37,14,12,103
ORISSA,KORAPUT,BORIGUMMA,72,27,142,5,246
ORISSA,KORAPUT,DASAMANTAPUR,48,189,73,28,338
ORISSA,KORAPUT,JEYPUR,13,28,5,5,51
ORISSA,KORAPUT,KORAPUT,8,33,22,22,85
ORISSA,KORAPUT,KOTAPAD,4,0,0,0,4
ORISSA,KORAPUT,KUNDURA,8,21,0,0,29
ORISSA,KORAPUT,LAMATAPUT,47,39,27,0,113
ORISSA,KORAPUT,LAXMIPUR,30,113,59,38,240
ORISSA,KORAPUT,NANDAPUR,27,68,36,3,134
ORISSA,KORAPUT,NARAYANPATNA,5,50,78,1,134
ORISSA,KORAPUT,POTTANGI,6,62,15,1,84
ORISSA,KORAPUT,SIMILIGUDA,20,58,39,2,119
ORISSA,MALKANGIRI,KALIMELA,3,4,1,2,10
ORISSA,MALKANGIRI,KHAIRAPUT,3,2,6,0,11
ORISSA,MALKANGIRI,KONKUNDA,20,3,1,1,25
ORISSA,MALKANGIRI,KUDUMULUGUMMA,1,14,9,1,25
ORISSA,MALKANGIRI,MALKANAGIRI,10,1,0,1,12
ORISSA,MALKANGIRI,MATHILI,4,2,1,0,7
ORISSA,MALKANGIRI,PODIA,24,6,0,0,30
ORISSA,MAYURBHANJ,BAHALADA,21,10,0,0,31
ORISSA,MAYURBHANJ,BANGIRIPOSI,7,6,9,1,23
ORISSA,MAYURBHANJ,BARIPADA,13,3,3,5,24
ORISSA,MAYURBHANJ,BARSAHI,17,5,15,0,37
ORISSA,MAYURBHANJ,BETANATI,29,10,7,0,46
ORISSA,MAYURBHANJ,BIJATOLA,21,10,0,0,31
ORISSA,MAYURBHANJ,BISOI,70,21,9,0,100
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,15,1,5,1,22
ORISSA,MAYURBHANJ,JAMADA,34,0,0,0,34
ORISSA,MAYURBHANJ,JASIPUR,56,13,18,1,88
ORISSA,MAYURBHANJ,KAPTIPADA,5,6,2,7,20
ORISSA,MAYURBHANJ,KARANJIA,23,8,10,2,43
ORISSA,MAYURBHANJ,KHUNTA,19,10,6,1,36
ORISSA,MAYURBHANJ,KULIANA,51,4,57,0,112
ORISSA,MAYURBHANJ,KUSUMI,31,4,0,0,35
ORISSA,MAYURBHANJ,MORADA,16,5,7,0,28
ORISSA,MAYURBHANJ,RAIRANGPUR,9,5,1,0,15
ORISSA,MAYURBHANJ,RARUAN,31,4,3,1,39
ORISSA,MAYURBHANJ,RASGOVINDPUR,10,14,14,0,38
ORISSA,MAYURBHANJ,SAMAKHUNTA,10,31,4,15,60
ORISSA,MAYURBHANJ,SARASKANA,35,3,8,0,46
ORISSA,MAYURBHANJ,SUKRULI,27,4,7,25,63
ORISSA,MAYURBHANJ,SULIAPADA,21,3,7,8,39
ORISSA,MAYURBHANJ,THAKURMUNDA,14,8,1,0,23
ORISSA,MAYURBHANJ,TIRINGI,10,7,18,0,35
ORISSA,MAYURBHANJ,UDALA,8,5,5,0,18
ORISSA,NAYAGARH,BHAPUR,7,6,0,0,13
ORISSA,NAYAGARH,DASPALLA,20,0,0,0,20
ORISSA,NAYAGARH,GANIA,6,4,15,0,25
ORISSA,NAYAGARH,KHANDAPADA,54,5,1,0,60
ORISSA,NAYAGARH,NAYAGARH,26,4,0,0,30
ORISSA,NAYAGARH,NUAGAON,7,6,4,0,17
ORISSA,NAYAGARH,ODOGAON,29,4,2,2,37
ORISSA,NAYAGARH,RANPUR,122,5,5,4,136
ORISSA,NOWRANGPUR,CHANDAHANDI,29,3,0,0,32
ORISSA,NOWRANGPUR,DABUGAON,9,4,1,2,16
ORISSA,NOWRANGPUR,JHARIGAON,3,14,0,2,19
ORISSA,NOWRANGPUR,KUSAGUMUDA,6,0,0,0,6
ORISSA,NOWRANGPUR,NANDAHANDI,4,0,0,0,4
ORISSA,NOWRANGPUR,NAWARANGPUR,40,4,0,0,44
ORISSA,NOWRANGPUR,PAPADAHANDI,12,8,0,7,27
ORISSA,NOWRANGPUR,RAIGHAR,4,0,3,5,12
ORISSA,NOWRANGPUR,TENTULIKHUNTI,6,1,0,1,8
ORISSA,NOWRANGPUR,UMERKOT,2,1,0,20,23
ORISSA,NUAPADA,BODEN,72,4,10,10,96
ORISSA,NUAPADA,KHARIAR,220,22,0,1,243
ORISSA,NUAPADA,KOMANA,102,10,0,0,112
ORISSA,NUAPADA,NUAPARA,288,11,0,2,301
ORISSA,NUAPADA,SINAPALLI,135,5,5,5,150
ORISSA,PHULBANI,BALIGUDA,2,9,0,0,11
ORISSA,PHULBANI,CHAKAPAD,15,3,2,1,21
ORISSA,PHULBANI,DARINGIBADI,9,7,1,0,17
ORISSA,PHULBANI,G.UDAYAGIRI,11,7,3,0,21
ORISSA,PHULBANI,JUMUDIBANDHA,16,1,21,0,38
ORISSA,PHULBANI,KHAJURIPADA,15,6,7,0,28
ORISSA,PHULBANI,KOTAGARH,1,1,5,0,7
ORISSA,PHULBANI,NUAGAON,14,6,3,1,24
ORISSA,PHULBANI,PHIRINGIA,14,4,12,0,30
ORISSA,PHULBANI,PHULBANI,17,14,33,3,67
ORISSA,PHULBANI,RAIKIA,8,12,8,0,28
ORISSA,PHULBANI,TIKABALI,6,3,3,1,13
ORISSA,PURI,ASTARANG,45,0,0,0,45
ORISSA,PURI,BRAHMAGIRI,58,301,46,6,411
ORISSA,PURI,DELANG,7,4,0,3,14
ORISSA,PURI,GOP,24,27,1,3,55
ORISSA,PURI,KAKATPUR,64,13,0,8,85
ORISSA,PURI,KANAS,16,62,31,1,110
ORISSA,PURI,KRISHNAPRASAD,1,0,0,1,2
ORISSA,PURI,NIMAPARA,68,0,0,0,68
ORISSA,PURI,PIPILI,25,3,3,0,31
ORISSA,PURI,PURISADAR,42,40,8,15,105
ORISSA,PURI,SATYABADI,31,6,0,12,49
ORISSA,RAYAGADA,BISAMACUTTACK,119,68,13,17,217
ORISSA,RAYAGADA,CHANDRAPOR,72,7,6,4,89
ORISSA,RAYAGADA,GUDARI,264,41,29,1,335
ORISSA,RAYAGADA,GUNUPUR,246,28,37,5,316
ORISSA,RAYAGADA,KALYANSINGPUR,37,65,20,0,122
ORISSA,RAYAGADA,KASHIPUR,35,148,81,14,278
ORISSA,RAYAGADA,KOUNARA,112,87,69,1,269
ORISSA,RAYAGADA,MUNIGUDA,40,17,13,7,77
ORISSA,RAYAGADA,PADAMPUR,241,17,37,0,295
ORISSA,RAYAGADA,RAMANGUDA,265,7,11,1,284
ORISSA,RAYAGADA,RAYAGADA,63,83,57,1,204
ORISSA,SAMBALPUR,DHANKAUDA,16,0,4,4,24
ORISSA,SAMBALPUR,GOVINDPUR,21,6,1,4,32
ORISSA,SAMBALPUR,JAMANKIRA,100,12,6,4,122
ORISSA,SAMBALPUR,JUJUMURA,44,9,0,1,54
ORISSA,SAMBALPUR,KANESWAR,18,4,0,0,22
ORISSA,SAMBALPUR,KUCHINDA,35,0,4,6,45
ORISSA,SAMBALPUR,NAKTIDEUL,45,44,4,1,94
ORISSA,SAMBALPUR,RAIRAKHOL,13,4,1,1,19
ORISSA,SAMBALPUR,RENGALI,59,6,1,2,68
ORISSA,SONEPUR,BINIKA,146,0,2,0,148
ORISSA,SONEPUR,BIRMAHARAJPUR,53,1,0,0,54
ORISSA,SONEPUR,DUNGURIPALLI,12,3,0,0,15
ORISSA,SONEPUR,SONEPUR,15,5,0,0,20
ORISSA,SONEPUR,TARAVA,29,2,0,1,32
ORISSA,SONEPUR,ULUNDA,19,1,0,0,20
ORISSA,SUNDARGARH,BALLISANKAR,8,1,0,0,9
ORISSA,SUNDARGARH,BARAGAON,12,0,0,0,12
ORISSA,SUNDARGARH,BISRA,2,0,0,3,5
ORISSA,SUNDARGARH,BONAI,10,1,3,1,15
ORISSA,SUNDARGARH,GURUNDIA,3,0,2,0,5
ORISSA,SUNDARGARH,HEMGIRI,19,4,7,0,30
ORISSA,SUNDARGARH,KOIRA,0,2,2,0,4
ORISSA,SUNDARGARH,KUARMUNDA,3,0,0,0,3
ORISSA,SUNDARGARH,KUTRA,4,0,0,0,4
ORISSA,SUNDARGARH,LAHUNIPADA,6,14,7,1,28
ORISSA,SUNDARGARH,LATHIKATA,2,0,0,2,4
ORISSA,SUNDARGARH,LEPHRIPARA,21,0,0,0,21
ORISSA,SUNDARGARH,NUAGAON,4,0,0,0,4
ORISSA,SUNDARGARH,RAJGANGPUR,4,1,0,0,5
ORISSA,SUNDARGARH,SUBDEGA,11,0,0,1,12
ORISSA,SUNDARGARH,SUNDARGARH,29,0,0,0,29
ORISSA,SUNDARGARH,TANGARAPALLI,19,0,2,0,21
PUNJAB,AMRITSAR,AJNALA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,BHIKHIWIND,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOGAWAN,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOHLA SAHIB,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,GANDI WIND,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,JANDIALA GURU,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,KHANDOOR SAHIB,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,MAJITHA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,PATTI,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,RAYYA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARAN TARAN,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARSIKKA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,VALTOHA,11,2,0,0,13
PUNJAB,AMRITSAR,VERKA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,BATHINDA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,MAUR,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,NATHANA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,PHUL,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,RAMPURA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,SANGAT,3,0,0,0,3
PUNJAB,BATHINDA,TALWANDI SABO,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,BAGHAPURANA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,FARIDKOT,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,GIDDERBAHA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,KOTKAPURA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,LAMBI,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MALAUT,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA I,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA II,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MUKTSAR,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,N.S. WALA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,AMLOH,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,KHAMANO,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,SIRHIND,3,0,0,0,3
PUNJAB,FEROZEPUR,ABOHAR,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FAZILKA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FEROZEPUR,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GHAL KHURD,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GURUHARSAI,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,JALALABAD,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KHUIAN SERVER,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KOT ISEH KHAN,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,ZIRA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BANNIAL,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BATALA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DERA BABA NANAK,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DHAR KALAN,0,2,0,0,2
PUNJAB,GURDASPUR,DHARIWAL,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DINANAGAR,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,GURDASPUR,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,KAHNUWAN,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,KALANAUR,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,PATHANKOT,23,13,5,0,41
PUNJAB,GURDASPUR,QADIAN,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,BALACHAUR,2,0,5,0,7
PUNJAB,HOSHIARPUR,BHUNGA,2,4,1,0,7
PUNJAB,HOSHIARPUR,DASUYA,49,65,11,1,126
PUNJAB,HOSHIARPUR,GARHSHANKAR,1,0,0,0,1
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,MAHILPUR,1,0,1,0,2
PUNJAB,HOSHIARPUR,MUKERIAN,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,SAROYA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TALWARA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TANDA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,ADAMPUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,AUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BANGA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BHOGPUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,EAST JALANDHAR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAKODAR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAWAN SHAHAR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NURMAHAL,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,PHILLAUR,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,RURKAKALAN,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,SHAHKOT,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,WEST JALANDHAR,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,KAPURTHALA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,NADALA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,PHAGWARA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,SULTANPUR LODHI,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,DEHLON,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,DORAHA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,JAGRAON,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,KHANNA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,LUDHIANA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,MACHIWARA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,MANGAT,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,PAKHOWAL,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SAMRALA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SIDHWAN BET,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SUDHAR,NA,NA,NA,NA,NA
PUNJAB,MANSA,BHIKHI,NA,NA,NA,NA,NA
PUNJAB,MANSA,BUDHLADA,NA,NA,NA,NA,NA
PUNJAB,MANSA,JHUNIR,NA,NA,NA,NA,NA
PUNJAB,MANSA,MANSA,NA,NA,NA,NA,NA
PUNJAB,MANSA,SARDULGARH,NA,NA,NA,NA,NA
PUNJAB,PATIALA,BHUNERHERI,NA,NA,NA,NA,NA
PUNJAB,PATIALA,DERA BASSI,NA,NA,NA,NA,NA
PUNJAB,PATIALA,GHANOUR,NA,NA,NA,NA,NA
PUNJAB,PATIALA,NABHA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,PATIALA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,RAJPURA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,SAMANA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,ANANDPUR SAHIB,1,1,2,0,4
PUNJAB,ROPAR,CHAMKOR SAHIB,NA,NA,NA,NA,NA
PUNJAB,ROPAR,KHARAR,93,9,0,2,104
PUNJAB,ROPAR,MAJARI,NA,NA,NA,NA,NA
PUNJAB,ROPAR,MORINDA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,NURPUR BEDI,0,0,0,2,2
PUNJAB,ROPAR,ROPAR,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,AHMEDGARH,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,BARNALA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,BHAWANIGARH,18,0,0,0,18
PUNJAB,SANGRUR,DHURI,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,LEHRAGAGA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,MALERKOTLA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,MEHAL KALAN,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,SANGRUR,6,54,1,0,61
PUNJAB,SANGRUR,SEHNA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,SUNAM,NA,NA,NA,NA,NA
RAJASTHAN,AJMER,AJMER,60,3,0,0,63
