-----
{
 "description": "The table refers to block wise potential utilized through dugwells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.14.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to constraints. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.16.csv", 
 "title": "Download CSV for Block wise Dugwells according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.16.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to construction over the years. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.1.csv", 
 "title": "Download CSV for Village wise Construction of Dugwells over the years for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.1.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to horse power of lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.10_1.csv", 
 "title": "Download CSV for Block wise Dugwells according to horse power of lifting device for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.10_1.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.2.csv", 
 "title": "Download CSV for Village wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to average length of water conveyance channel. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.12.csv", 
 "title": "Download CSV for Block wise Dugwells Average length of water conveyance channel for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.12.csv"
}
-----
"State","District","Block","Total number of dugwells","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"NAGALAND","MOKOKCHUNG","ONGPANGKONG",NA,NA,NA,NA
"NAGALAND","MON","CHEN",NA,NA,NA,NA
"NAGALAND","MON","MON",NA,NA,NA,NA
"NAGALAND","MON","TOBU",NA,NA,NA,NA
"NAGALAND","MON","WAKCHING",NA,NA,NA,NA
"NAGALAND","PHEK","KIKRUMA",NA,NA,NA,NA
"NAGALAND","PHEK","MELURI",NA,NA,NA,NA
"NAGALAND","PHEK","PHEK",NA,NA,NA,NA
"NAGALAND","TUENSANG","KIPHIRE",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGKHIM",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGLENG",NA,NA,NA,NA
"NAGALAND","TUENSANG","NOKLAK",NA,NA,NA,NA
"NAGALAND","TUENSANG","SANGSANGYU",NA,NA,NA,NA
"NAGALAND","TUENSANG","SHAMATOR",NA,NA,NA,NA
"NAGALAND","TUENSANG","SITIMI",NA,NA,NA,NA
"NAGALAND","WOKHA","BAGHTY",NA,NA,NA,NA
"NAGALAND","WOKHA","WOKHA",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","AKULUTO",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","GHATASHI",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","TOKIYE",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","ZUNHEBOTO",NA,NA,NA,NA
"ORISSA","ANGUL","ANUGUL",2260,0,5,0
"ORISSA","ANGUL","ATHAMALLICK",2094,0,7,0
"ORISSA","ANGUL","BANANPULA",3161,5,10,0
"ORISSA","ANGUL","CHHENDIAPADA",4442,0,10,0
"ORISSA","ANGUL","KANIHA",2459,0,6,0
"ORISSA","ANGUL","KISONAGAR",1868,0,5,0
"ORISSA","ANGUL","PALALAHARA",970,0,54,0
"ORISSA","ANGUL","TALCHER",1375,0,5,0
"ORISSA","BALASORE","BAHANAGA",7,0,7,1
"ORISSA","BALASORE","BALASORE",56,0,29,0
"ORISSA","BALASORE","BALIPAL",56,0,18,0
"ORISSA","BALASORE","BASTA",11,0,11,0
"ORISSA","BALASORE","BHOGARAI",5,0,0,0
"ORISSA","BALASORE","JALESWAR",297,0,9,0
"ORISSA","BALASORE","JILGIRI",777,0,6,0
"ORISSA","BALASORE","KHAIRA",747,0,10,0
"ORISSA","BALASORE","OUPADA",490,3,3,0
"ORISSA","BALASORE","REMUNA",85,0,24,0
"ORISSA","BALASORE","SIMULIA",20,0,16,0
"ORISSA","BALASORE","SORO",87,0,0,0
"ORISSA","BARAGARH","AMBABHANA",379,0,20,0
"ORISSA","BARAGARH","ATABIRA",606,0,64,0
"ORISSA","BARAGARH","BARAGARH",724,0,26,0
"ORISSA","BARAGARH","BARAPALI",754,0,25,0
"ORISSA","BARAGARH","BHATALI",1673,0,17,0
"ORISSA","BARAGARH","BHENDENI",686,0,59,0
"ORISSA","BARAGARH","BIJEPUR",1408,0,24,0
"ORISSA","BARAGARH","GAISILAT",1702,0,36,0
"ORISSA","BARAGARH","JHARABANDHA",1498,0,14,1
"ORISSA","BARAGARH","PADMAPUR",2066,0,31,0
"ORISSA","BARAGARH","PAIKMAL",1937,0,37,0
"ORISSA","BARAGARH","SOHELA",1559,0,44,0
"ORISSA","BHADRAK","BASUDEVPUR",NA,NA,NA,NA
"ORISSA","BHADRAK","BHADRAK",99,2,22,1
"ORISSA","BHADRAK","BHANDARIPOKHARI",50,0,12,0
"ORISSA","BHADRAK","BONTH",56,2,40,0
"ORISSA","BHADRAK","CHANDABALI",36,0,0,0
"ORISSA","BHADRAK","DHAMANAGAR",181,0,12,0
"ORISSA","BHADRAK","TIHIDI",9,0,2,0
"ORISSA","BOLANGIR","AGALPUR",4074,0,4,0
"ORISSA","BOLANGIR","BALANGIR",4281,0,5,0
"ORISSA","BOLANGIR","BELPARA",4083,0,9,0
"ORISSA","BOLANGIR","BONGOMUNDA",3407,1,5,0
"ORISSA","BOLANGIR","DEOGAN",3789,0,3,0
"ORISSA","BOLANGIR","KHAPRA KHOL",2888,0,7,0
"ORISSA","BOLANGIR","LOUSINGHA",3638,0,9,0
"ORISSA","BOLANGIR","MURIBAHAL",3109,0,11,0
"ORISSA","BOLANGIR","PATANAGARH",5519,1,10,0
"ORISSA","BOLANGIR","PUINTALA",3219,1,3,0
"ORISSA","BOLANGIR","SAINTALA",3422,0,9,0
"ORISSA","BOLANGIR","TENTULIKHUNTI",1737,0,5,0
"ORISSA","BOLANGIR","TITILAGARH",6814,0,20,1
"ORISSA","BOLANGIR","TUREKELA",3194,0,4,0
"ORISSA","BOUDH","BOUDH",3403,0,19,0
"ORISSA","BOUDH","GHARABHANGA",3013,0,13,1
"ORISSA","BOUDH","KANTAMAL",3939,0,12,0
"ORISSA","CUTTACK","ATHGARH",2198,0,62,0
"ORISSA","CUTTACK","BANKI",981,0,3,0
"ORISSA","CUTTACK","BARANGA",88,0,28,0
"ORISSA","CUTTACK","BARMBA",2035,0,6,0
"ORISSA","CUTTACK","CUTTACK(SADAR)",81,0,4,0
"ORISSA","CUTTACK","DOMAPARA",231,0,2,0
"ORISSA","CUTTACK","KANTAPARA",55,0,36,0
"ORISSA","CUTTACK","MAHANGA",293,0,17,0
"ORISSA","CUTTACK","NARASINGHPUR",2016,0,122,0
"ORISSA","CUTTACK","NIALI",21,0,13,0
"ORISSA","CUTTACK","NISCHINTAKOILI",404,0,25,0
"ORISSA","CUTTACK","SALIPUR",301,0,9,0
"ORISSA","CUTTACK","TANGI-CHOUDWAR",687,0,8,0
"ORISSA","CUTTACK","TIGIRIA",1606,0,5,0
"ORISSA","DEOGARH","REAMAL",3077,0,24,0
"ORISSA","DEOGARH","SARKOTE",1929,0,13,0
"ORISSA","DEOGARH","TILEIBANI",1310,0,34,0
"ORISSA","DHENKANAL","BHUBAN",1113,0,8,0
"ORISSA","DHENKANAL","DHENKANAL",1624,1,8,0
"ORISSA","DHENKANAL","GANDIA",1459,1,25,0
"ORISSA","DHENKANAL","HINDOL",1563,0,11,0
"ORISSA","DHENKANAL","KAMAKHYANAGAR",1044,0,12,0
"ORISSA","DHENKANAL","KANKADAHAD",993,0,7,0
"ORISSA","DHENKANAL","ODAPADA",971,0,5,0
"ORISSA","DHENKANAL","PALAJANGA",723,0,8,0
"ORISSA","GAJAPATI","GUMMA",410,0,10,0
"ORISSA","GAJAPATI","KASINAGAR",221,0,16,0
"ORISSA","GAJAPATI","MOHANA",1069,0,1,0
"ORISSA","GAJAPATI","NUAGADA",610,0,6,0
"ORISSA","GAJAPATI","PARALAKHEMUNDI",737,0,7,0
"ORISSA","GAJAPATI","R.UDAYAGIRI",540,0,5,0
"ORISSA","GAJAPATI","RAYAGADA",530,0,10,0
"ORISSA","GANJAM","ASKA",1158,0,16,1
"ORISSA","GANJAM","BELAGUNTHA",657,0,6,0
"ORISSA","GANJAM","BHANJANAGAR",1135,0,10,1
"ORISSA","GANJAM","BUGUDA",1225,1,6,0
"ORISSA","GANJAM","CHATRAPUR",1301,3,29,0
"ORISSA","GANJAM","CHIKITI",1103,0,12,1
"ORISSA","GANJAM","DHARAKOT",1045,0,16,1
"ORISSA","GANJAM","DIGAPAHANDI",3537,0,3,0
"ORISSA","GANJAM","GANJAM",2494,0,13,1
"ORISSA","GANJAM","HINJILIKUT",689,3,5,0
"ORISSA","GANJAM","J.N.PRASAD",1544,0,2,0
"ORISSA","GANJAM","K.KHANDI",1151,0,11,0
"ORISSA","GANJAM","K.S.NAGAR",1118,0,0,0
"ORISSA","GANJAM","KHALLIKOT",1807,0,0,0
"ORISSA","GANJAM","KODALA",553,0,8,0
"ORISSA","GANJAM","P.PUR",1156,1,6,0
"ORISSA","GANJAM","PATRAPUR",1319,0,0,0
"ORISSA","GANJAM","POLASARA",1400,0,8,0
"ORISSA","GANJAM","R.LUNDA",1210,0,11,1
"ORISSA","GANJAM","S.KHEMUNDI",1753,2,6,0
"ORISSA","GANJAM","SHERAGADA",1713,0,5,0
"ORISSA","GANJAM","SORADA",1352,0,1,0
"ORISSA","JAGATSINGHPUR","BALIKUDA",15,0,28,0
"ORISSA","JAGATSINGHPUR","BIRIDI",148,0,14,0
"ORISSA","JAGATSINGHPUR","ERASAMA",148,0,10,0
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",133,0,22,0
"ORISSA","JAGATSINGHPUR","KUNJANG",124,0,10,0
"ORISSA","JAGATSINGHPUR","NAUGAON",16,0,12,0
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",82,0,24,0
"ORISSA","JAGATSINGHPUR","TRITOL",126,0,27,0
"ORISSA","JAJPUR","BARACHAN",180,0,18,0
"ORISSA","JAJPUR","BARI",85,0,16,0
"ORISSA","JAJPUR","BINJHARPUR",166,0,11,0
"ORISSA","JAJPUR","DANAGADI",458,0,21,0
"ORISSA","JAJPUR","DASARATHPUR",136,0,14,0
"ORISSA","JAJPUR","DHARAMASALA",460,0,17,0
"ORISSA","JAJPUR","JAJPUR",155,1,46,0
"ORISSA","JAJPUR","KOREI",221,0,11,0
"ORISSA","JAJPUR","RASULPUR",210,1,13,0
"ORISSA","JAJPUR","SUKINDA",392,0,19,0
"ORISSA","JHARSUGUDA","JHARSUGUDA",1367,0,16,0
"ORISSA","JHARSUGUDA","KIRIMIRA",950,0,23,0
"ORISSA","JHARSUGUDA","KOLABIRA",1432,0,26,0
"ORISSA","JHARSUGUDA","LAIKERA",1067,0,15,0
"ORISSA","JHARSUGUDA","LAKHANPUR",1260,0,41,0
"ORISSA","KALAHANDI","BHABANI PATANA",2239,1,8,0
"ORISSA","KALAHANDI","DHARMGARH",1339,0,4,0
"ORISSA","KALAHANDI","GOLAMUNDA",1614,0,5,0
"ORISSA","KALAHANDI","JAIPATANA",571,0,4,0
"ORISSA","KALAHANDI","JUNAGARH",1090,1,16,0
"ORISSA","KALAHANDI","KALAMPUR",339,0,5,0
"ORISSA","KALAHANDI","KARLAMUNDA",765,0,8,0
"ORISSA","KALAHANDI","KESINGA",1998,0,20,0
"ORISSA","KALAHANDI","KOKASARA",784,0,3,0
"ORISSA","KALAHANDI","LANGIGARH",311,0,17,0
"ORISSA","KALAHANDI","M.RAMPUR",1253,0,6,0
"ORISSA","KALAHANDI","NARALA",1769,0,13,0
"ORISSA","KALAHANDI","TH.RAMPUR",218,0,1,0
"ORISSA","KENDRAPARA","AUL",3,0,17,0
"ORISSA","KENDRAPARA","DERABISI",52,0,68,0
"ORISSA","KENDRAPARA","GARADPUR",134,0,27,0
"ORISSA","KENDRAPARA","KENDRAPARA",62,0,20,0
"ORISSA","KENDRAPARA","MAHAKALAPADA",21,0,13,0
"ORISSA","KENDRAPARA","MARSAGHAI",8,0,10,0
"ORISSA","KENDRAPARA","PATAMUNDAI",2,0,0,0
"ORISSA","KENDRAPARA","RAJKANIKA",6,0,1,0
"ORISSA","KENDRAPARA","RAJNAGAR",1,0,0,0
"ORISSA","KEONJHAR","ANANDAPUR",555,0,0,0
"ORISSA","KEONJHAR","BANASPAL",286,0,1,0
"ORISSA","KEONJHAR","CHAMPUA",1901,0,0,0
"ORISSA","KEONJHAR","GHASIPURA",972,0,0,0
"ORISSA","KEONJHAR","GHATAGAON",1747,0,4,0
"ORISSA","KEONJHAR","HARICHANDANPUR",1296,0,4,0
"ORISSA","KEONJHAR","HATADIHI",150,0,4,0
"ORISSA","KEONJHAR","JHUMPURA",1597,0,4,0
"ORISSA","KEONJHAR","JODA",81,1,1,1
"ORISSA","KEONJHAR","PATANA",3098,0,3,0
"ORISSA","KEONJHAR","SADAR",3008,0,5,0
"ORISSA","KEONJHAR","SAHARAPARA",1786,0,0,0
"ORISSA","KEONJHAR","TELKOI",884,0,17,0
"ORISSA","KHURDA","BALIANTA",194,0,20,0
"ORISSA","KHURDA","BALIPATANA",61,0,18,0
"ORISSA","KHURDA","BANAPUR",610,0,3,0
"ORISSA","KHURDA","BEGUNIA",4651,0,6,0
"ORISSA","KHURDA","BHUBANESWAR",280,0,21,1
"ORISSA","KHURDA","BOLAGARH",2422,0,3,0
"ORISSA","KHURDA","CHILIKA",292,1,3,0
"ORISSA","KHURDA","JATNI",395,0,4,0
"ORISSA","KHURDA","KHURDA",3101,0,1,0
"ORISSA","KHURDA","TANGI",1563,1,6,0
"ORISSA","KORAPUT","BAIPARIGUDA",474,0,10,0
"ORISSA","KORAPUT","BANDHUGOAN",77,0,5,0
"ORISSA","KORAPUT","BORIGUMMA",1358,0,11,0
"ORISSA","KORAPUT","DASAMANTAPUR",225,0,0,0
"ORISSA","KORAPUT","JEYPUR",1006,0,1,0
"ORISSA","KORAPUT","KORAPUT",187,0,3,1
"ORISSA","KORAPUT","KOTAPAD",665,0,7,0
"ORISSA","KORAPUT","KUNDURA",479,0,8,0
"ORISSA","KORAPUT","LAMATAPUT",493,3,6,0
"ORISSA","KORAPUT","LAXMIPUR",227,0,0,0
"ORISSA","KORAPUT","NANDAPUR",348,0,10,0
"ORISSA","KORAPUT","NARAYANPATNA",23,0,3,0
"ORISSA","KORAPUT","POTTANGI",26,0,0,0
"ORISSA","KORAPUT","SIMILIGUDA",190,0,8,0
"ORISSA","MALKANGIRI","KALIMELA",252,0,10,0
"ORISSA","MALKANGIRI","KHAIRAPUT",175,0,1,0
"ORISSA","MALKANGIRI","KONKUNDA",256,0,5,0
"ORISSA","MALKANGIRI","KUDUMULUGUMMA",79,0,3,0
"ORISSA","MALKANGIRI","MALKANAGIRI",152,2,18,0
"ORISSA","MALKANGIRI","MATHILI",335,0,1,0
"ORISSA","MALKANGIRI","PODIA",100,1,11,1
"ORISSA","MAYURBHANJ","BAHALADA",218,0,0,0
"ORISSA","MAYURBHANJ","BANGIRIPOSI",591,0,1,0
"ORISSA","MAYURBHANJ","BARIPADA",335,1,4,0
"ORISSA","MAYURBHANJ","BARSAHI",334,0,15,0
"ORISSA","MAYURBHANJ","BETANATI",315,0,11,0
"ORISSA","MAYURBHANJ","BIJATOLA",270,0,0,0
"ORISSA","MAYURBHANJ","BISOI",219,0,0,0
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",343,0,6,0
"ORISSA","MAYURBHANJ","JAMADA",207,0,0,0
"ORISSA","MAYURBHANJ","JASIPUR",740,0,3,1
"ORISSA","MAYURBHANJ","KAPTIPADA",420,0,7,0
"ORISSA","MAYURBHANJ","KARANJIA",1143,0,1,0
"ORISSA","MAYURBHANJ","KHUNTA",459,0,7,0
"ORISSA","MAYURBHANJ","KULIANA",374,0,73,5
"ORISSA","MAYURBHANJ","KUSUMI",152,0,1,0
"ORISSA","MAYURBHANJ","MORADA",428,0,6,0
"ORISSA","MAYURBHANJ","RAIRANGPUR",224,0,0,0
"ORISSA","MAYURBHANJ","RARUAN",484,0,0,0
"ORISSA","MAYURBHANJ","RASGOVINDPUR",263,1,1,0
"ORISSA","MAYURBHANJ","SAMAKHUNTA",288,0,2,0
"ORISSA","MAYURBHANJ","SARASKANA",371,0,14,0
"ORISSA","MAYURBHANJ","SUKRULI",536,0,0,0
"ORISSA","MAYURBHANJ","SULIAPADA",428,0,4,0
"ORISSA","MAYURBHANJ","THAKURMUNDA",486,0,0,0
"ORISSA","MAYURBHANJ","TIRINGI",214,0,0,0
"ORISSA","MAYURBHANJ","UDALA",563,0,7,0
"ORISSA","NAYAGARH","BHAPUR",1268,0,4,0
"ORISSA","NAYAGARH","DASPALLA",1641,0,12,0
"ORISSA","NAYAGARH","GANIA",819,0,7,0
"ORISSA","NAYAGARH","KHANDAPADA",1964,0,6,0
"ORISSA","NAYAGARH","NAYAGARH",2192,0,6,0
"ORISSA","NAYAGARH","NUAGAON",1844,0,9,0
"ORISSA","NAYAGARH","ODOGAON",2143,0,10,0
"ORISSA","NAYAGARH","RANPUR",2384,0,9,0
"ORISSA","NOWRANGPUR","CHANDAHANDI",826,0,7,0
"ORISSA","NOWRANGPUR","DABUGAON",575,0,14,0
"ORISSA","NOWRANGPUR","JHARIGAON",485,3,6,0
"ORISSA","NOWRANGPUR","KUSAGUMUDA",2688,0,21,0
"ORISSA","NOWRANGPUR","NANDAHANDI",224,0,9,1
"ORISSA","NOWRANGPUR","NAWARANGPUR",853,0,9,0
"ORISSA","NOWRANGPUR","PAPADAHANDI",981,0,18,0
"ORISSA","NOWRANGPUR","RAIGHAR",1573,0,18,0
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",518,0,14,0
"ORISSA","NOWRANGPUR","UMERKOT",600,0,17,0
"ORISSA","NUAPADA","BODEN",1419,0,0,0
"ORISSA","NUAPADA","KHARIAR",4540,0,0,0
"ORISSA","NUAPADA","KOMANA",3027,0,0,0
"ORISSA","NUAPADA","NUAPARA",2883,0,1,0
"ORISSA","NUAPADA","SINAPALLI",1791,0,1,0
"ORISSA","PHULBANI","BALIGUDA",573,0,8,0
"ORISSA","PHULBANI","CHAKAPAD",527,3,18,0
"ORISSA","PHULBANI","DARINGIBADI",228,0,1,0
"ORISSA","PHULBANI","G.UDAYAGIRI",164,16,72,20
"ORISSA","PHULBANI","JUMUDIBANDHA",151,0,27,0
"ORISSA","PHULBANI","KHAJURIPADA",1163,0,4,0
"ORISSA","PHULBANI","KOTAGARH",15,0,14,0
"ORISSA","PHULBANI","NUAGAON",455,0,4,0
"ORISSA","PHULBANI","PHIRINGIA",1391,0,8,0
"ORISSA","PHULBANI","PHULBANI",865,0,22,0
"ORISSA","PHULBANI","RAIKIA",150,0,23,0
"ORISSA","PHULBANI","TIKABALI",247,0,3,0
"ORISSA","PURI","ASTARANG",129,0,7,0
"ORISSA","PURI","BRAHMAGIRI",52,0,30,0
"ORISSA","PURI","DELANG",103,0,7,0
"ORISSA","PURI","GOP",108,1,13,0
"ORISSA","PURI","KAKATPUR",189,0,10,0
"ORISSA","PURI","KANAS",116,0,4,0
"ORISSA","PURI","KRISHNAPRASAD",1,0,0,0
"ORISSA","PURI","NIMAPARA",65,1,23,1
"ORISSA","PURI","PIPILI",82,0,10,0
"ORISSA","PURI","PURISADAR",80,0,15,0
"ORISSA","PURI","SATYABADI",97,0,18,0
"ORISSA","RAYAGADA","BISAMACUTTACK",179,4,0,0
"ORISSA","RAYAGADA","CHANDRAPOR",132,0,0,0
"ORISSA","RAYAGADA","GUDARI",203,0,1,0
"ORISSA","RAYAGADA","GUNUPUR",441,0,12,0
"ORISSA","RAYAGADA","KALYANSINGPUR",31,0,1,0
"ORISSA","RAYAGADA","KASHIPUR",53,0,0,0
"ORISSA","RAYAGADA","KOUNARA",141,0,7,0
"ORISSA","RAYAGADA","MUNIGUDA",248,0,3,0
"ORISSA","RAYAGADA","PADAMPUR",308,0,0,0
"ORISSA","RAYAGADA","RAMANGUDA",238,0,6,0
"ORISSA","RAYAGADA","RAYAGADA",34,1,31,0
"ORISSA","SAMBALPUR","DHANKAUDA",300,7,24,0
"ORISSA","SAMBALPUR","GOVINDPUR",1987,0,15,0
"ORISSA","SAMBALPUR","JAMANKIRA",2474,0,29,1
"ORISSA","SAMBALPUR","JUJUMURA",1139,0,9,0
"ORISSA","SAMBALPUR","KANESWAR",721,0,9,0
"ORISSA","SAMBALPUR","KUCHINDA",2034,0,12,0
"ORISSA","SAMBALPUR","NAKTIDEUL",1475,0,32,0
"ORISSA","SAMBALPUR","RAIRAKHOL",2350,0,25,0
"ORISSA","SAMBALPUR","RENGALI",798,0,24,0
"ORISSA","SONEPUR","BINIKA",684,0,29,1
"ORISSA","SONEPUR","BIRMAHARAJPUR",1876,0,8,0
"ORISSA","SONEPUR","DUNGURIPALLI",1300,0,14,0
"ORISSA","SONEPUR","SONEPUR",1770,1,24,0
"ORISSA","SONEPUR","TARAVA",2702,0,4,0
"ORISSA","SONEPUR","ULUNDA",2726,0,1,0
"ORISSA","SUNDARGARH","BALLISANKAR",1450,0,20,1
"ORISSA","SUNDARGARH","BARAGAON",1257,0,23,1
"ORISSA","SUNDARGARH","BISRA",597,2,18,2
"ORISSA","SUNDARGARH","BONAI",1028,0,15,0
"ORISSA","SUNDARGARH","GURUNDIA",905,0,15,0
"ORISSA","SUNDARGARH","HEMGIRI",1460,0,25,0
"ORISSA","SUNDARGARH","KOIRA",394,0,7,0
"ORISSA","SUNDARGARH","KUARMUNDA",1098,0,10,0
"ORISSA","SUNDARGARH","KUTRA",1561,0,24,1
"ORISSA","SUNDARGARH","LAHUNIPADA",872,0,7,0
"ORISSA","SUNDARGARH","LATHIKATA",690,2,24,1
"ORISSA","SUNDARGARH","LEPHRIPARA",1058,0,18,0
"ORISSA","SUNDARGARH","NUAGAON",1933,0,25,0
"ORISSA","SUNDARGARH","RAJGANGPUR",545,0,25,7
"ORISSA","SUNDARGARH","SUBDEGA",1039,0,21,0
"ORISSA","SUNDARGARH","SUNDARGARH",1390,0,20,0
"ORISSA","SUNDARGARH","TANGARAPALLI",1356,0,19,0
"PUNJAB","AMRITSAR","AJNALA",111,53,270,0
"PUNJAB","AMRITSAR","BHIKHIWIND",NA,NA,NA,NA
"PUNJAB","AMRITSAR","CHOGAWAN",469,0,298,8
"PUNJAB","AMRITSAR","CHOHLA SAHIB",132,0,293,13
"PUNJAB","AMRITSAR","GANDI WIND",84,5,262,5
"PUNJAB","AMRITSAR","JANDIALA GURU",23,3,508,36
"PUNJAB","AMRITSAR","KHANDOOR SAHIB",165,0,389,0
"PUNJAB","AMRITSAR","MAJITHA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","NAUSHERA PANUWAN",110,0,335,0
"PUNJAB","AMRITSAR","PATTI",95,11,409,1
"PUNJAB","AMRITSAR","RAYYA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","TARAN TARAN",87,2,249,7
"PUNJAB","AMRITSAR","TARSIKKA",36,2,264,19
"PUNJAB","AMRITSAR","VALTOHA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","VERKA",122,0,148,0
"PUNJAB","BATHINDA","BATHINDA",65,102,146,0
"PUNJAB","BATHINDA","MAUR",13,20,506,85
"PUNJAB","BATHINDA","NATHANA",NA,NA,NA,NA
"PUNJAB","BATHINDA","PHUL",271,9,121,3
"PUNJAB","BATHINDA","RAMPURA",8,31,313,0
"PUNJAB","BATHINDA","SANGAT",9,0,0,0
"PUNJAB","BATHINDA","TALWANDI SABO",NA,NA,NA,NA
"PUNJAB","FARIDKOT","BAGHAPURANA",23,0,248,0
"PUNJAB","FARIDKOT","FARIDKOT",313,1,298,20
"PUNJAB","FARIDKOT","GIDDERBAHA",71,62,376,0
"PUNJAB","FARIDKOT","KOTKAPURA",42,0,170,31
"PUNJAB","FARIDKOT","LAMBI",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MALAUT",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MOGA I",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MOGA II",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MUKTSAR",53,7,266,0
"PUNJAB","FARIDKOT","N.S. WALA",4,0,316,0
"PUNJAB","FATEHGARH SAHIB","AMLOH",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","BASSI PATHANA",40,0,243,0
"PUNJAB","FATEHGARH SAHIB","KHAMANO",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","SIRHIND",85,1,408,0
"PUNJAB","FEROZEPUR","ABOHAR",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","FAZILKA",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","FEROZEPUR",82,0,202,0
"PUNJAB","FEROZEPUR","GHAL KHURD",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","GURUHARSAI",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","JALALABAD",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","KHUIAN SERVER",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","KOT ISEH KHAN",22,0,98,0
"PUNJAB","FEROZEPUR","ZIRA",240,0,146,0
"PUNJAB","GURDASPUR","BANNIAL",NA,NA,NA,NA
"PUNJAB","GURDASPUR","BATALA",64,0,137,0
"PUNJAB","GURDASPUR","DERA BABA NANAK",53,6,236,2
"PUNJAB","GURDASPUR","DHAR KALAN",17,2,179,0
"PUNJAB","GURDASPUR","DHARIWAL",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DINANAGAR",9,0,326,0
"PUNJAB","GURDASPUR","FATEHGARH CHURIAN",18,0,267,0
"PUNJAB","GURDASPUR","GURDASPUR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","KAHNUWAN",200,4,220,19
"PUNJAB","GURDASPUR","KALANAUR",34,0,426,0
"PUNJAB","GURDASPUR","NAROT JAIMAL SINGH",12,138,120,30
"PUNJAB","GURDASPUR","PATHANKOT",16,1,331,250
"PUNJAB","GURDASPUR","QADIAN",156,2,196,14
"PUNJAB","GURDASPUR","SRI HARGOBIND PUR",77,18,257,2
"PUNJAB","HOSHIARPUR","BALACHAUR",57,0,287,13
"PUNJAB","HOSHIARPUR","BHUNGA",2,0,198,3
"PUNJAB","HOSHIARPUR","DASUYA",208,3,111,3
"PUNJAB","HOSHIARPUR","GARHSHANKAR",113,5,280,1
"PUNJAB","HOSHIARPUR","HOSHIARPUR 1",33,27,312,60
"PUNJAB","HOSHIARPUR","HOSHIARPUR-II",NA,NA,NA,NA
