-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.5.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.5.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.12.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.12.csv"
}
-----
"State","District","Block","Total","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"UTTAR PRADESH","MORADABAD","SAMBHAL",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","THAKURDWARA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","BAGHARA",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","BUDHANA",75,418,9,0
"UTTAR PRADESH","MUZAFFER NAGAR","CHARTHAWAL",27,150,54,44
"UTTAR PRADESH","MUZAFFER NAGAR","JANSATH",2,200,30,0
"UTTAR PRADESH","MUZAFFER NAGAR","KAIRANA",12,481,298,25
"UTTAR PRADESH","MUZAFFER NAGAR","KANDHLA",18,158,0,0
"UTTAR PRADESH","MUZAFFER NAGAR","KHATOLI",NA,NA,NA,NA
"UTTAR PRADESH","MUZAFFER NAGAR","MORNA",4,138,357,0
"UTTAR PRADESH","MUZAFFER NAGAR","MUZAFFER NAGAR SADAR",10,255,194,37
"UTTAR PRADESH","MUZAFFER NAGAR","PURKAZI",24,248,170,74
"UTTAR PRADESH","MUZAFFER NAGAR","SHAHPUR",22,130,38,3
"UTTAR PRADESH","MUZAFFER NAGAR","SHAMLI",1,100,150,0
"UTTAR PRADESH","MUZAFFER NAGAR","THANA BHAVAN",13,447,362,53
"UTTAR PRADESH","MUZAFFER NAGAR","UN",62,139,89,43
"UTTAR PRADESH","NAINITAL","BAITALGHAT",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","BHIMTAL",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","DHARI",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","HALDWANI",56,511,438,63
"UTTAR PRADESH","NAINITAL","KOTABAGH",21,575,130,31
"UTTAR PRADESH","NAINITAL","OKHELKANDA",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","RAMGARH",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL","RAMNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","BIROKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","DOGADDA",2,2,0,0
"UTTAR PRADESH","PAURI GARHWAL","DWARIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","EKESHWER",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KALJIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KHIRSU",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","KOT",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","NAUNIDANDA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","PABO",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","PAURI",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","POKHRA",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","RIKHNIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","THALISAIN",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","YAMKESWER",NA,NA,NA,NA
"UTTAR PRADESH","PAURI GARHWAL","ZAHRIKHAL",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","AMREYA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","BERKHEDA",1,100,0,0
"UTTAR PRADESH","PILIBHIT","BILSANDA",1,0,0,0
"UTTAR PRADESH","PILIBHIT","BISALPUR",3,353,433,0
"UTTAR PRADESH","PILIBHIT","LALORIKHEDA",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT","MARORI",27,22,252,473
"UTTAR PRADESH","PILIBHIT","PURANPUR",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","BARA KOTE",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","BERENAG",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","CHAMPWAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","DHARCHULA",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","DIDIHAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","GANGOLI HAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","KANALI CHENA",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","LOHAGHAT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","MUNA KOT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","MUNSHYARI",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","PATI",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH","PITHORAGARH",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","AASPUR DEVSARA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","BABAGANJ",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","BIHAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","GAURA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","KALAKANKAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","KUNDA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","LAXMANPUR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","MANDHATA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","MANGRAURA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","PATTI",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","RAMPUR KHAS",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","RAMPUR-SANGRAMGARH.",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SADAR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SANDWA CHANDRIKA",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SANGIPUR",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH","SHIVGARH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","AMANWA",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","BACHRAVAN",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","BAHADUR PUR",1,300,500,450
"UTTAR PRADESH","RAEBARELY","CHHATOH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","DALMAU",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","DEEH",2,0,0,205
"UTTAR PRADESH","RAEBARELY","HARCHANDPUR",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","JAGAT PUR",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","KHEERO",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","LAL GANJ",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","MAHARAJ GANJ",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","RAHI",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","SALON",5,0,363,413
"UTTAR PRADESH","RAEBARELY","SARANI",4,517,308,175
"UTTAR PRADESH","RAEBARELY","SATAON",2,80,0,200
"UTTAR PRADESH","RAEBARELY","SHIV GARH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","SINGHPUR",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","TILOI",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY","UCHAHAR",NA,NA,NA,NA
"UTTAR PRADESH","RAMPUR","BILASPUR",39,114,71,191
"UTTAR PRADESH","RAMPUR","CHAMRAON",30,122,55,191
"UTTAR PRADESH","RAMPUR","MILAK",27,104,82,190
"UTTAR PRADESH","RAMPUR","SADAR (RAMPUR)",27,110,85,184
"UTTAR PRADESH","RAMPUR","SHAHABAD",33,119,65,199
"UTTAR PRADESH","RAMPUR","SUAR",39,116,68,196
"UTTAR PRADESH","SAHARANPUR","BALYA KHERI",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","DEOBAND",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","GANGOH",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","MUZAFFARABAD",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","NAGAL",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","NAKUR",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","NANAUTA",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","PUVARKA",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","RAMPUR MANIHARAN",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","SADAULI QADEEM",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR","SARSAWAN",NA,NA,NA,NA
"UTTAR PRADESH","SANT RAVIDAS NAGAR","AURAI",93,140,113,2
"UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI",113,247,269,78
"UTTAR PRADESH","SANT RAVIDAS NAGAR","DEEGH",89,328,298,57
"UTTAR PRADESH","SANT RAVIDAS NAGAR","GYANPUR",73,339,365,70
"UTTAR PRADESH","SANT RAVIDAS NAGAR","SURIYAWA",69,193,138,26
"UTTAR PRADESH","SHAHJAHANPUR","BANDA",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","BHAAWAL KHERA",5,350,100,60
"UTTAR PRADESH","SHAHJAHANPUR","DADROL",18,0,1,155
"UTTAR PRADESH","SHAHJAHANPUR","JAITIPUR",16,71,61,246
"UTTAR PRADESH","SHAHJAHANPUR","JALALABAD",6,0,172,317
"UTTAR PRADESH","SHAHJAHANPUR","KALAN",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","KANTH",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","KHUDAGANJ KATRA",5,46,92,0
"UTTAR PRADESH","SHAHJAHANPUR","KHUTAR",14,181,58,173
"UTTAR PRADESH","SHAHJAHANPUR","MIRZAPUR",7,183,239,1
"UTTAR PRADESH","SHAHJAHANPUR","NIGOHI",11,263,350,279
"UTTAR PRADESH","SHAHJAHANPUR","POWAYAN",NA,NA,NA,NA
"UTTAR PRADESH","SHAHJAHANPUR","SINDHAULI",15,292,12,88
"UTTAR PRADESH","SHAHJAHANPUR","TILHER",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BADHANI",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BANSI",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BHANAWAPUR",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","BIRDPUR",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","DUMARIYA GANJ",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","ITWA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","JOGIYA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","KHESRAHA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","KHUNION",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","MITHWAL",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","NAUGHAR",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","SAANTHA",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","SHOHRATH GARH",NA,NA,NA,NA
"UTTAR PRADESH","SIDDHARTH NAGAR","USKA BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","AILIYA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","BEHTA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","BESWAN",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","GODLAMAO",17,68,276,273
"UTTAR PRADESH","SITAPUR","HARGAON",8,466,241,44
"UTTAR PRADESH","SITAPUR","KASMANDA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","KHAIRABAD",21,219,219,64
"UTTAR PRADESH","SITAPUR","LAHERPUR",29,186,287,39
"UTTAR PRADESH","SITAPUR","MACHREHTA",8,60,186,0
"UTTAR PRADESH","SITAPUR","MAHMOODABAD",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","MAHOLI",5,422,306,0
"UTTAR PRADESH","SITAPUR","MISHRIKH",15,306,191,136
"UTTAR PRADESH","SITAPUR","PAHLA",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","PERSENDI",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","PISWAN",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","RAMPUR MATHURA",2,100,0,100
"UTTAR PRADESH","SITAPUR","REUSA",2,75,100,230
"UTTAR PRADESH","SITAPUR","SAKEREN",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR","SIDHAOLI",6,219,0,344
"UTTAR PRADESH","SONBHADRA","BABHANI",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","CHATRA",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","CHOPAN",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","DUDDHI",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","LALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","MEYOURPUR",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","NAGAOA",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA","RABERTSGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","AKHANDNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","AMETHI",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","BALDERAI",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","BHADAIYAN",28,71,226,37
"UTTAR PRADESH","SULTANPUR","BHADAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","BHETUA",35,341,102,278
"UTTAR PRADESH","SULTANPUR","DHANPATGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","DOSTPUR",7,23,22,0
"UTTAR PRADESH","SULTANPUR","DUBEYPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","GAURIGANJ",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","JAGDISHPUR",18,0,0,2
"UTTAR PRADESH","SULTANPUR","JAISINGHPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","JAMON",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","KADIPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","KUREBHAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","KURWAR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","LAMBHUA",3,0,0,400
"UTTAR PRADESH","SULTANPUR","MUSAFIRKHANA",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","PRATAPPUR KAMAINCHA",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","SANGRAMPUR",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","SHAHGARH",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR","SHUKUL_BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","BHILANGANA",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","CHAMBA",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","DEVAPRAYAG",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","JAKHANIDHAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","JAKHOLI",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","JAUNPUR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","KIRTI NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","NARENDRA NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","PRATAP NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","TEHRI GARHWAL","THAULDAR",NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR","BAAJPUR",38,237,401,463
"UTTAR PRADESH","UDHAMSINGH NAGAR","GADARPUR",13,19,80,240
"UTTAR PRADESH","UDHAMSINGH NAGAR","JASPUR",63,146,239,184
"UTTAR PRADESH","UDHAMSINGH NAGAR","KASHIPUR",35,171,234,185
"UTTAR PRADESH","UDHAMSINGH NAGAR","KHATIMA",75,206,368,409
"UTTAR PRADESH","UDHAMSINGH NAGAR","RUDRAPUR",94,76,165,138
"UTTAR PRADESH","UDHAMSINGH NAGAR","SITARGANJ",22,94,397,211
"UTTAR PRADESH","UNNAO","ASOHA",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","AURAS",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","BANGARMAU",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","BICHHIYA",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","BIGHAPUR",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","FATEHPUR CHAURASI",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","GANJ MORADABAD",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","HASAN GANJ",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","HILAULI",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","MIANGANJ",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","NAWABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","PURWA",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SAFIPUR",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SIKANDARPUR KARAN",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SIKANDARPUR SARAUSI",NA,NA,NA,NA
"UTTAR PRADESH","UNNAO","SUMERPUR",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","BHATWARI",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","CHINYALISAOR",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","DUNDA",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","MORI",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","NAUGAON",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI","PURAULA",NA,NA,NA,NA
"UTTAR PRADESH","VARANASI","AARAJILAINS",113,331,282,32
"UTTAR PRADESH","VARANASI","BADAGOAN",34,274,280,14
"UTTAR PRADESH","VARANASI","BARAHNI",10,106,121,56
"UTTAR PRADESH","VARANASI","CHAHANIA",25,288,190,12
"UTTAR PRADESH","VARANASI","CHAKIYA",1,200,400,0
"UTTAR PRADESH","VARANASI","CHANDOULI",4,34,64,0
"UTTAR PRADESH","VARANASI","CHIRAI GOAN",70,300,172,33
"UTTAR PRADESH","VARANASI","CHOLA PUR",39,466,180,60
"UTTAR PRADESH","VARANASI","DHANAPUR",27,119,113,71
"UTTAR PRADESH","VARANASI","HARAHUAA",108,228,202,150
"UTTAR PRADESH","VARANASI","KASHI VIDYAPEETH",66,532,221,189
"UTTAR PRADESH","VARANASI","NAOUGHAR",NA,NA,NA,NA
"UTTAR PRADESH","VARANASI","NIYMATA BAD",17,211,135,25
"UTTAR PRADESH","VARANASI","PINDRA",60,254,182,131
"UTTAR PRADESH","VARANASI","SAHABGANJ",1,300,300,50
"UTTAR PRADESH","VARANASI","SAKELDIHA",27,200,115,0
"UTTAR PRADESH","VARANASI","SAVAPURI",76,267,283,13
"WEST BENGAL","BANKURA","BANKURA  - I",NA,NA,NA,NA
"WEST BENGAL","BANKURA","BANKURA - II",NA,NA,NA,NA
"WEST BENGAL","BANKURA","BARJORA",2,0,100,61
"WEST BENGAL","BANKURA","BISHNUPUR",27,9,116,983
"WEST BENGAL","BANKURA","CHHATNA",NA,NA,NA,NA
"WEST BENGAL","BANKURA","GANGAJALGHATI",NA,NA,NA,NA
"WEST BENGAL","BANKURA","INDAS",7,25,230,501
"WEST BENGAL","BANKURA","INDPUR",NA,NA,NA,NA
"WEST BENGAL","BANKURA","JOYPUR",5,0,324,160
"WEST BENGAL","BANKURA","KHATRA - I",NA,NA,NA,NA
"WEST BENGAL","BANKURA","KHATRA - II",NA,NA,NA,NA
"WEST BENGAL","BANKURA","KOTALPUR",16,0,219,1141
"WEST BENGAL","BANKURA","MEJHIA",NA,NA,NA,NA
"WEST BENGAL","BANKURA","ONDA",2,0,275,1229
"WEST BENGAL","BANKURA","PATRASAYER",21,55,111,1051
"WEST BENGAL","BANKURA","RAIPUR - I",NA,NA,NA,NA
"WEST BENGAL","BANKURA","RAIPUR - II",NA,NA,NA,NA
"WEST BENGAL","BANKURA","RANIBANDH",NA,NA,NA,NA
"WEST BENGAL","BANKURA","SALTORA",NA,NA,NA,NA
"WEST BENGAL","BANKURA","SIMLAPAL",NA,NA,NA,NA
"WEST BENGAL","BANKURA","SONAMUKHI",22,175,315,1067
"WEST BENGAL","BANKURA","TALDANGRA",1,0,15,85
"WEST BENGAL","BIRBHUM","BOLPUR-SRINIKETAN",2,0,3500,2800
"WEST BENGAL","BIRBHUM","DUBRAJPUR",19,12,6,1170
"WEST BENGAL","BIRBHUM","ILLAMBAZAR",46,0,64,1468
"WEST BENGAL","BIRBHUM","KHAYRASOLE",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","LABPUR",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","MAYURESWAR-I",1,0,3500,2800
"WEST BENGAL","BIRBHUM","MAYURESWAR-II",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","MD.BAZAR",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","MURARAI II",2,0,0,1600
"WEST BENGAL","BIRBHUM","MURARAI-I",2,0,2250,1400
"WEST BENGAL","BIRBHUM","NALHATI-I",1,0,3500,2800
"WEST BENGAL","BIRBHUM","NALHATI-II",5,0,25,928
"WEST BENGAL","BIRBHUM","NANUR",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","RAJNAGAR",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","RAMPURHAT-I",2,0,0,809
"WEST BENGAL","BIRBHUM","RAMPURHAT-II",1,0,0,1780
"WEST BENGAL","BIRBHUM","SAINTHIA",1,0,0,1800
"WEST BENGAL","BIRBHUM","SURI-I",NA,NA,NA,NA
"WEST BENGAL","BIRBHUM","SURI-II",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","ANDAL",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","ASANSOL MUNI. CORPN.",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","AUSGRAM - I",1,0,0,300
"WEST BENGAL","BURDWAN","AUSGRAM - II",9,0,0,1260
"WEST BENGAL","BURDWAN","BARABONI",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","BHATAR",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","BURDWAN - I",10,120,350,1227
"WEST BENGAL","BURDWAN","BURDWAN - II",5,0,0,1858
"WEST BENGAL","BURDWAN","DURGAPUR-FARIDPUR",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","GALSI - I",6,250,0,1132
"WEST BENGAL","BURDWAN","GALSI - II",2,0,250,640
"WEST BENGAL","BURDWAN","JAMALPUR",16,0,0,1555
"WEST BENGAL","BURDWAN","JAMURIA",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","KALNA - I",42,126,466,1488
"WEST BENGAL","BURDWAN","KALNA - II",48,17,6,1462
"WEST BENGAL","BURDWAN","KANKSA",4,44,50,983
"WEST BENGAL","BURDWAN","KATWA - I",37,0,0,1770
"WEST BENGAL","BURDWAN","KATWA - II",49,0,448,1638
"WEST BENGAL","BURDWAN","KETUGRAM - I",8,0,0,2891
"WEST BENGAL","BURDWAN","KETUGRAM - II",5,0,326,0
"WEST BENGAL","BURDWAN","KHANDAGHOSH",27,0,292,1630
"WEST BENGAL","BURDWAN","KULTI MUNICIPALITY",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","MEMARI - I",5,0,1768,1760
"WEST BENGAL","BURDWAN","MEMARI - II",18,0,0,2244
"WEST BENGAL","BURDWAN","MONGALKOTE",12,69,625,806
"WEST BENGAL","BURDWAN","MONTESWAR",41,12,90,1322
"WEST BENGAL","BURDWAN","PANDAVASWAR",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","PURBASTHALI - I",55,16,30,1301
"WEST BENGAL","BURDWAN","PURBASTHALI - II",51,2,333,1524
"WEST BENGAL","BURDWAN","RAINA - I",42,0,38,1592
"WEST BENGAL","BURDWAN","RAINA - II",19,0,403,1241
"WEST BENGAL","BURDWAN","RANIGANJ",NA,NA,NA,NA
"WEST BENGAL","BURDWAN","SALANPUR",NA,NA,NA,NA
"WEST BENGAL","COOCHBEHAR","COOCHBEHAR - I",11,123,951,1280
"WEST BENGAL","COOCHBEHAR","COOCHBEHAR - II",8,25,835,1506
"WEST BENGAL","COOCHBEHAR","DINHATA - I",18,127,891,1392
"WEST BENGAL","COOCHBEHAR","DINHATA - II",9,263,745,1329
"WEST BENGAL","COOCHBEHAR","HALDIBARI",3,0,945,1667
"WEST BENGAL","COOCHBEHAR","MATHABHANGA - I",2,0,1360,1368
"WEST BENGAL","COOCHBEHAR","MATHABHANGA - II",NA,NA,NA,NA
"WEST BENGAL","COOCHBEHAR","MEKLIGANJ",3,0,1470,1266
"WEST BENGAL","COOCHBEHAR","SITAI",2,0,0,2800
"WEST BENGAL","COOCHBEHAR","SITALKUCHI",5,130,786,1941
"WEST BENGAL","COOCHBEHAR","TUFANGANJ - I",4,125,870,1759
"WEST BENGAL","COOCHBEHAR","TUFANGANJ - II",8,143,568,2065
"WEST BENGAL","DAKSHIN DINAJPUR","BALURGHAT",41,15,288,1762
"WEST BENGAL","DAKSHIN DINAJPUR","BANSHIHARI",3,0,233,869
"WEST BENGAL","DAKSHIN DINAJPUR","GANGARAMPUR",15,11,314,1223
"WEST BENGAL","DAKSHIN DINAJPUR","HILI",17,0,341,2104
"WEST BENGAL","DAKSHIN DINAJPUR","KUMARGANJ",13,25,250,1220
"WEST BENGAL","DAKSHIN DINAJPUR","KUSHMANDI",9,0,278,2018
"WEST BENGAL","DAKSHIN DINAJPUR","TAPAN",2,0,350,2400
"WEST BENGAL","DARJEELING","DARJEELING PULBAZAR",NA,NA,NA,NA
"WEST BENGAL","DARJEELING","GORUBATHAN(KALIMIII)",NA,NA,NA,NA
"WEST BENGAL","DARJEELING","JOREBUNGLOW SUKHIAPE",NA,NA,NA,NA
"WEST BENGAL","DARJEELING","KALIMPONG-I",NA,NA,NA,NA
"WEST BENGAL","DARJEELING","KALIMPONG-II",NA,NA,NA,NA
