-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
"State","District","Block","Total Number of Schemes","Average length - Pucca channel","Average length - Kutcha channel","Average length - Underground channel"
"WEST BENGAL","MIDNAPORE","DEBRA",22,0,1583,352
"WEST BENGAL","MIDNAPORE","EGRA - I",19,90,77,0
"WEST BENGAL","MIDNAPORE","EGRA - II",188,0,50,10
"WEST BENGAL","MIDNAPORE","GARHBETA - I",279,4,648,348
"WEST BENGAL","MIDNAPORE","GARHBETA - II",556,19,265,46
"WEST BENGAL","MIDNAPORE","GARHBETA - III",548,7,217,0
"WEST BENGAL","MIDNAPORE","GHATAL",452,0,888,680
"WEST BENGAL","MIDNAPORE","GOPIBALLAVPUR - I",81,92,629,385
"WEST BENGAL","MIDNAPORE","GOPIBALLAVPUR - II",75,53,402,237
"WEST BENGAL","MIDNAPORE","JAMBANI",40,0,320,830
"WEST BENGAL","MIDNAPORE","JHARGRAM",35,0,22,1309
"WEST BENGAL","MIDNAPORE","KESHIARY",26,0,260,520
"WEST BENGAL","MIDNAPORE","KESHPUR",744,5,756,7
"WEST BENGAL","MIDNAPORE","KHARAGPUR - I",45,15,492,408
"WEST BENGAL","MIDNAPORE","KHARAGPUR - II",93,1,80,160
"WEST BENGAL","MIDNAPORE","KHEJURI - I",311,0,39,0
"WEST BENGAL","MIDNAPORE","KHEJURI - II",971,0,39,0
"WEST BENGAL","MIDNAPORE","MAHISHADAL - I",793,0,241,0
"WEST BENGAL","MIDNAPORE","MAHISHADAL -II",141,0,560,0
"WEST BENGAL","MIDNAPORE","MIDNAPORE SADAR",48,54,427,312
"WEST BENGAL","MIDNAPORE","MOHANPUR",30,0,94,0
"WEST BENGAL","MIDNAPORE","MOYNA",1,0,2000,0
"WEST BENGAL","MIDNAPORE","NANDIGRAM - I",431,0,49,2
"WEST BENGAL","MIDNAPORE","NANDIGRAM - II",1740,0,8,0
"WEST BENGAL","MIDNAPORE","NANDIGRAM - III",551,0,51,0
"WEST BENGAL","MIDNAPORE","NARAYANGARH",43,0,936,114
"WEST BENGAL","MIDNAPORE","NAYAGRAM",40,137,386,557
"WEST BENGAL","MIDNAPORE","PANSKURA - I",789,0,324,92
"WEST BENGAL","MIDNAPORE","PANSKURA - II",48,23,535,1060
"WEST BENGAL","MIDNAPORE","PATASHPUR - I",94,0,247,139
"WEST BENGAL","MIDNAPORE","PATASHPUR - II",112,0,153,2
"WEST BENGAL","MIDNAPORE","PINGLA",76,3,34,0
"WEST BENGAL","MIDNAPORE","RAMNAGAR - I",136,0,61,0
"WEST BENGAL","MIDNAPORE","SALBONI",609,5,274,116
"WEST BENGAL","MIDNAPORE","SANKRAIL",48,42,443,391
"WEST BENGAL","MIDNAPORE","SOBANG",330,0,101,176
"WEST BENGAL","MIDNAPORE","SUTAHATA - I",420,0,81,0
"WEST BENGAL","MIDNAPORE","SUTAHATA - II",761,0,62,0
"WEST BENGAL","MIDNAPORE","TAMLUK - I",759,0,335,8
"WEST BENGAL","MIDNAPORE","TAMLUK - II",71,0,910,0
"WEST BENGAL","MURSHIDABAD","BELDANGA - I",17,0,293,43
"WEST BENGAL","MURSHIDABAD","BELDANGA - II",17,0,55,2082
"WEST BENGAL","MURSHIDABAD","BERHAMPORE",41,0,21,1910
"WEST BENGAL","MURSHIDABAD","BHAGAWANGOLLA - I",5,0,38,2470
"WEST BENGAL","MURSHIDABAD","BHAGAWANGOLLA - II",4,0,41,2795
"WEST BENGAL","MURSHIDABAD","BHARATPUR - I",11,0,0,100
"WEST BENGAL","MURSHIDABAD","BHARATPUR - II",762,0,206,11
"WEST BENGAL","MURSHIDABAD","BURWAN",4,50,75,2007
"WEST BENGAL","MURSHIDABAD","DOMKAL",22,0,0,2327
"WEST BENGAL","MURSHIDABAD","FARAKKA",153,0,52,0
"WEST BENGAL","MURSHIDABAD","HARIHARPARA",33,0,19,1105
"WEST BENGAL","MURSHIDABAD","JALANGI",13,7,214,1770
"WEST BENGAL","MURSHIDABAD","KANDI",309,1,234,262
"WEST BENGAL","MURSHIDABAD","KHARGRAM",674,0,239,212
"WEST BENGAL","MURSHIDABAD","LALGOLLA",16,0,6,2077
"WEST BENGAL","MURSHIDABAD","MUR - JIAGANJ",25,100,366,1923
"WEST BENGAL","MURSHIDABAD","NOWADA",49,0,18,1459
"WEST BENGAL","MURSHIDABAD","RAGHUNATHGANJ - I",200,0,35,750
"WEST BENGAL","MURSHIDABAD","RAGHUNATHGANJ - II",13,0,158,2003
"WEST BENGAL","MURSHIDABAD","RANINAGAR - I",12,0,1661,0
"WEST BENGAL","MURSHIDABAD","SAGARDIGHI",749,0,54,97
"WEST BENGAL","MURSHIDABAD","SUTI - I",21,0,165,3452
"WEST BENGAL","MURSHIDABAD","SUTI - II",2,0,48,3250
"WEST BENGAL","NADIA","CHAKDAHA",7,0,479,1993
"WEST BENGAL","NADIA","CHAPRA",35,45,257,1699
"WEST BENGAL","NADIA","HANSHKHALI",31,30,0,1846
"WEST BENGAL","NADIA","HARINGHATA",2,0,0,2383
"WEST BENGAL","NADIA","KALIGANJ",24,13,373,2199
"WEST BENGAL","NADIA","KARIMPUR - I",11,268,0,1564
"WEST BENGAL","NADIA","KARIMPUR - II",6,13,30,1505
"WEST BENGAL","NADIA","KRISHNAGANJ",30,0,133,1754
"WEST BENGAL","NADIA","KRISHNAGAR - I",17,0,0,1533
"WEST BENGAL","NADIA","KRISHNAGAR - II",14,20,405,1640
"WEST BENGAL","NADIA","NABADWIP",13,0,0,1528
"WEST BENGAL","NADIA","NAKASHIPARA",21,5,308,2064
"WEST BENGAL","NADIA","RANAGHAT - I",12,134,0,1652
"WEST BENGAL","NADIA","RANAGHAT - II",10,0,0,2515
"WEST BENGAL","NADIA","SHANTIPUR",16,17,11,2084
"WEST BENGAL","NADIA","TEHATTA - I",26,81,0,1840
"WEST BENGAL","NADIA","TEHATTA - II",26,21,507,2602
"WEST BENGAL","NORTH 24 PARGANAS","BAGDAH",70,0,0,776
"WEST BENGAL","NORTH 24 PARGANAS","BARASAT - I",85,3,48,26
"WEST BENGAL","NORTH 24 PARGANAS","BARASAT - II",11,0,118,0
"WEST BENGAL","NORTH 24 PARGANAS","BARRACKPORE - II",35,0,51,0
"WEST BENGAL","NORTH 24 PARGANAS","BARRACKPORE -I",7,0,114,900
"WEST BENGAL","NORTH 24 PARGANAS","BASHIRHAT - I",11,0,33,122
"WEST BENGAL","NORTH 24 PARGANAS","BONGAON",41,0,0,1841
"WEST BENGAL","NORTH 24 PARGANAS","DEGANGA",4,0,40,0
"WEST BENGAL","NORTH 24 PARGANAS","GAIGHATA",29,0,0,1844
"WEST BENGAL","NORTH 24 PARGANAS","HABRA - I",65,0,2,0
"WEST BENGAL","NORTH 24 PARGANAS","HAROA",3,0,0,333
"WEST BENGAL","NORTH 24 PARGANAS","HASNABAD",128,0,109,0
"WEST BENGAL","NORTH 24 PARGANAS","HINGALGANJ",597,0,92,0
"WEST BENGAL","NORTH 24 PARGANAS","RAJARHAT",27,38,11,1698
"WEST BENGAL","NORTH 24 PARGANAS","SANDESHKHALI II",2,0,710,0
"WEST BENGAL","NORTH 24 PARGANAS","SWARUPNAGAR",45,0,563,1614
"WEST BENGAL","PURULIA","ARSHA",201,0,98,67
"WEST BENGAL","PURULIA","BAGHMUNDI",7,0,0,679
"WEST BENGAL","PURULIA","BALARAMPUR",5,1,0,1333
"WEST BENGAL","PURULIA","BANDWAN",30,9,8,494
"WEST BENGAL","PURULIA","BARABAZAR.",12,25,0,788
"WEST BENGAL","PURULIA","HURA",27,0,70,750
"WEST BENGAL","PURULIA","JHALDA - I",12,0,0,574
"WEST BENGAL","PURULIA","JHALDA - II",21,4,4,362
"WEST BENGAL","PURULIA","JOYPUR",50,0,0,514
"WEST BENGAL","PURULIA","KASHIPUR",14,80,6,633
"WEST BENGAL","PURULIA","MANBAZAR - I",15,41,282,504
"WEST BENGAL","PURULIA","MANBAZAR - II",5,0,0,777
"WEST BENGAL","PURULIA","NETURIA",3,0,0,533
"WEST BENGAL","PURULIA","PARA",4,0,33,250
"WEST BENGAL","PURULIA","PUNCHA",19,93,25,585
"WEST BENGAL","PURULIA","PURULIA - I",4,0,0,548
"WEST BENGAL","PURULIA","PURULIA - II",8,23,45,548
"WEST BENGAL","PURULIA","RAGHUNATHPUR - I",4,0,0,1188
"WEST BENGAL","PURULIA","RAGHUNATHPUR - II",5,0,10,750
"WEST BENGAL","PURULIA","SANTURI",4,0,0,600
"WEST BENGAL","SOUTH 24 PARGANAS","BARUIPUR",557,1,342,74
"WEST BENGAL","SOUTH 24 PARGANAS","BASANTI",82,0,554,0
"WEST BENGAL","SOUTH 24 PARGANAS","BHANGORE - I",376,0,12,1065
"WEST BENGAL","SOUTH 24 PARGANAS","BHANGORE - II",25,13,162,2297
"WEST BENGAL","SOUTH 24 PARGANAS","BISHNUPUR - I",21,0,0,11
"WEST BENGAL","SOUTH 24 PARGANAS","BUDGE BUDGE - I",2,0,750,1275
"WEST BENGAL","SOUTH 24 PARGANAS","BUDGE BUDGE - II",7,0,1121,99
"WEST BENGAL","SOUTH 24 PARGANAS","DAIMOND HARBOUR - II",2742,1,99,2
"WEST BENGAL","SOUTH 24 PARGANAS","DIAMOND HARBOUR - I",157,0,286,40
"WEST BENGAL","SOUTH 24 PARGANAS","FALTA",364,3,321,35
"WEST BENGAL","SOUTH 24 PARGANAS","GOSABA",210,0,17,0
"WEST BENGAL","SOUTH 24 PARGANAS","JAYNAGAR - I",344,0,45,0
"WEST BENGAL","SOUTH 24 PARGANAS","JOYNAGAR - II",516,0,23,8
"WEST BENGAL","SOUTH 24 PARGANAS","KAKDWIP",850,0,47,5
"WEST BENGAL","SOUTH 24 PARGANAS","KULPI",1776,0,78,0
"WEST BENGAL","SOUTH 24 PARGANAS","KULTALI",125,0,97,15
"WEST BENGAL","SOUTH 24 PARGANAS","MAGRAHAT - I",1,0,1825,0
"WEST BENGAL","SOUTH 24 PARGANAS","MANDIRBAZAR",204,0,58,0
"WEST BENGAL","SOUTH 24 PARGANAS","MATHURAPUR - I",460,1,16,0
"WEST BENGAL","SOUTH 24 PARGANAS","MATHURAPUR - II",856,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS","NAMKHANA",244,0,71,0
"WEST BENGAL","SOUTH 24 PARGANAS","PATHARPRATIMA",5907,0,31,0
"WEST BENGAL","SOUTH 24 PARGANAS","SAGAR",1285,0,275,0
"WEST BENGAL","SOUTH 24 PARGANAS","SONARPUR",7,0,58,0
"WEST BENGAL","SOUTH 24 PARGANAS","THAKURPUKUR-MAHESTAL",620,0,16,0
"WEST BENGAL","UTTAR DINAJPUR","CHOPRA",11,0,539,0
"WEST BENGAL","UTTAR DINAJPUR","GOALPOKHAR - II",20,0,487,447
"WEST BENGAL","UTTAR DINAJPUR","GOALPOKHER - I",14,0,0,1820
"WEST BENGAL","UTTAR DINAJPUR","HEMTABAD",22,3,205,377
"WEST BENGAL","UTTAR DINAJPUR","ISLAMPUR",4,400,750,0
"WEST BENGAL","UTTAR DINAJPUR","ITAHAR",28,7,227,959
"WEST BENGAL","UTTAR DINAJPUR","KALIYAGANJ",152,0,98,321
"WEST BENGAL","UTTAR DINAJPUR","KARANDIGHI",9,0,233,1949
"WEST BENGAL","UTTAR DINAJPUR","RAIGANJ",32,0,520,1922
"ANDAMAN & NICOBARS","ANDAMAN","DIGLIPUR",408,0,13,0
"ANDAMAN & NICOBARS","ANDAMAN","FERRARGUNJ",238,0,1,0
"ANDAMAN & NICOBARS","ANDAMAN","HUTBAY",51,0,21,0
"ANDAMAN & NICOBARS","ANDAMAN","MAYABUNDER",119,0,0,0
"ANDAMAN & NICOBARS","ANDAMAN","PORT BLAIR",213,0,2,0
"ANDAMAN & NICOBARS","ANDAMAN","RANGAT",142,0,0,0
"ANDAMAN & NICOBARS","NICOBARS","CAMPBELLBAY",39,0,0,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","AMBOLI",6,112,346,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","DADRA",1,250,200,800
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","DAPADA",7,308,430,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","DUDHANI",6,30,201,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","KHANVEL",5,147,405,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","KILVANI",1,220,600,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","MANDONI",6,17,192,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","NAROLI",1,0,155,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","SILVASSA-I",17,0,86,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","SILVASSA-II",4,32,66,67
"PONDICHERRY","KARAIKAL","T R PATTINAM",6,313,0,0
"PONDICHERRY","YANAM","YANAM",400,0,14,0
