-----
{
 "description": "The table refers to block wise irrigation potential utilised through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.14.csv"
}
-----
"State","District","Block","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others"
"ORISSA","PHULBANI","NUAGAON",NA,NA,NA,NA
"ORISSA","PHULBANI","PHIRINGIA",NA,NA,NA,NA
"ORISSA","PHULBANI","PHULBANI",NA,NA,NA,NA
"ORISSA","PHULBANI","RAIKIA",NA,NA,NA,NA
"ORISSA","PHULBANI","TIKABALI",NA,NA,NA,NA
"ORISSA","PURI","ASTARANG",NA,NA,NA,NA
"ORISSA","PURI","BRAHMAGIRI",NA,NA,NA,NA
"ORISSA","PURI","DELANG",NA,NA,NA,NA
"ORISSA","PURI","GOP",3,26,0,0
"ORISSA","PURI","KAKATPUR",NA,NA,NA,NA
"ORISSA","PURI","KANAS",NA,NA,NA,NA
"ORISSA","PURI","KRISHNAPRASAD",NA,NA,NA,NA
"ORISSA","PURI","NIMAPARA",14,26,0,0
"ORISSA","PURI","PIPILI",12,10,0,0
"ORISSA","PURI","PURISADAR",NA,NA,NA,NA
"ORISSA","PURI","SATYABADI",NA,NA,NA,NA
"ORISSA","RAYAGADA","BISAMACUTTACK",NA,NA,NA,NA
"ORISSA","RAYAGADA","CHANDRAPOR",NA,NA,NA,NA
"ORISSA","RAYAGADA","GUDARI",NA,NA,NA,NA
"ORISSA","RAYAGADA","GUNUPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KALYANSINGPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KASHIPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","KOUNARA",NA,NA,NA,NA
"ORISSA","RAYAGADA","MUNIGUDA",NA,NA,NA,NA
"ORISSA","RAYAGADA","PADAMPUR",NA,NA,NA,NA
"ORISSA","RAYAGADA","RAMANGUDA",NA,NA,NA,NA
"ORISSA","RAYAGADA","RAYAGADA",11,11,0,0
"ORISSA","SAMBALPUR","DHANKAUDA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","GOVINDPUR",NA,NA,NA,NA
"ORISSA","SAMBALPUR","JAMANKIRA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","JUJUMURA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","KANESWAR",NA,NA,NA,NA
"ORISSA","SAMBALPUR","KUCHINDA",NA,NA,NA,NA
"ORISSA","SAMBALPUR","NAKTIDEUL",NA,NA,NA,NA
"ORISSA","SAMBALPUR","RAIRAKHOL",NA,NA,NA,NA
"ORISSA","SAMBALPUR","RENGALI",NA,NA,NA,NA
"ORISSA","SONEPUR","BINIKA",NA,NA,NA,NA
"ORISSA","SONEPUR","BIRMAHARAJPUR",NA,NA,NA,NA
"ORISSA","SONEPUR","DUNGURIPALLI",NA,NA,NA,NA
"ORISSA","SONEPUR","SONEPUR",NA,NA,NA,NA
"ORISSA","SONEPUR","TARAVA",NA,NA,NA,NA
"ORISSA","SONEPUR","ULUNDA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BALLISANKAR",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BARAGAON",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BISRA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","BONAI",NA,NA,NA,NA
"ORISSA","SUNDARGARH","GURUNDIA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","HEMGIRI",NA,NA,NA,NA
"ORISSA","SUNDARGARH","KOIRA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","KUARMUNDA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","KUTRA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","LAHUNIPADA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","LATHIKATA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","LEPHRIPARA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","NUAGAON",NA,NA,NA,NA
"ORISSA","SUNDARGARH","RAJGANGPUR",NA,NA,NA,NA
"ORISSA","SUNDARGARH","SUBDEGA",NA,NA,NA,NA
"ORISSA","SUNDARGARH","SUNDARGARH",NA,NA,NA,NA
"ORISSA","SUNDARGARH","TANGARAPALLI",NA,NA,NA,NA
"PUNJAB","AMRITSAR","AJNALA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","BHIKHIWIND",NA,NA,NA,NA
"PUNJAB","AMRITSAR","CHOGAWAN",NA,NA,NA,NA
"PUNJAB","AMRITSAR","CHOHLA SAHIB",NA,NA,NA,NA
"PUNJAB","AMRITSAR","GANDI WIND",NA,NA,NA,NA
"PUNJAB","AMRITSAR","JANDIALA GURU",NA,NA,NA,NA
"PUNJAB","AMRITSAR","KHANDOOR SAHIB",NA,NA,NA,NA
"PUNJAB","AMRITSAR","MAJITHA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","NAUSHERA PANUWAN",NA,NA,NA,NA
"PUNJAB","AMRITSAR","PATTI",NA,NA,NA,NA
"PUNJAB","AMRITSAR","RAYYA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","TARAN TARAN",NA,NA,NA,NA
"PUNJAB","AMRITSAR","TARSIKKA",NA,NA,NA,NA
"PUNJAB","AMRITSAR","VALTOHA",10,10,0,0
"PUNJAB","AMRITSAR","VERKA",NA,NA,NA,NA
"PUNJAB","BATHINDA","BATHINDA",NA,NA,NA,NA
"PUNJAB","BATHINDA","MAUR",NA,NA,NA,NA
"PUNJAB","BATHINDA","NATHANA",NA,NA,NA,NA
"PUNJAB","BATHINDA","PHUL",NA,NA,NA,NA
"PUNJAB","BATHINDA","RAMPURA",NA,NA,NA,NA
"PUNJAB","BATHINDA","SANGAT",18,18,0,0
"PUNJAB","BATHINDA","TALWANDI SABO",NA,NA,NA,NA
"PUNJAB","FARIDKOT","BAGHAPURANA",NA,NA,NA,NA
"PUNJAB","FARIDKOT","FARIDKOT",NA,NA,NA,NA
"PUNJAB","FARIDKOT","GIDDERBAHA",NA,NA,NA,NA
"PUNJAB","FARIDKOT","KOTKAPURA",NA,NA,NA,NA
"PUNJAB","FARIDKOT","LAMBI",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MALAUT",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MOGA I",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MOGA II",NA,NA,NA,NA
"PUNJAB","FARIDKOT","MUKTSAR",NA,NA,NA,NA
"PUNJAB","FARIDKOT","N.S. WALA",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","AMLOH",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","BASSI PATHANA",60,52,6,0
"PUNJAB","FATEHGARH SAHIB","KHAMANO",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB","SIRHIND",54,50,0,0
"PUNJAB","FEROZEPUR","ABOHAR",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","FAZILKA",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","FEROZEPUR",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","GHAL KHURD",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","GURUHARSAI",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","JALALABAD",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","KHUIAN SERVER",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","KOT ISEH KHAN",NA,NA,NA,NA
"PUNJAB","FEROZEPUR","ZIRA",NA,NA,NA,NA
"PUNJAB","GURDASPUR","BANNIAL",NA,NA,NA,NA
"PUNJAB","GURDASPUR","BATALA",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DERA BABA NANAK",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DHAR KALAN",102,97,0,0
"PUNJAB","GURDASPUR","DHARIWAL",NA,NA,NA,NA
"PUNJAB","GURDASPUR","DINANAGAR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","FATEHGARH CHURIAN",NA,NA,NA,NA
"PUNJAB","GURDASPUR","GURDASPUR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","KAHNUWAN",NA,NA,NA,NA
"PUNJAB","GURDASPUR","KALANAUR",NA,NA,NA,NA
"PUNJAB","GURDASPUR","NAROT JAIMAL SINGH",NA,NA,NA,NA
"PUNJAB","GURDASPUR","PATHANKOT",495,451,0,0
"PUNJAB","GURDASPUR","QADIAN",NA,NA,NA,NA
"PUNJAB","GURDASPUR","SRI HARGOBIND PUR",NA,NA,NA,NA
"PUNJAB","HOSHIARPUR","BALACHAUR",568,570,4,0
"PUNJAB","HOSHIARPUR","BHUNGA",874,1181,77,2
"PUNJAB","HOSHIARPUR","DASUYA",2258,2740,203,15
"PUNJAB","HOSHIARPUR","GARHSHANKAR",877,890,8,0
"PUNJAB","HOSHIARPUR","HOSHIARPUR 1",651,697,195,45
"PUNJAB","HOSHIARPUR","HOSHIARPUR-II",116,120,8,0
"PUNJAB","HOSHIARPUR","MAHILPUR",2380,2422,76,0
"PUNJAB","HOSHIARPUR","MUKERIAN",NA,NA,NA,NA
"PUNJAB","HOSHIARPUR","SAROYA",384,604,99,17
"PUNJAB","HOSHIARPUR","TALWARA",NA,NA,NA,NA
"PUNJAB","HOSHIARPUR","TANDA",NA,NA,NA,NA
"PUNJAB","JALANDHAR","ADAMPUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","AUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","BANGA",NA,NA,NA,NA
"PUNJAB","JALANDHAR","BHOGPUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","EAST JALANDHAR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","NAKODAR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","NAWAN SHAHAR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","NURMAHAL",NA,NA,NA,NA
"PUNJAB","JALANDHAR","PHILLAUR",NA,NA,NA,NA
"PUNJAB","JALANDHAR","RURKAKALAN",NA,NA,NA,NA
"PUNJAB","JALANDHAR","SHAHKOT",NA,NA,NA,NA
"PUNJAB","JALANDHAR","WEST JALANDHAR",NA,NA,NA,NA
"PUNJAB","KAPURTHALA","KAPURTHALA",7,7,0,0
"PUNJAB","KAPURTHALA","NADALA",NA,NA,NA,NA
"PUNJAB","KAPURTHALA","PHAGWARA",73,73,0,2
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",88,90,0,0
"PUNJAB","LUDHIANA","DEHLON",NA,NA,NA,NA
"PUNJAB","LUDHIANA","DORAHA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","JAGRAON",NA,NA,NA,NA
"PUNJAB","LUDHIANA","KHANNA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","LUDHIANA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","MACHIWARA",2,7,5,0
"PUNJAB","LUDHIANA","MANGAT",NA,NA,NA,NA
"PUNJAB","LUDHIANA","PAKHOWAL",NA,NA,NA,NA
"PUNJAB","LUDHIANA","SAMRALA",NA,NA,NA,NA
"PUNJAB","LUDHIANA","SIDHWAN BET",NA,NA,NA,NA
"PUNJAB","LUDHIANA","SUDHAR",NA,NA,NA,NA
"PUNJAB","MANSA","BHIKHI",NA,NA,NA,NA
"PUNJAB","MANSA","BUDHLADA",NA,NA,NA,NA
"PUNJAB","MANSA","JHUNIR",NA,NA,NA,NA
"PUNJAB","MANSA","MANSA",NA,NA,NA,NA
"PUNJAB","MANSA","SARDULGARH",117,117,0,0
"PUNJAB","PATIALA","BHUNERHERI",224,224,2,0
"PUNJAB","PATIALA","DERA BASSI",974,933,15,52
"PUNJAB","PATIALA","GHANOUR",254,268,2,16
"PUNJAB","PATIALA","NABHA",NA,NA,NA,NA
"PUNJAB","PATIALA","PATIALA",2,2,0,0
"PUNJAB","PATIALA","RAJPURA",1553,1500,24,203
"PUNJAB","PATIALA","SAMANA",NA,NA,NA,NA
"PUNJAB","ROPAR","ANANDPUR SAHIB",314,447,8,2
"PUNJAB","ROPAR","CHAMKOR SAHIB",18,18,4,0
"PUNJAB","ROPAR","KHARAR",348,363,36,0
"PUNJAB","ROPAR","MAJARI",334,487,161,5
"PUNJAB","ROPAR","MORINDA",NA,NA,NA,NA
"PUNJAB","ROPAR","NURPUR BEDI",113,395,8,22
"PUNJAB","ROPAR","ROPAR",100,185,33,0
"PUNJAB","SANGRUR","AHMEDGARH",NA,NA,NA,NA
"PUNJAB","SANGRUR","BARNALA",NA,NA,NA,NA
"PUNJAB","SANGRUR","BHAWANIGARH",133,133,0,0
"PUNJAB","SANGRUR","DHURI",NA,NA,NA,NA
"PUNJAB","SANGRUR","LEHRAGAGA",2051,2041,4,0
"PUNJAB","SANGRUR","MALERKOTLA",NA,NA,NA,NA
"PUNJAB","SANGRUR","MEHAL KALAN",1195,1195,0,0
"PUNJAB","SANGRUR","SANGRUR",2,2,0,0
"PUNJAB","SANGRUR","SEHNA",NA,NA,NA,NA
"PUNJAB","SANGRUR","SUNAM",NA,NA,NA,NA
"RAJASTHAN","AJMER","AJMER",3,3,0,0
"RAJASTHAN","AJMER","BEAWAR",NA,NA,NA,NA
"RAJASTHAN","AJMER","KEKRI",NA,NA,NA,NA
"RAJASTHAN","AJMER","KISHANGARH",NA,NA,NA,NA
"RAJASTHAN","AJMER","NASIRABAD",NA,NA,NA,NA
"RAJASTHAN","AJMER","SARWAR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","ALWAR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","BANSUR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","BEHROR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","KISHANGARHBAS",NA,NA,NA,NA
"RAJASTHAN","ALWAR","LAXMANGARH",NA,NA,NA,NA
"RAJASTHAN","ALWAR","MANDAWAR",NA,NA,NA,NA
"RAJASTHAN","ALWAR","RAJGARH",NA,NA,NA,NA
"RAJASTHAN","ALWAR","RAMGARH",NA,NA,NA,NA
"RAJASTHAN","ALWAR","THANAGAZI",NA,NA,NA,NA
"RAJASTHAN","ALWAR","TIJARA",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","BAGIDORA",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","BANSWARA",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","GARHI",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","GHATOL",NA,NA,NA,NA
"RAJASTHAN","BANSWARA","KUSHALGARH",NA,NA,NA,NA
"RAJASTHAN","BARAN","ATRU",0,298,0,0
"RAJASTHAN","BARAN","BARAN",0,1343,0,0
"RAJASTHAN","BARAN","CHHABRA",NA,NA,NA,NA
"RAJASTHAN","BARAN","CHHIPABARAD",NA,NA,NA,NA
"RAJASTHAN","BARAN","KISHAN GANJ",151,811,0,0
"RAJASTHAN","BARAN","MANGROL",0,321,0,0
"RAJASTHAN","BARAN","SHABAD",0,17,0,0
"RAJASTHAN","BARMER","BARMER",NA,NA,NA,NA
"RAJASTHAN","BARMER","BAYTOO",NA,NA,NA,NA
"RAJASTHAN","BARMER","CHOHATAN",NA,NA,NA,NA
"RAJASTHAN","BARMER","GUDAMALANI",NA,NA,NA,NA
"RAJASTHAN","BARMER","PACH-PHADRA",NA,NA,NA,NA
"RAJASTHAN","BARMER","SHIV",0,109,0,0
"RAJASTHAN","BARMER","SIVNA",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","BAYANA",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","BEIR",28,2021,2,0
"RAJASTHAN","BHARATPUR","BHARATPUR",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","DEEG",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","KAMAN",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","KUMHER",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","NADBAI",0,23,0,0
"RAJASTHAN","BHARATPUR","NAGAR",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","PAHARI",NA,NA,NA,NA
"RAJASTHAN","BHARATPUR","RUPBAS",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","ASIND",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","BANERA",0,192,0,0
"RAJASTHAN","BHILWARA","BHILWARA",0,3,0,0
"RAJASTHAN","BHILWARA","HURDA",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","JAHAZPUR",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","KOTRI",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","MANDAL",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","MANDALGARH",0,13,0,0
"RAJASTHAN","BHILWARA","RAIPUR",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","SAHADA",NA,NA,NA,NA
"RAJASTHAN","BHILWARA","SHAHPURA",NA,NA,NA,NA
"RAJASTHAN","BIKANER","BIKANER",36,51,0,0
"RAJASTHAN","BIKANER","KOLAYAT",22,66,0,0
"RAJASTHAN","BIKANER","LUNKARANSAR",NA,NA,NA,NA
"RAJASTHAN","BIKANER","NOKHA",NA,NA,NA,NA
"RAJASTHAN","BUNDI","BUNDI",0,837,0,0
"RAJASTHAN","BUNDI","HINDOLI",NA,NA,NA,NA
"RAJASTHAN","BUNDI","KESHORAIPATAN",NA,NA,NA,NA
"RAJASTHAN","BUNDI","NAINWA",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","ARNOD",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","BEDISARDI",0,1115,0,0
"RAJASTHAN","CHITTORGARH","BEGHRU",0,93,0,0
"RAJASTHAN","CHITTORGARH","BHADESAR",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","CHHOTISADRI",226,3004,0,124
"RAJASTHAN","CHITTORGARH","CHITTORGARH",0,451,0,0
"RAJASTHAN","CHITTORGARH","DUNGLA",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","GANGRAR",0,45,0,0
"RAJASTHAN","CHITTORGARH","KAPASAN",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","NIMBAHERA",0,918,0,0
"RAJASTHAN","CHITTORGARH","PRATAPGARH",NA,NA,NA,NA
"RAJASTHAN","CHITTORGARH","RASHMI",0,8,0,0
"RAJASTHAN","CHURU","CHURU",NA,NA,NA,NA
"RAJASTHAN","CHURU","DUNGARGARH",6,5,0,0
"RAJASTHAN","CHURU","RAJGARH",NA,NA,NA,NA
"RAJASTHAN","CHURU","RATANGARH",26,14,0,0
"RAJASTHAN","CHURU","SARDARSHAR",NA,NA,NA,NA
"RAJASTHAN","CHURU","SUJANGARH",58,175,0,2
"RAJASTHAN","CHURU","TARANAGAR",NA,NA,NA,NA
"RAJASTHAN","DAUSA","BASWA",NA,NA,NA,NA
"RAJASTHAN","DAUSA","DAUSA",NA,NA,NA,NA
"RAJASTHAN","DAUSA","LALSOT",NA,NA,NA,NA
"RAJASTHAN","DAUSA","MAHUWA",0,8,0,0
"RAJASTHAN","DAUSA","SIKRAI",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","BARI",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","BASERI",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","DHOLPUR",NA,NA,NA,NA
"RAJASTHAN","DHOLPUR","RAJAKHERA",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR","ASPUR",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR","DUNGARPUR",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR","SAGWARA",2,2,0,2
"RAJASTHAN","DUNGARPUR","SIMALWARA",10,634,0,6
"RAJASTHAN","GANGANAGAR","ANUPGARH",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","GANGANAGAR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","GHARSANA",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","KARANPUR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","PADAMPUR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","RAISINGHNAGAR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","SADULSHAHAR",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","SURATGARH",NA,NA,NA,NA
"RAJASTHAN","GANGANAGAR","VIJAINAGAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","BHADRA",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","HANUMAN GARH",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","NOHAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","PILIBANGA",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","RAWATSAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","SANGRIA",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH","TIBI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","AMBER",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","BASSI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","CHAKSU",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","CHOMU",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","DUDU",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","JAIPUR",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","JAMWARAMGARH",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","KOTPUTLI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","PHAGI",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","PHULERA",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","SANGANER",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","SHAHPURA",NA,NA,NA,NA
"RAJASTHAN","JAIPUR","VIRATNAGAR",NA,NA,NA,NA
"RAJASTHAN","JAISALMER","JAISALMER",0,30,0,0
"RAJASTHAN","JAISALMER","POKARAN",0,27,0,0
"RAJASTHAN","JALORE","AHORE",NA,NA,NA,NA
"RAJASTHAN","JALORE","BHINMAL",0,366,0,0
"RAJASTHAN","JALORE","JALORE",13,360,0,0
"RAJASTHAN","JALORE","RANIWARA",29,252,0,0
"RAJASTHAN","JALORE","SANCHORE",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","AKLERA",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","GANGDHAR",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","JHALRAPATAN",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","KANPUR",0,558,0,0
"RAJASTHAN","JHALAWAR","PACHPAHAR",NA,NA,NA,NA
"RAJASTHAN","JHALAWAR","PIRAWA",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","CHIRAWA",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","JHUNJHNU",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","KHETRI",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","NAWALGARH",NA,NA,NA,NA
"RAJASTHAN","JHUNJHNU","UDAIPURWATI",NA,NA,NA,NA
"RAJASTHAN","JODHPUR","BHOPALGARH",3485,26374,114,755
"RAJASTHAN","JODHPUR","BILADA",233,3154,9,65
"RAJASTHAN","JODHPUR","JODHPUR",9,2728,20,0
"RAJASTHAN","JODHPUR","OSIAN",2899,28643,60,414
"RAJASTHAN","JODHPUR","PHALODI",50,1184,0,2
"RAJASTHAN","JODHPUR","SHERGARH",236,1500,29,8
"RAJASTHAN","KOTA","DIGOD",0,2770,0,0
"RAJASTHAN","KOTA","LADPURA",NA,NA,NA,NA
"RAJASTHAN","KOTA","PIPALDA",53,849,3,4
"RAJASTHAN","KOTA","RAMGANJMANDI",NA,NA,NA,NA
"RAJASTHAN","KOTA","SANGOD",0,111,0,0
"RAJASTHAN","NAGAUR","DEEDWANA",NA,NA,NA,NA
"RAJASTHAN","NAGAUR","DEGANA",0,435,0,0
"RAJASTHAN","NAGAUR","JAYAL",13,591,0,0
"RAJASTHAN","NAGAUR","LADNU",66,2090,3,11
"RAJASTHAN","NAGAUR","MERTA",2465,21854,113,585
"RAJASTHAN","NAGAUR","NAGOUR",2347,14165,13,118
"RAJASTHAN","NAGAUR","NAWA",NA,NA,NA,NA
"RAJASTHAN","NAGAUR","PARBATSAR",NA,NA,NA,NA
"RAJASTHAN","PALI","BALI",NA,NA,NA,NA
"RAJASTHAN","PALI","DESURI",NA,NA,NA,NA
"RAJASTHAN","PALI","JAITARAN",0,1835,0,0
"RAJASTHAN","PALI","MARWAR-JUNCTION",0,154,0,0
"RAJASTHAN","PALI","PALI",0,264,6,0
"RAJASTHAN","PALI","RAIPUR",NA,NA,NA,NA
"RAJASTHAN","PALI","SOJAT",0,174,0,0
"RAJASTHAN","RAJSAMAND","AMET",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","BHIM",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","DEVGARH",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","KUMBHALGARH",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","NATHDWARA",0,6,0,0
"RAJASTHAN","RAJSAMAND","RAILMAGRA",NA,NA,NA,NA
"RAJASTHAN","RAJSAMAND","RAJSAMAND",0,68,0,0
"RAJASTHAN","SAWAI-MADHOPUR","BAMANWAS",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","BONLI",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","GANGAPUR",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","HINDON",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","KARAULI",0,132,3,0
"RAJASTHAN","SAWAI-MADHOPUR","KHANDAR",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","NADOTI",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","SAWAI-MADHOPUR",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","SPOTRA",NA,NA,NA,NA
"RAJASTHAN","SAWAI-MADHOPUR","TODABHIM",NA,NA,NA,NA
"RAJASTHAN","SIKAR","DATA-RAMGARH",NA,NA,NA,NA
"RAJASTHAN","SIKAR","FATEHPUR",NA,NA,NA,NA
"RAJASTHAN","SIKAR","LAXMANGARH",NA,NA,NA,NA
"RAJASTHAN","SIKAR","NEEM KA THANA",NA,NA,NA,NA
"RAJASTHAN","SIKAR","SHRI MADHOPUR",NA,NA,NA,NA
"RAJASTHAN","SIKAR","SIKAR",NA,NA,NA,NA
"RAJASTHAN","SIROHI","ABUROAD",NA,NA,NA,NA
"RAJASTHAN","SIROHI","PINDWARA",NA,NA,NA,NA
"RAJASTHAN","SIROHI","REVDAR",NA,NA,NA,NA
"RAJASTHAN","SIROHI","SHIVGANJ",NA,NA,NA,NA
"RAJASTHAN","SIROHI","SIROHI",NA,NA,NA,NA
"RAJASTHAN","TONK","DEOLI",0,183,0,0
"RAJASTHAN","TONK","MALPURA",NA,NA,NA,NA
"RAJASTHAN","TONK","NIWAI",NA,NA,NA,NA
"RAJASTHAN","TONK","TODA-RAISINGH",NA,NA,NA,NA
"RAJASTHAN","TONK","TONK",NA,NA,NA,NA
"RAJASTHAN","TONK","UNIYARA",NA,NA,NA,NA
"RAJASTHAN","UDAIPUR","DHARIABAD",NA,NA,NA,NA
"RAJASTHAN","UDAIPUR","GIRWA",3,6,0,0
"RAJASTHAN","UDAIPUR","GOGUNDA",NA,NA,NA,NA
