-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.6.csv"
}
-----
State,District,Block,Schemes in use,Schemes not in use - Temporary,Schemes not in use - Abandoned (Salinity),Schemes not in use - Dried up,Schemes not in use - Destroyed,Schemess not in use - Others,Total - Schemes not in use,Grand total (Not in use + In use)
ORISSA,KHURDA,BANAPUR,62,16,0,0,0,0,16,78
ORISSA,KHURDA,BEGUNIA,53,6,0,0,0,0,6,59
ORISSA,KHURDA,BHUBANESWAR,17,1,0,0,0,0,1,18
ORISSA,KHURDA,BOLAGARH,29,4,0,0,0,0,4,33
ORISSA,KHURDA,CHILIKA,56,10,0,0,0,0,10,66
ORISSA,KHURDA,JATNI,14,2,0,0,0,0,2,16
ORISSA,KHURDA,KHURDA,94,8,0,0,0,0,8,102
ORISSA,KHURDA,TANGI,235,23,0,0,0,0,23,258
ORISSA,KORAPUT,BAIPARIGUDA,73,234,0,0,0,0,234,307
ORISSA,KORAPUT,BANDHUGOAN,98,5,0,0,0,0,5,103
ORISSA,KORAPUT,BORIGUMMA,121,125,0,0,0,0,125,246
ORISSA,KORAPUT,DASAMANTAPUR,319,19,0,0,0,0,19,338
ORISSA,KORAPUT,JEYPUR,33,18,0,0,0,0,18,51
ORISSA,KORAPUT,KORAPUT,73,12,0,0,0,0,12,85
ORISSA,KORAPUT,KOTAPAD,4,0,0,0,0,0,0,4
ORISSA,KORAPUT,KUNDURA,29,0,0,0,0,0,0,29
ORISSA,KORAPUT,LAMATAPUT,94,19,0,0,0,0,19,113
ORISSA,KORAPUT,LAXMIPUR,206,34,0,0,0,0,34,240
ORISSA,KORAPUT,NANDAPUR,105,29,0,0,0,0,29,134
ORISSA,KORAPUT,NARAYANPATNA,121,13,0,0,0,0,13,134
ORISSA,KORAPUT,POTTANGI,82,2,0,0,0,0,2,84
ORISSA,KORAPUT,SIMILIGUDA,114,5,0,0,0,0,5,119
ORISSA,MALKANGIRI,KALIMELA,9,1,0,0,0,0,1,10
ORISSA,MALKANGIRI,KHAIRAPUT,0,11,0,0,0,0,11,11
ORISSA,MALKANGIRI,KONKUNDA,13,12,0,0,0,0,12,25
ORISSA,MALKANGIRI,KUDUMULUGUMMA,16,9,0,0,0,0,9,25
ORISSA,MALKANGIRI,MALKANAGIRI,1,11,0,0,0,0,11,12
ORISSA,MALKANGIRI,MATHILI,6,1,0,0,0,0,1,7
ORISSA,MALKANGIRI,PODIA,11,19,0,0,0,0,19,30
ORISSA,MAYURBHANJ,BAHALADA,25,6,0,0,0,0,6,31
ORISSA,MAYURBHANJ,BANGIRIPOSI,22,0,0,0,1,0,1,23
ORISSA,MAYURBHANJ,BARIPADA,24,0,0,0,0,0,0,24
ORISSA,MAYURBHANJ,BARSAHI,36,1,0,0,0,0,1,37
ORISSA,MAYURBHANJ,BETANATI,44,0,1,0,1,0,2,46
ORISSA,MAYURBHANJ,BIJATOLA,26,2,1,0,2,0,5,31
ORISSA,MAYURBHANJ,BISOI,96,3,0,0,1,0,4,100
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,22,0,0,0,0,0,0,22
ORISSA,MAYURBHANJ,JAMADA,34,0,0,0,0,0,0,34
ORISSA,MAYURBHANJ,JASIPUR,73,12,0,1,1,1,15,88
ORISSA,MAYURBHANJ,KAPTIPADA,20,0,0,0,0,0,0,20
ORISSA,MAYURBHANJ,KARANJIA,38,5,0,0,0,0,5,43
ORISSA,MAYURBHANJ,KHUNTA,34,1,0,1,0,0,2,36
ORISSA,MAYURBHANJ,KULIANA,98,13,1,0,0,0,14,112
ORISSA,MAYURBHANJ,KUSUMI,35,0,0,0,0,0,0,35
ORISSA,MAYURBHANJ,MORADA,27,1,0,0,0,0,1,28
ORISSA,MAYURBHANJ,RAIRANGPUR,11,3,1,0,0,0,4,15
ORISSA,MAYURBHANJ,RARUAN,23,10,0,1,4,1,16,39
ORISSA,MAYURBHANJ,RASGOVINDPUR,33,3,0,1,0,1,5,38
ORISSA,MAYURBHANJ,SAMAKHUNTA,60,0,0,0,0,0,0,60
ORISSA,MAYURBHANJ,SARASKANA,39,2,0,3,2,0,7,46
ORISSA,MAYURBHANJ,SUKRULI,63,0,0,0,0,0,0,63
ORISSA,MAYURBHANJ,SULIAPADA,38,1,0,0,0,0,1,39
ORISSA,MAYURBHANJ,THAKURMUNDA,22,1,0,0,0,0,1,23
ORISSA,MAYURBHANJ,TIRINGI,34,1,0,0,0,0,1,35
ORISSA,MAYURBHANJ,UDALA,18,0,0,0,0,0,0,18
ORISSA,NAYAGARH,BHAPUR,13,0,0,0,0,0,0,13
ORISSA,NAYAGARH,DASPALLA,19,1,0,0,0,0,1,20
ORISSA,NAYAGARH,GANIA,18,7,0,0,0,0,7,25
ORISSA,NAYAGARH,KHANDAPADA,37,23,0,0,0,0,23,60
ORISSA,NAYAGARH,NAYAGARH,27,3,0,0,0,0,3,30
ORISSA,NAYAGARH,NUAGAON,11,6,0,0,0,0,6,17
ORISSA,NAYAGARH,ODOGAON,34,3,0,0,0,0,3,37
ORISSA,NAYAGARH,RANPUR,78,58,0,0,0,0,58,136
ORISSA,NOWRANGPUR,CHANDAHANDI,27,5,0,0,0,0,5,32
ORISSA,NOWRANGPUR,DABUGAON,14,2,0,0,0,0,2,16
ORISSA,NOWRANGPUR,JHARIGAON,18,1,0,0,0,0,1,19
ORISSA,NOWRANGPUR,KUSAGUMUDA,4,2,0,0,0,0,2,6
ORISSA,NOWRANGPUR,NANDAHANDI,3,1,0,0,0,0,1,4
ORISSA,NOWRANGPUR,NAWARANGPUR,39,5,0,0,0,0,5,44
ORISSA,NOWRANGPUR,PAPADAHANDI,17,10,0,0,0,0,10,27
ORISSA,NOWRANGPUR,RAIGHAR,11,1,0,0,0,0,1,12
ORISSA,NOWRANGPUR,TENTULIKHUNTI,8,0,0,0,0,0,0,8
ORISSA,NOWRANGPUR,UMERKOT,20,3,0,0,0,0,3,23
ORISSA,NUAPADA,BODEN,96,0,0,0,0,0,0,96
ORISSA,NUAPADA,KHARIAR,230,13,0,0,0,0,13,243
ORISSA,NUAPADA,KOMANA,101,11,0,0,0,0,11,112
ORISSA,NUAPADA,NUAPARA,193,108,0,0,0,0,108,301
ORISSA,NUAPADA,SINAPALLI,141,9,0,0,0,0,9,150
ORISSA,PHULBANI,BALIGUDA,7,3,1,0,0,0,4,11
ORISSA,PHULBANI,CHAKAPAD,21,0,0,0,0,0,0,21
ORISSA,PHULBANI,DARINGIBADI,14,2,0,0,1,0,3,17
ORISSA,PHULBANI,G.UDAYAGIRI,18,3,0,0,0,0,3,21
ORISSA,PHULBANI,JUMUDIBANDHA,35,3,0,0,0,0,3,38
ORISSA,PHULBANI,KHAJURIPADA,27,1,0,0,0,0,1,28
ORISSA,PHULBANI,KOTAGARH,6,1,0,0,0,0,1,7
ORISSA,PHULBANI,NUAGAON,18,6,0,0,0,0,6,24
ORISSA,PHULBANI,PHIRINGIA,28,1,0,0,1,0,2,30
ORISSA,PHULBANI,PHULBANI,48,18,0,0,1,0,19,67
ORISSA,PHULBANI,RAIKIA,17,9,2,0,0,0,11,28
ORISSA,PHULBANI,TIKABALI,11,0,1,1,0,0,2,13
ORISSA,PURI,ASTARANG,45,0,0,0,0,0,0,45
ORISSA,PURI,BRAHMAGIRI,405,6,0,0,0,0,6,411
ORISSA,PURI,DELANG,14,0,0,0,0,0,0,14
ORISSA,PURI,GOP,55,0,0,0,0,0,0,55
ORISSA,PURI,KAKATPUR,84,1,0,0,0,0,1,85
ORISSA,PURI,KANAS,110,0,0,0,0,0,0,110
ORISSA,PURI,KRISHNAPRASAD,2,0,0,0,0,0,0,2
ORISSA,PURI,NIMAPARA,66,2,0,0,0,0,2,68
ORISSA,PURI,PIPILI,31,0,0,0,0,0,0,31
ORISSA,PURI,PURISADAR,105,0,0,0,0,0,0,105
ORISSA,PURI,SATYABADI,49,0,0,0,0,0,0,49
ORISSA,RAYAGADA,BISAMACUTTACK,193,24,0,0,0,0,24,217
ORISSA,RAYAGADA,CHANDRAPOR,62,27,0,0,0,0,27,89
ORISSA,RAYAGADA,GUDARI,299,36,0,0,0,0,36,335
ORISSA,RAYAGADA,GUNUPUR,253,63,0,0,0,0,63,316
ORISSA,RAYAGADA,KALYANSINGPUR,113,9,0,0,0,0,9,122
ORISSA,RAYAGADA,KASHIPUR,267,11,0,0,0,0,11,278
ORISSA,RAYAGADA,KOUNARA,255,14,0,0,0,0,14,269
ORISSA,RAYAGADA,MUNIGUDA,64,13,0,0,0,0,13,77
ORISSA,RAYAGADA,PADAMPUR,286,9,0,0,0,0,9,295
ORISSA,RAYAGADA,RAMANGUDA,256,28,0,0,0,0,28,284
ORISSA,RAYAGADA,RAYAGADA,193,11,0,0,0,0,11,204
ORISSA,SAMBALPUR,DHANKAUDA,24,0,0,0,0,0,0,24
ORISSA,SAMBALPUR,GOVINDPUR,23,0,2,4,3,0,9,32
ORISSA,SAMBALPUR,JAMANKIRA,120,2,0,0,0,0,2,122
ORISSA,SAMBALPUR,JUJUMURA,53,0,0,0,0,1,1,54
ORISSA,SAMBALPUR,KANESWAR,22,0,0,0,0,0,0,22
ORISSA,SAMBALPUR,KUCHINDA,39,5,1,0,0,0,6,45
ORISSA,SAMBALPUR,NAKTIDEUL,88,6,0,0,0,0,6,94
ORISSA,SAMBALPUR,RAIRAKHOL,18,1,0,0,0,0,1,19
ORISSA,SAMBALPUR,RENGALI,67,1,0,0,0,0,1,68
ORISSA,SONEPUR,BINIKA,144,4,0,0,0,0,4,148
ORISSA,SONEPUR,BIRMAHARAJPUR,52,2,0,0,0,0,2,54
ORISSA,SONEPUR,DUNGURIPALLI,15,0,0,0,0,0,0,15
ORISSA,SONEPUR,SONEPUR,17,0,0,1,2,0,3,20
ORISSA,SONEPUR,TARAVA,29,0,0,0,0,3,3,32
ORISSA,SONEPUR,ULUNDA,12,8,0,0,0,0,8,20
ORISSA,SUNDARGARH,BALLISANKAR,9,0,0,0,0,0,0,9
ORISSA,SUNDARGARH,BARAGAON,10,2,0,0,0,0,2,12
ORISSA,SUNDARGARH,BISRA,5,0,0,0,0,0,0,5
ORISSA,SUNDARGARH,BONAI,14,1,0,0,0,0,1,15
ORISSA,SUNDARGARH,GURUNDIA,3,2,0,0,0,0,2,5
ORISSA,SUNDARGARH,HEMGIRI,28,2,0,0,0,0,2,30
ORISSA,SUNDARGARH,KOIRA,3,1,0,0,0,0,1,4
ORISSA,SUNDARGARH,KUARMUNDA,1,2,0,0,0,0,2,3
ORISSA,SUNDARGARH,KUTRA,4,0,0,0,0,0,0,4
ORISSA,SUNDARGARH,LAHUNIPADA,28,0,0,0,0,0,0,28
ORISSA,SUNDARGARH,LATHIKATA,2,2,0,0,0,0,2,4
ORISSA,SUNDARGARH,LEPHRIPARA,20,1,0,0,0,0,1,21
ORISSA,SUNDARGARH,NUAGAON,2,2,0,0,0,0,2,4
ORISSA,SUNDARGARH,RAJGANGPUR,4,1,0,0,0,0,1,5
ORISSA,SUNDARGARH,SUBDEGA,12,0,0,0,0,0,0,12
ORISSA,SUNDARGARH,SUNDARGARH,23,6,0,0,0,0,6,29
ORISSA,SUNDARGARH,TANGARAPALLI,20,1,0,0,0,0,1,21
PUNJAB,AMRITSAR,AJNALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,BHIKHIWIND,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOGAWAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,CHOHLA SAHIB,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,GANDI WIND,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,JANDIALA GURU,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,KHANDOOR SAHIB,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,MAJITHA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,PATTI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,RAYYA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARAN TARAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,TARSIKKA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,AMRITSAR,VALTOHA,12,1,0,0,0,0,1,13
PUNJAB,AMRITSAR,VERKA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,BATHINDA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,MAUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,NATHANA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,PHUL,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,RAMPURA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,BATHINDA,SANGAT,3,0,0,0,0,0,0,3
PUNJAB,BATHINDA,TALWANDI SABO,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,BAGHAPURANA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,FARIDKOT,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,GIDDERBAHA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,KOTKAPURA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,LAMBI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MALAUT,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA I,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MOGA II,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,MUKTSAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FARIDKOT,N.S. WALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,AMLOH,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,KHAMANO,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,SIRHIND,3,0,0,0,0,0,0,3
PUNJAB,FEROZEPUR,ABOHAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FAZILKA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,FEROZEPUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GHAL KHURD,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,GURUHARSAI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,JALALABAD,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KHUIAN SERVER,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,KOT ISEH KHAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FEROZEPUR,ZIRA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BANNIAL,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,BATALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DERA BABA NANAK,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DHAR KALAN,2,0,0,0,0,0,0,2
PUNJAB,GURDASPUR,DHARIWAL,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,DINANAGAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,GURDASPUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,KAHNUWAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,KALANAUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,PATHANKOT,41,0,0,0,0,0,0,41
PUNJAB,GURDASPUR,QADIAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,BALACHAUR,7,0,0,0,0,0,0,7
PUNJAB,HOSHIARPUR,BHUNGA,7,0,0,0,0,0,0,7
PUNJAB,HOSHIARPUR,DASUYA,123,0,0,3,0,0,3,126
PUNJAB,HOSHIARPUR,GARHSHANKAR,1,0,0,0,0,0,0,1
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,MAHILPUR,2,0,0,0,0,0,0,2
PUNJAB,HOSHIARPUR,MUKERIAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,SAROYA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TALWARA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,HOSHIARPUR,TANDA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,ADAMPUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,AUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BANGA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,BHOGPUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,EAST JALANDHAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAKODAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NAWAN SHAHAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,NURMAHAL,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,PHILLAUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,RURKAKALAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,SHAHKOT,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,JALANDHAR,WEST JALANDHAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,KAPURTHALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,NADALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,PHAGWARA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,SULTANPUR LODHI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,DEHLON,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,DORAHA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,JAGRAON,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,KHANNA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,LUDHIANA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,MACHIWARA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,MANGAT,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,PAKHOWAL,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SAMRALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SIDHWAN BET,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,SUDHAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,MANSA,BHIKHI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,MANSA,BUDHLADA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,MANSA,JHUNIR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,MANSA,MANSA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,MANSA,SARDULGARH,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,BHUNERHERI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,DERA BASSI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,GHANOUR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,NABHA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,PATIALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,RAJPURA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,SAMANA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,ANANDPUR SAHIB,4,0,0,0,0,0,0,4
PUNJAB,ROPAR,CHAMKOR SAHIB,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,KHARAR,104,0,0,0,0,0,0,104
PUNJAB,ROPAR,MAJARI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,MORINDA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,NURPUR BEDI,2,0,0,0,0,0,0,2
PUNJAB,ROPAR,ROPAR,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,AHMEDGARH,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,BARNALA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,BHAWANIGARH,18,0,0,0,0,0,0,18
PUNJAB,SANGRUR,DHURI,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,LEHRAGAGA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,MALERKOTLA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,MEHAL KALAN,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,SANGRUR,61,0,0,0,0,0,0,61
PUNJAB,SANGRUR,SEHNA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,SANGRUR,SUNAM,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,AJMER,AJMER,6,47,1,1,0,8,57,63
RAJASTHAN,AJMER,BEAWAR,29,21,3,0,2,0,26,55
RAJASTHAN,AJMER,KEKRI,155,155,1,116,0,0,272,427
RAJASTHAN,AJMER,KISHANGARH,65,7,0,2,0,0,9,74
RAJASTHAN,AJMER,NASIRABAD,59,12,0,0,0,0,12,71
RAJASTHAN,AJMER,SARWAR,55,4,0,0,0,0,4,59
RAJASTHAN,ALWAR,ALWAR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,BANSUR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,BEHROR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,KISHANGARHBAS,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,LAXMANGARH,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,MANDAWAR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,RAJGARH,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,RAMGARH,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,THANAGAZI,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,ALWAR,TIJARA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BANSWARA,BAGIDORA,29,7,0,0,0,0,7,36
RAJASTHAN,BANSWARA,BANSWARA,85,24,0,0,0,0,24,109
RAJASTHAN,BANSWARA,GARHI,47,8,0,0,0,0,8,55
RAJASTHAN,BANSWARA,GHATOL,50,13,1,0,0,0,14,64
RAJASTHAN,BANSWARA,KUSHALGARH,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARAN,ATRU,23,0,0,0,0,0,0,23
RAJASTHAN,BARAN,BARAN,13,0,0,0,0,1,1,14
RAJASTHAN,BARAN,CHHABRA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARAN,CHHIPABARAD,1,0,0,0,0,0,0,1
RAJASTHAN,BARAN,KISHAN GANJ,18,0,0,0,0,0,0,18
RAJASTHAN,BARAN,MANGROL,5,0,0,0,0,0,0,5
RAJASTHAN,BARAN,SHABAD,18,1,0,1,0,0,2,20
RAJASTHAN,BARMER,BARMER,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARMER,BAYTOO,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARMER,CHOHATAN,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARMER,GUDAMALANI,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARMER,PACH-PHADRA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARMER,SHIV,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BARMER,SIVNA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,BAYANA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,BEIR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,BHARATPUR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,DEEG,0,0,0,0,1,0,1,1
RAJASTHAN,BHARATPUR,KAMAN,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,KUMHER,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,NADBAI,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,NAGAR,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,PAHARI,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,RUPBAS,3,0,0,0,0,0,0,3
RAJASTHAN,BHILWARA,ASIND,42,1,0,0,0,0,1,43
RAJASTHAN,BHILWARA,BANERA,151,2,3,2,1,0,8,159
RAJASTHAN,BHILWARA,BHILWARA,17,5,1,0,0,0,6,23
RAJASTHAN,BHILWARA,HURDA,4,5,0,0,0,0,5,9
RAJASTHAN,BHILWARA,JAHAZPUR,25,0,0,0,0,0,0,25
RAJASTHAN,BHILWARA,KOTRI,15,3,0,0,0,0,3,18
RAJASTHAN,BHILWARA,MANDAL,101,38,0,0,0,0,38,139
RAJASTHAN,BHILWARA,MANDALGARH,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHILWARA,RAIPUR,19,60,0,0,0,0,60,79
RAJASTHAN,BHILWARA,SAHADA,21,47,0,2,0,0,49,70
RAJASTHAN,BHILWARA,SHAHPURA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BIKANER,BIKANER,0,1,0,0,0,0,1,1
