-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to the farmers holding size. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblcktab5.3.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblcktab5.3.csv"
}
-----
"State","District","Block","Marginal (0-1 Ha)","Small (1-2 Ha)","Medium (2-10 Ha)","Big (Greater than 10 Ha)","Total"
"WEST BENGAL","COOCHBEHAR","SITALKUCHI",172,15,13,0,200
"WEST BENGAL","COOCHBEHAR","TUFANGANJ - I",59,0,0,1,60
"WEST BENGAL","COOCHBEHAR","TUFANGANJ - II",42,0,0,0,42
"WEST BENGAL","DAKSHIN DINAJPUR","BALURGHAT",111,287,149,21,568
"WEST BENGAL","DAKSHIN DINAJPUR","BANSHIHARI",12,3,2,3,20
"WEST BENGAL","DAKSHIN DINAJPUR","GANGARAMPUR",5,18,7,2,32
"WEST BENGAL","DAKSHIN DINAJPUR","HILI",0,13,15,0,28
"WEST BENGAL","DAKSHIN DINAJPUR","KUMARGANJ",5,3,5,0,13
"WEST BENGAL","DAKSHIN DINAJPUR","KUSHMANDI",3,6,2,1,12
"WEST BENGAL","DAKSHIN DINAJPUR","TAPAN",135,316,214,51,716
"WEST BENGAL","DARJEELING","JOREBUNGLOW SUKHIAPE",0,0,0,0,0
"WEST BENGAL","DARJEELING","KHONBANI",0,0,0,0,0
"WEST BENGAL","DARJEELING","KURSEONG",0,0,0,0,0
"WEST BENGAL","DARJEELING","MATIGARA",0,0,1,9,10
"WEST BENGAL","DARJEELING","NAXAL BARI",0,0,0,2,2
"WEST BENGAL","DARJEELING","PHANSIDEOA",0,0,0,0,0
"WEST BENGAL","HOOGLY","ARAMBAGH",7,5,17,0,29
"WEST BENGAL","HOOGLY","BALAGARH",0,0,0,0,0
"WEST BENGAL","HOOGLY","CHANDITALA - I",27,6,0,0,33
"WEST BENGAL","HOOGLY","CHANDITALA - II",6,7,1,0,14
"WEST BENGAL","HOOGLY","CHINSURAH-MOGRA",0,0,0,0,0
"WEST BENGAL","HOOGLY","DHANIAKHALI",546,539,305,53,1443
"WEST BENGAL","HOOGLY","GOGHAT - I",0,0,0,0,0
"WEST BENGAL","HOOGLY","GOGHAT - II",0,0,0,0,0
"WEST BENGAL","HOOGLY","HARIPAL",433,161,81,8,683
"WEST BENGAL","HOOGLY","JANGIPARA",3,3,1,0,7
"WEST BENGAL","HOOGLY","KHANAKUL - I",627,147,5,0,779
"WEST BENGAL","HOOGLY","KHANAKUL - II",18,5,1,1,25
"WEST BENGAL","HOOGLY","PANDUA",48,75,7,0,130
"WEST BENGAL","HOOGLY","POLBA-DADPUR",5,0,0,0,5
"WEST BENGAL","HOOGLY","PURSURAH",0,0,0,0,0
"WEST BENGAL","HOOGLY","SERAMPUR UTTARPARA",78,3,0,0,81
"WEST BENGAL","HOOGLY","SINGUR",7,10,3,0,20
"WEST BENGAL","HOOGLY","TARAKESWAR",298,163,77,22,560
"WEST BENGAL","HOWRAH","AMTA - I",1,0,0,0,1
"WEST BENGAL","HOWRAH","AMTA - II",994,201,9,0,1204
"WEST BENGAL","HOWRAH","BAGNAN - I",618,37,96,0,751
"WEST BENGAL","HOWRAH","BAGNAN - II",518,121,13,2,654
"WEST BENGAL","HOWRAH","DOMJUR",683,155,41,1,880
"WEST BENGAL","HOWRAH","JAGATBALLAVPUR",1117,224,9,0,1350
"WEST BENGAL","HOWRAH","PANCHLA",0,0,0,0,0
"WEST BENGAL","HOWRAH","SHYAMPUR - I",477,230,207,55,969
"WEST BENGAL","HOWRAH","SHYAMPUR - II",306,10,0,0,316
"WEST BENGAL","HOWRAH","UDAYNARAYANPUR",1785,271,17,21,2094
"WEST BENGAL","HOWRAH","ULUBERIA - I",156,33,6,1,196
"WEST BENGAL","HOWRAH","ULUBERIA - II",0,0,0,0,0
"WEST BENGAL","JALPAIGURI","ALIPURDUAR - I",13,8,10,2,33
"WEST BENGAL","JALPAIGURI","ALIPURDUAR - II",5,31,5,9,50
"WEST BENGAL","JALPAIGURI","DHUPGURI",3,4,3,0,10
"WEST BENGAL","JALPAIGURI","FALAKATA",2,0,4,0,6
"WEST BENGAL","JALPAIGURI","KALCHINI",0,0,0,0,0
"WEST BENGAL","JALPAIGURI","KUMARGRAM",2,0,0,3,5
"WEST BENGAL","JALPAIGURI","MADARIHAT",0,0,1,0,1
"WEST BENGAL","JALPAIGURI","MAL",15,3,2,1,21
"WEST BENGAL","JALPAIGURI","MATIALI",0,0,0,0,0
"WEST BENGAL","JALPAIGURI","MAYNAGURI",72,43,17,4,136
"WEST BENGAL","JALPAIGURI","NAGRAKATA",0,0,0,0,0
"WEST BENGAL","JALPAIGURI","RAJGANJ",0,0,0,3,3
"WEST BENGAL","JALPAIGURI","SADAR",0,0,0,2,2
"WEST BENGAL","MALDA","BAMANGOLA",5,48,8,0,61
"WEST BENGAL","MALDA","CHANCHAL -I",0,0,0,0,0
"WEST BENGAL","MALDA","CHANCHAL II",0,7,0,0,7
"WEST BENGAL","MALDA","ENGLISHBAZAR",24,2,1,0,27
"WEST BENGAL","MALDA","GAZOL",147,118,52,22,339
"WEST BENGAL","MALDA","HABIBPUR",121,147,59,24,351
"WEST BENGAL","MALDA","HARISH CHANDRAPUR-II",3,0,0,0,3
"WEST BENGAL","MALDA","HARISHCHANDRAPUR I",0,0,0,0,0
"WEST BENGAL","MALDA","KALIACHAK - I",0,0,0,0,0
"WEST BENGAL","MALDA","KALIACHAK II",0,0,0,0,0
"WEST BENGAL","MALDA","KALIACHAK III",4,0,0,0,4
"WEST BENGAL","MALDA","MANIK CHAK",0,0,0,0,0
"WEST BENGAL","MALDA","OLD MALDA",18,60,20,0,98
"WEST BENGAL","MALDA","RATUA-I",2,4,8,0,14
"WEST BENGAL","MALDA","RATUA-II",0,2,0,0,2
"WEST BENGAL","MIDNAPORE","BHAGWANPUR - I",145,27,5,1,178
"WEST BENGAL","MIDNAPORE","BHAGWANPUR - II",90,57,29,4,180
"WEST BENGAL","MIDNAPORE","BINPUR - I",6,12,11,0,29
"WEST BENGAL","MIDNAPORE","BINPUR - II",12,13,3,0,28
"WEST BENGAL","MIDNAPORE","CHANDRAKONA - I",4,0,0,1,5
"WEST BENGAL","MIDNAPORE","CHANDRAKORA - II",258,199,36,1,494
"WEST BENGAL","MIDNAPORE","CONTAI - I",88,34,33,4,159
"WEST BENGAL","MIDNAPORE","CONTAI - II",296,186,56,0,538
"WEST BENGAL","MIDNAPORE","CONTAI - III",123,54,8,1,186
"WEST BENGAL","MIDNAPORE","DANTON - I",14,14,0,0,28
"WEST BENGAL","MIDNAPORE","DASPUR - I",30,13,3,0,46
"WEST BENGAL","MIDNAPORE","DASPUR - II",200,11,4,0,215
"WEST BENGAL","MIDNAPORE","DEBRA",2,1,0,1,4
"WEST BENGAL","MIDNAPORE","EGRA - I",19,0,0,0,19
"WEST BENGAL","MIDNAPORE","EGRA - II",106,69,9,2,186
"WEST BENGAL","MIDNAPORE","GARHBETA - I",160,43,65,0,268
"WEST BENGAL","MIDNAPORE","GARHBETA - II",347,105,65,3,520
"WEST BENGAL","MIDNAPORE","GARHBETA - III",269,135,79,10,493
"WEST BENGAL","MIDNAPORE","GHATAL",255,110,45,1,411
"WEST BENGAL","MIDNAPORE","GOPIBALLAVPUR - I",52,8,13,0,73
"WEST BENGAL","MIDNAPORE","GOPIBALLAVPUR - II",28,7,11,4,50
"WEST BENGAL","MIDNAPORE","JAMBANI",6,3,1,0,10
"WEST BENGAL","MIDNAPORE","JHARGRAM",7,4,1,0,12
"WEST BENGAL","MIDNAPORE","KESHIARY",7,5,2,0,14
"WEST BENGAL","MIDNAPORE","KESHPUR",187,283,194,20,684
"WEST BENGAL","MIDNAPORE","KHARAGPUR - I",17,5,8,2,32
"WEST BENGAL","MIDNAPORE","KHARAGPUR - II",56,16,11,3,86
"WEST BENGAL","MIDNAPORE","KHEJURI - I",199,75,14,0,288
"WEST BENGAL","MIDNAPORE","KHEJURI - II",834,110,25,1,970
"WEST BENGAL","MIDNAPORE","MAHISHADAL - I",561,68,26,4,659
"WEST BENGAL","MIDNAPORE","MAHISHADAL -II",24,34,38,1,97
"WEST BENGAL","MIDNAPORE","MIDNAPORE SADAR",3,8,8,2,21
"WEST BENGAL","MIDNAPORE","MOHANPUR",78,47,21,0,146
"WEST BENGAL","MIDNAPORE","MOYNA",0,0,0,0,0
"WEST BENGAL","MIDNAPORE","NANDIGRAM - I",320,91,16,4,431
"WEST BENGAL","MIDNAPORE","NANDIGRAM - II",1367,265,104,1,1737
"WEST BENGAL","MIDNAPORE","NANDIGRAM - III",380,105,54,4,543
"WEST BENGAL","MIDNAPORE","NARAYANGARH",13,15,2,0,30
"WEST BENGAL","MIDNAPORE","NAYAGRAM",15,1,1,1,18
"WEST BENGAL","MIDNAPORE","PANSKURA - I",582,130,41,9,762
"WEST BENGAL","MIDNAPORE","PANSKURA - II",25,3,2,0,30
"WEST BENGAL","MIDNAPORE","PATASHPUR - I",37,11,33,1,82
"WEST BENGAL","MIDNAPORE","PATASHPUR - II",84,22,3,0,109
"WEST BENGAL","MIDNAPORE","PINGLA",49,24,2,1,76
"WEST BENGAL","MIDNAPORE","RAMNAGAR - I",103,23,5,3,134
"WEST BENGAL","MIDNAPORE","SALBONI",235,225,117,3,580
"WEST BENGAL","MIDNAPORE","SANKRAIL",3,13,7,2,25
"WEST BENGAL","MIDNAPORE","SOBANG",173,106,22,0,301
"WEST BENGAL","MIDNAPORE","SUTAHATA - I",256,53,39,1,349
"WEST BENGAL","MIDNAPORE","SUTAHATA - II",606,118,24,3,751
"WEST BENGAL","MIDNAPORE","TAMLUK - I",599,81,34,10,724
"WEST BENGAL","MIDNAPORE","TAMLUK - II",12,2,3,5,22
"WEST BENGAL","MURSHIDABAD","BELDANGA - I",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","BELDANGA - II",2,0,0,0,2
"WEST BENGAL","MURSHIDABAD","BERHAMPORE",3,1,4,0,8
"WEST BENGAL","MURSHIDABAD","BHAGAWANGOLLA - I",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","BHAGAWANGOLLA - II",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","BHARATPUR - I",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","BHARATPUR - II",147,309,247,2,705
"WEST BENGAL","MURSHIDABAD","BURWAN",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","DOMKAL",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","FARAKKA",68,55,15,1,139
"WEST BENGAL","MURSHIDABAD","HARIHARPARA",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","JALANGI",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","KANDI",160,59,57,4,280
"WEST BENGAL","MURSHIDABAD","KHARGRAM",207,222,132,6,567
"WEST BENGAL","MURSHIDABAD","LALGOLLA",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","MUR - JIAGANJ",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","NOWADA",2,9,3,2,16
"WEST BENGAL","MURSHIDABAD","RAGHUNATHGANJ - I",111,29,34,2,176
"WEST BENGAL","MURSHIDABAD","RAGHUNATHGANJ - II",0,0,0,3,3
"WEST BENGAL","MURSHIDABAD","RANINAGAR - I",0,0,0,0,0
"WEST BENGAL","MURSHIDABAD","SAGARDIGHI",148,332,240,5,725
"WEST BENGAL","MURSHIDABAD","SUTI - I",10,0,0,0,10
"WEST BENGAL","MURSHIDABAD","SUTI - II",0,0,0,0,0
"WEST BENGAL","NADIA","CHAKDAHA",0,0,0,0,0
"WEST BENGAL","NADIA","CHAPRA",0,0,0,0,0
"WEST BENGAL","NADIA","HANSHKHALI",0,0,0,0,0
"WEST BENGAL","NADIA","HARINGHATA",0,0,0,0,0
"WEST BENGAL","NADIA","KALIGANJ",0,0,0,0,0
"WEST BENGAL","NADIA","KARIMPUR - I",0,0,0,0,0
"WEST BENGAL","NADIA","KARIMPUR - II",0,0,0,0,0
"WEST BENGAL","NADIA","KRISHNAGANJ",0,0,0,0,0
"WEST BENGAL","NADIA","KRISHNAGAR - I",0,0,0,0,0
"WEST BENGAL","NADIA","KRISHNAGAR - II",0,0,0,0,0
"WEST BENGAL","NADIA","NABADWIP",0,0,0,0,0
"WEST BENGAL","NADIA","NAKASHIPARA",0,0,0,0,0
"WEST BENGAL","NADIA","RANAGHAT - I",0,0,0,0,0
"WEST BENGAL","NADIA","RANAGHAT - II",0,0,0,0,0
"WEST BENGAL","NADIA","SHANTIPUR",0,0,0,0,0
"WEST BENGAL","NADIA","TEHATTA - I",0,0,0,0,0
"WEST BENGAL","NADIA","TEHATTA - II",0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS","BAGDAH",0,0,0,29,29
"WEST BENGAL","NORTH 24 PARGANAS","BARASAT - I",80,0,1,0,81
"WEST BENGAL","NORTH 24 PARGANAS","BARASAT - II",11,0,0,0,11
"WEST BENGAL","NORTH 24 PARGANAS","BARRACKPORE - II",1,0,0,33,34
"WEST BENGAL","NORTH 24 PARGANAS","BARRACKPORE -I",6,0,0,0,6
"WEST BENGAL","NORTH 24 PARGANAS","BASHIRHAT - I",3,6,0,2,11
"WEST BENGAL","NORTH 24 PARGANAS","BONGAON",0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS","DEGANGA",1,3,0,0,4
"WEST BENGAL","NORTH 24 PARGANAS","GAIGHATA",0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS","HABRA - I",2,0,0,62,64
"WEST BENGAL","NORTH 24 PARGANAS","HAROA",0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS","HASNABAD",86,41,1,0,128
"WEST BENGAL","NORTH 24 PARGANAS","HINGALGANJ",545,36,5,5,591
"WEST BENGAL","NORTH 24 PARGANAS","RAJARHAT",15,0,0,0,15
"WEST BENGAL","NORTH 24 PARGANAS","SANDESHKHALI II",0,0,2,0,2
"WEST BENGAL","NORTH 24 PARGANAS","SWARUPNAGAR",8,0,1,0,9
"WEST BENGAL","PURULIA","ARSHA",27,76,61,6,170
"WEST BENGAL","PURULIA","BAGHMUNDI",0,0,0,0,0
"WEST BENGAL","PURULIA","BALARAMPUR",2,0,1,0,3
"WEST BENGAL","PURULIA","BANDWAN",2,7,7,0,16
"WEST BENGAL","PURULIA","BARABAZAR.",0,0,0,0,0
"WEST BENGAL","PURULIA","HURA",0,15,8,0,23
"WEST BENGAL","PURULIA","JHALDA - I",0,0,0,0,0
"WEST BENGAL","PURULIA","JHALDA - II",5,7,6,0,18
"WEST BENGAL","PURULIA","JOYPUR",38,0,0,0,38
"WEST BENGAL","PURULIA","KASHIPUR",0,0,0,0,0
"WEST BENGAL","PURULIA","MANBAZAR - I",1,1,1,0,3
"WEST BENGAL","PURULIA","MANBAZAR - II",0,0,0,0,0
"WEST BENGAL","PURULIA","NETURIA",0,0,0,0,0
"WEST BENGAL","PURULIA","PARA",0,1,0,0,1
"WEST BENGAL","PURULIA","PUNCHA",1,0,2,2,5
"WEST BENGAL","PURULIA","PURULIA - I",0,0,0,0,0
"WEST BENGAL","PURULIA","PURULIA - II",0,0,0,0,0
"WEST BENGAL","PURULIA","RAGHUNATHPUR - I",0,0,0,0,0
"WEST BENGAL","PURULIA","RAGHUNATHPUR - II",0,0,0,0,0
"WEST BENGAL","PURULIA","SANTURI",0,0,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS","BARUIPUR",497,39,7,0,543
"WEST BENGAL","SOUTH 24 PARGANAS","BASANTI",1,0,0,0,1
"WEST BENGAL","SOUTH 24 PARGANAS","BHANGORE - I",326,18,16,0,360
"WEST BENGAL","SOUTH 24 PARGANAS","BHANGORE - II",0,0,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS","BISHNUPUR - I",19,2,0,0,21
"WEST BENGAL","SOUTH 24 PARGANAS","BUDGE BUDGE - I",0,0,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS","BUDGE BUDGE - II",4,0,0,0,4
"WEST BENGAL","SOUTH 24 PARGANAS","DAIMOND HARBOUR - II",2591,128,19,1,2739
"WEST BENGAL","SOUTH 24 PARGANAS","DIAMOND HARBOUR - I",22,12,11,0,45
"WEST BENGAL","SOUTH 24 PARGANAS","FALTA",134,16,113,36,299
"WEST BENGAL","SOUTH 24 PARGANAS","GOSABA",197,2,6,0,205
"WEST BENGAL","SOUTH 24 PARGANAS","JAYNAGAR - I",316,24,4,0,344
"WEST BENGAL","SOUTH 24 PARGANAS","JOYNAGAR - II",506,5,1,0,512
"WEST BENGAL","SOUTH 24 PARGANAS","KAKDWIP",682,123,29,13,847
"WEST BENGAL","SOUTH 24 PARGANAS","KULPI",1504,167,50,3,1724
"WEST BENGAL","SOUTH 24 PARGANAS","KULTALI",49,28,15,0,92
"WEST BENGAL","SOUTH 24 PARGANAS","MAGRAHAT - I",0,0,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS","MANDIRBAZAR",146,20,13,2,181
"WEST BENGAL","SOUTH 24 PARGANAS","MATHURAPUR - I",356,91,5,0,452
"WEST BENGAL","SOUTH 24 PARGANAS","MATHURAPUR - II",848,4,1,1,854
"WEST BENGAL","SOUTH 24 PARGANAS","NAMKHANA",134,41,7,0,182
"WEST BENGAL","SOUTH 24 PARGANAS","PATHARPRATIMA",5771,84,50,2,5907
"WEST BENGAL","SOUTH 24 PARGANAS","SAGAR",9,12,20,0,41
"WEST BENGAL","SOUTH 24 PARGANAS","SONARPUR",5,1,0,0,6
"WEST BENGAL","SOUTH 24 PARGANAS","THAKURPUKUR-MAHESTAL",541,40,12,0,593
"WEST BENGAL","UTTAR DINAJPUR","CHOPRA",0,0,0,3,3
"WEST BENGAL","UTTAR DINAJPUR","GOALPOKHAR - II",5,5,1,0,11
"WEST BENGAL","UTTAR DINAJPUR","GOALPOKHER - I",0,0,0,0,0
"WEST BENGAL","UTTAR DINAJPUR","HEMTABAD",0,5,3,0,8
"WEST BENGAL","UTTAR DINAJPUR","ISLAMPUR",0,0,0,0,0
"WEST BENGAL","UTTAR DINAJPUR","ITAHAR",0,0,0,0,0
"WEST BENGAL","UTTAR DINAJPUR","KALIYAGANJ",39,59,20,0,118
"WEST BENGAL","UTTAR DINAJPUR","KARANDIGHI",0,0,0,0,0
"WEST BENGAL","UTTAR DINAJPUR","RAIGANJ",4,7,7,1,19
"ANDAMAN & NICOBARS","ANDAMAN","DIGLIPUR",10,84,314,0,408
"ANDAMAN & NICOBARS","ANDAMAN","FERRARGUNJ",23,139,73,0,235
"ANDAMAN & NICOBARS","ANDAMAN","HUTBAY",0,10,40,1,51
"ANDAMAN & NICOBARS","ANDAMAN","MAYABUNDER",5,49,64,0,118
"ANDAMAN & NICOBARS","ANDAMAN","PORT BLAIR",42,110,61,0,213
"ANDAMAN & NICOBARS","ANDAMAN","RANGAT",5,8,129,0,142
"ANDAMAN & NICOBARS","NICOBARS","CAMPBELLBAY",0,0,39,0,39
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","AMBOLI",0,0,0,0,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","DADRA",0,0,0,0,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","DAPADA",0,1,0,0,1
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","DUDHANI",0,1,0,0,1
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","KHANVEL",0,1,2,1,4
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","KILVANI",0,0,0,0,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","MANDONI",0,0,5,1,6
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","NAROLI",0,0,1,0,1
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","SILVASSA-I",11,6,0,0,17
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI","SILVASSA-II",0,3,0,0,3
"PONDICHERRY","KARAIKAL","T R PATTINAM",6,0,0,0,6
"PONDICHERRY","YANAM","YANAM",301,56,38,0,395
